area,curso,N,idd,ano
36,7713,16.0,-0.8679192662239075,2016
6,7716,40.0,-0.030777854844927788,2016
38,7791,6.0,5.566435813903809,2016
38,7793,9.0,0.5554673671722412,2016
12,7837,38.0,-0.8039530515670776,2016
23,7841,22.0,0.9345850944519043,2016
17,7843,21.0,1.3385978937149048,2016
38,7945,27.0,0.6126343607902527,2016
38,8065,77.0,0.07369039207696915,2016
6,8100,116.0,0.13173246383666992,2016
38,8153,13.0,0.029168229550123215,2016
36,8163,28.0,-0.14225320518016815,2016
38,8259,24.0,-0.010143627412617207,2016
36,8266,39.0,0.3379487991333008,2016
23,8407,40.0,-0.46013158559799194,2016
6,8414,71.0,0.19885894656181335,2016
23,8427,97.0,-0.5072364807128906,2016
12,8437,142.0,-0.10660989582538605,2016
12,8554,111.0,0.17471353709697723,2016
36,8576,17.0,1.3408269882202148,2016
6,8579,42.0,-0.5496559143066406,2016
23,8582,29.0,1.2174806594848633,2016
6,8666,66.0,-0.22418081760406494,2016
5,8669,38.0,0.560131847858429,2016
36,8675,16.0,-0.2502215504646301,2016
28,8676,7.0,2.832573890686035,2016
17,8677,15.0,0.5721670985221863,2016
23,8689,17.0,-1.282767415046692,2016
12,8698,36.0,-1.1842284202575684,2016
23,8929,31.0,-0.5090516209602356,2016
23,8940,26.0,1.9848641157150269,2016
28,8946,17.0,1.9772558212280273,2016
12,8960,76.0,-0.09300655126571655,2016
23,8961,25.0,-0.7618827819824219,2016
36,9018,69.0,-0.04219631478190422,2016
6,9035,39.0,0.2834181487560272,2016
5,9044,25.0,0.4698411226272583,2016
17,9094,32.0,-2.7466824054718018,2016
38,9099,5.0,4.761241912841797,2016
36,9226,1.0,,2016
17,9228,24.0,1.0682885646820068,2016
38,9276,5.0,,2016
23,9278,15.0,0.5891228318214417,2016
6,9290,47.0,0.33720293641090393,2016
19,9301,8.0,3.3368771076202393,2016
36,9309,25.0,-0.23648346960544586,2016
5,9317,21.0,0.22053262591362,2016
27,9321,8.0,2.2673983573913574,2016
12,9326,80.0,-0.2319292426109314,2016
17,9413,18.0,1.0538185834884644,2016
6,9709,54.0,-0.06600762158632278,2016
6,9722,55.0,-0.26283717155456543,2016
23,9723,93.0,0.0875437930226326,2016
19,9724,38.0,-0.43610918521881104,2016
5,9733,29.0,0.8700752258300781,2016
12,9772,92.0,-0.2085546851158142,2016
12,9805,152.0,-0.8421624302864075,2016
23,9818,54.0,-0.533403754234314,2016
28,9829,33.0,0.3852565884590149,2016
6,9836,94.0,-0.05956028401851654,2016
36,9842,28.0,0.10691647231578827,2016
51,9980,14.0,-0.18250618875026703,2016
6,9984,44.0,-0.3212009072303772,2016
12,9988,81.0,-0.2858404815196991,2016
12,9996,29.0,1.4866210222244263,2016
6,10004,39.0,0.9857762455940247,2016
5,10006,17.0,0.15803726017475128,2016
27,10150,25.0,-0.9309729933738708,2016
12,10222,63.0,-0.09096639603376389,2016
12,10224,124.0,-1.1627980470657349,2016
6,10268,26.0,-0.31363123655319214,2016
12,10289,85.0,-0.2545669376850128,2016
23,10316,35.0,1.1007248163223267,2016
6,10350,94.0,-0.09291527420282364,2016
17,10360,14.0,0.8573861718177795,2016
23,10394,18.0,-0.7146796584129333,2016
5,10423,17.0,-0.5032895803451538,2016
38,10501,51.0,-1.285422682762146,2016
23,10505,69.0,-0.44184747338294983,2016
36,10516,19.0,-0.09699156880378723,2016
28,10589,0.0,,2016
12,10591,81.0,-0.5860756635665894,2016
6,10592,25.0,0.5803264379501343,2016
23,10594,32.0,0.5289005637168884,2016
19,10606,28.0,0.9668987393379211,2016
36,10607,8.0,0.06628593802452087,2016
6,10752,9.0,0.6007512211799622,2016
27,10796,76.0,-0.3491074740886688,2016
38,10798,117.0,-0.454693466424942,2016
55,10802,64.0,-0.36236661672592163,2016
23,10808,35.0,0.733104407787323,2016
51,10813,16.0,-0.9082841873168945,2016
38,10873,19.0,0.6584572196006775,2016
23,10967,16.0,-0.634589672088623,2016
28,10968,10.0,2.166260004043579,2016
17,10975,19.0,-0.17001758515834808,2016
12,11114,158.0,0.03575771674513817,2016
36,11115,30.0,0.360867977142334,2016
23,11154,16.0,-1.8456549644470215,2016
38,11222,29.0,0.16097599267959595,2016
27,11232,5.0,4.489342212677002,2016
12,11233,93.0,-0.002560896333307028,2016
23,11234,19.0,1.1305968761444092,2016
23,11299,30.0,1.1142702102661133,2016
28,11311,74.0,-0.7471581697463989,2016
38,11313,104.0,-1.5490607023239136,2016
12,11316,94.0,0.43243107199668884,2016
6,11317,41.0,-0.2072388082742691,2016
38,11434,45.0,-0.5922044515609741,2016
23,11436,32.0,-0.4876426160335541,2016
19,11437,32.0,-0.33413416147232056,2016
6,11438,8.0,-0.007825907319784164,2016
12,11446,74.0,-0.9268421530723572,2016
17,11528,26.0,-0.889933168888092,2016
23,11533,17.0,-0.6521928310394287,2016
3501,11542,19.0,-0.7849336862564087,2016
6,11595,42.0,0.03266443312168121,2016
38,11606,64.0,-0.588202953338623,2016
19,11607,49.0,-0.46854323148727417,2016
36,11608,17.0,0.6908161044120789,2016
17,11657,12.0,-0.23077301681041718,2016
36,11718,88.0,-0.051893170922994614,2016
23,11719,78.0,-0.03434482589364052,2016
27,11727,30.0,0.5873936414718628,2016
6,11731,90.0,-0.1606423556804657,2016
5,11874,82.0,-0.18638405203819275,2016
17,11878,81.0,-0.550115704536438,2016
38,11998,106.0,-3.384521484375,2016
23,12013,86.0,-0.35605353116989136,2016
55,12014,51.0,-0.667043924331665,2016
12,12015,156.0,-0.9520061016082764,2016
6,12017,131.0,-0.48604467511177063,2016
28,12018,45.0,-0.8879930973052979,2016
38,12325,84.0,-0.2537987530231476,2016
23,12326,71.0,0.27479857206344604,2016
3501,12327,26.0,0.4857540428638458,2016
19,12328,133.0,0.3956279456615448,2016
28,12329,70.0,0.18528147041797638,2016
6,12330,79.0,0.014264382421970367,2016
36,12331,34.0,0.34130725264549255,2016
12,12345,79.0,0.2736651599407196,2016
12,12569,149.0,-0.3767162263393402,2016
28,12570,24.0,0.4509012699127197,2016
19,12582,43.0,-1.0216267108917236,2016
5,12583,45.0,0.32766270637512207,2016
6,12584,90.0,-0.5238536596298218,2016
17,12586,98.0,-0.19771581888198853,2016
5,12590,31.0,-0.21230052411556244,2016
38,12691,168.0,-1.9616200923919678,2016
12,12692,146.0,-0.6547317504882812,2016
6,12693,49.0,-1.7436821460723877,2016
28,12694,62.0,-0.4266000986099243,2016
19,12695,41.0,-0.7503089308738708,2016
38,12696,77.0,-0.8393622636795044,2016
5,12704,101.0,-0.10682147741317749,2016
23,12708,76.0,-0.43494996428489685,2016
17,12811,39.0,0.32683712244033813,2016
12,12813,82.0,-1.081763505935669,2016
6,12814,61.0,0.3057703375816345,2016
23,12815,44.0,-1.2644853591918945,2016
38,12821,60.0,0.1380009651184082,2016
17,12905,104.0,-0.44517016410827637,2016
5,12909,175.0,-0.07811257988214493,2016
51,12910,38.0,0.6944136619567871,2016
23,12953,65.0,-0.25772401690483093,2016
36,12964,68.0,-0.09452846646308899,2016
12,12970,288.0,-0.7166327238082886,2016
5,12971,121.0,-0.8397936820983887,2016
6,12972,131.0,-0.5868683457374573,2016
12,13103,144.0,0.06461890786886215,2016
6,13104,141.0,-0.34138521552085876,2016
38,13107,58.0,-3.8615283966064453,2016
36,13118,23.0,1.0062586069107056,2016
17,13193,35.0,-0.4499799609184265,2016
23,13199,19.0,0.6340869069099426,2016
12,13200,40.0,0.33869117498397827,2016
28,13201,30.0,0.7485792636871338,2016
6,13202,35.0,-0.22407837212085724,2016
38,13214,121.0,-0.6224658489227295,2016
17,13282,35.0,-0.539872944355011,2016
23,13284,24.0,0.528413712978363,2016
19,13285,47.0,0.16659773886203766,2016
12,13286,51.0,-0.5793479681015015,2016
5,13287,22.0,0.3980696201324463,2016
28,13288,30.0,0.22785577178001404,2016
6,13289,48.0,0.2811729311943054,2016
51,13403,22.0,0.8723578453063965,2016
38,13417,109.0,0.10941938310861588,2016
19,13421,65.0,0.26672250032424927,2016
36,13422,55.0,-0.0799015685915947,2016
12,13424,106.0,-0.23059310019016266,2016
28,13425,64.0,0.12873637676239014,2016
6,13426,51.0,0.2754078805446625,2016
5,13437,35.0,0.6294600367546082,2016
12,13453,70.0,-0.268793523311615,2016
17,13454,45.0,-0.3730526268482208,2016
38,13581,96.0,-0.9689354300498962,2016
55,13597,93.0,0.10853497684001923,2016
23,13599,58.0,-0.5675569176673889,2016
19,13600,45.0,-0.11782616376876831,2016
12,13601,272.0,-0.10481898486614227,2016
28,13602,58.0,0.5177169442176819,2016
6,13611,124.0,-0.050219759345054626,2016
36,13614,61.0,-0.3835717737674713,2016
17,13699,60.0,0.41304415464401245,2016
19,13718,110.0,-0.5174290537834167,2016
5,13719,56.0,0.3303689658641815,2016
6,13720,97.0,0.07810325175523758,2016
12,13723,124.0,-0.36309221386909485,2016
51,13854,40.0,-0.5468114614486694,2016
5,13857,62.0,0.48483285307884216,2016
17,13859,152.0,0.12319643795490265,2016
36,13862,29.0,0.3422524929046631,2016
27,13864,30.0,0.5400816202163696,2016
23,13865,23.0,0.5275030732154846,2016
12,13866,95.0,-0.2357005774974823,2016
6,13867,71.0,0.0787564292550087,2016
19,13868,53.0,0.4392024874687195,2016
17,13965,70.0,-0.008420656435191631,2016
23,13994,22.0,0.6656944751739502,2016
19,13995,42.0,0.31732216477394104,2016
12,13996,114.0,-0.0006920433952473104,2016
6,13997,37.0,-0.36904406547546387,2016
23,14091,34.0,1.1839708089828491,2016
19,14092,82.0,0.2301994413137436,2016
12,14093,96.0,-0.44501054286956787,2016
5,14094,33.0,-0.12614360451698303,2016
28,14095,55.0,-1.6071592569351196,2016
6,14096,54.0,0.041882798075675964,2016
17,14097,104.0,-0.02758917026221752,2016
17,14214,54.0,0.293903648853302,2016
23,14225,47.0,-0.32393163442611694,2016
19,14227,91.0,-1.1758277416229248,2016
12,14234,79.0,-0.37267056107521057,2016
28,14235,32.0,-4.964941501617432,2016
6,14236,76.0,0.2151673138141632,2016
38,14240,49.0,-1.6634716987609863,2016
38,14358,110.0,-3.7181005477905273,2016
12,14359,250.0,-0.1884080171585083,2016
28,14360,79.0,-0.10589343309402466,2016
6,14361,7.0,0.05976118519902229,2016
19,14369,99.0,-1.1040822267532349,2016
36,14373,69.0,-0.4900122582912445,2016
27,14376,50.0,-0.5019770860671997,2016
17,14502,55.0,-0.8860370516777039,2016
5,14507,105.0,-0.15693360567092896,2016
51,14508,27.0,-0.26900026202201843,2016
17,14536,37.0,0.5201044678688049,2016
17,14554,47.0,0.2313702255487442,2016
5,14555,37.0,0.061851732432842255,2016
17,14557,100.0,-0.330219030380249,2016
5,14559,55.0,-0.5765662789344788,2016
12,14563,113.0,-0.6472313404083252,2016
55,14564,29.0,-4.8194403648376465,2016
27,14565,24.0,0.46611931920051575,2016
23,14567,74.0,-0.3241402804851532,2016
17,14576,193.0,-0.4333992600440979,2016
51,14577,46.0,0.17452651262283325,2016
5,14582,97.0,0.1661076694726944,2016
19,14606,125.0,0.0436481311917305,2016
6,14607,91.0,0.03866775706410408,2016
23,14608,23.0,1.5400176048278809,2016
6,14613,62.0,-0.5127525925636292,2016
12,14615,72.0,-0.746852457523346,2016
23,14616,39.0,0.3941302001476288,2016
23,14703,17.0,0.12826789915561676,2016
38,14716,17.0,-2.193956136703491,2016
12,14725,43.0,0.40168288350105286,2016
6,14726,40.0,0.07476459443569183,2016
17,14727,36.0,-2.4868390560150146,2016
23,14847,0.0,,2016
55,14855,57.0,0.8149981498718262,2016
19,14857,35.0,0.6048201322555542,2016
6,14858,64.0,-0.29659560322761536,2016
23,14863,44.0,2.0452895164489746,2016
17,14970,84.0,-0.20515529811382294,2016
6,14973,68.0,-0.8458027243614197,2016
5,14974,84.0,0.046589985489845276,2016
12,14975,92.0,-0.8803454637527466,2016
28,14979,73.0,-0.3840826153755188,2016
23,14980,59.0,-0.6234341859817505,2016
23,15156,68.0,-0.9002099633216858,2016
51,15158,13.0,3.959365129470825,2016
17,15159,60.0,0.1680849939584732,2016
28,15246,37.0,-2.379260301589966,2016
36,15267,11.0,-1.9425336122512817,2016
36,15270,5.0,-2.984811544418335,2016
12,15343,81.0,-0.7223066091537476,2016
6,15345,107.0,-0.45474231243133545,2016
38,15347,10.0,2.371062755584717,2016
23,15403,41.0,0.7068450450897217,2016
6,15408,43.0,0.7799694538116455,2016
12,15475,106.0,-0.38858380913734436,2016
6,15476,26.0,-0.3191103935241699,2016
19,15480,24.0,-0.0012880029389634728,2016
17,15550,19.0,-0.22198212146759033,2016
5,15554,30.0,-0.6503403782844543,2016
36,15644,12.0,-0.7597212791442871,2016
6,15648,26.0,-1.054348349571228,2016
36,15650,4.0,1.4844998121261597,2016
17,15739,11.0,-0.5472586154937744,2016
23,15742,33.0,0.9091414213180542,2016
51,15743,22.0,-0.3217432200908661,2016
28,15762,34.0,0.17003753781318665,2016
27,15763,6.0,3.8316264152526855,2016
23,15782,26.0,-0.2742489278316498,2016
12,15783,152.0,-0.6608242988586426,2016
28,15784,22.0,0.23351351916790009,2016
55,15789,32.0,-0.5914536714553833,2016
19,15838,21.0,0.630120575428009,2016
12,15839,61.0,0.021011056378483772,2016
5,15840,37.0,0.04190194979310036,2016
6,15841,36.0,-0.27028656005859375,2016
17,15853,62.0,0.22335511445999146,2016
23,15874,46.0,0.32705914974212646,2016
17,15977,47.0,-0.6743265390396118,2016
23,15998,6.0,1.8196347951889038,2016
17,16108,29.0,-0.7045823931694031,2016
36,16170,35.0,-0.3152972161769867,2016
38,16218,5.0,0.28097468614578247,2016
12,16236,83.0,-0.4784467816352844,2016
17,16386,42.0,0.8316668272018433,2016
6,16390,51.0,0.7542105913162231,2016
19,16391,41.0,0.6510641574859619,2016
38,16393,28.0,-6.009064674377441,2016
28,16508,62.0,0.3960969150066376,2016
23,16510,17.0,0.6840047836303711,2016
19,16739,6.0,0.10370489209890366,2016
36,16825,53.0,0.3028886318206787,2016
19,16826,35.0,0.4822384715080261,2016
6,16827,39.0,0.6272562146186829,2016
5,16834,34.0,1.4812768697738647,2016
17,16903,2.0,-3.6523923873901367,2016
12,16904,24.0,-2.5483620166778564,2016
23,16929,19.0,1.5713683366775513,2016
38,17005,5.0,2.1381304264068604,2016
23,17046,48.0,0.0333968922495842,2016
17,17075,17.0,-2.0850131511688232,2016
5,17147,22.0,-1.5399508476257324,2016
17,17149,37.0,0.23402713239192963,2016
23,17201,31.0,-0.9909259676933289,2016
17,17259,39.0,-0.7443124651908875,2016
19,17283,22.0,0.7996628284454346,2016
38,17328,20.0,-0.28146475553512573,2016
6,17662,19.0,-0.23020650446414948,2016
3501,17663,24.0,-0.33681732416152954,2016
5,17725,32.0,-0.0795055478811264,2016
51,17735,17.0,-2.0605878829956055,2016
23,17768,8.0,2.9657652378082275,2016
38,17843,21.0,-0.0902784913778305,2016
23,17927,25.0,0.23517918586730957,2016
5,17934,13.0,3.7749314308166504,2016
38,17938,29.0,0.5019367337226868,2016
28,17941,33.0,-0.11219191551208496,2016
6,17955,21.0,-0.17420417070388794,2016
36,18000,24.0,-0.02993176318705082,2016
19,18030,39.0,-0.23927952349185944,2016
5,18031,69.0,-0.06873086839914322,2016
19,18053,5.0,1.2842973470687866,2016
36,18059,25.0,0.18288260698318481,2016
19,18089,34.0,-0.09116193652153015,2016
27,18093,8.0,7.133029937744141,2016
36,18096,5.0,5.6307692527771,2016
5,18099,15.0,-1.8709336519241333,2016
5,18127,22.0,1.4531140327453613,2016
6,18166,65.0,-0.5968500375747681,2016
5,18188,32.0,0.240357905626297,2016
5,18201,41.0,1.549338459968567,2016
28,18207,20.0,1.383974313735962,2016
28,18232,14.0,0.40107887983322144,2016
23,18235,19.0,1.1610323190689087,2016
6,18294,33.0,-1.191495418548584,2016
27,18309,25.0,-0.22841405868530273,2016
5,18310,46.0,-0.177402526140213,2016
5,18319,25.0,-0.03271657973527908,2016
17,18322,23.0,2.1366970539093018,2016
5,18323,31.0,0.0791667103767395,2016
19,18325,71.0,-0.48222067952156067,2016
36,18341,29.0,1.105385184288025,2016
5,18364,19.0,-0.742944598197937,2016
17,18365,30.0,0.7123844623565674,2016
6,18404,49.0,-0.08898023515939713,2016
36,18427,8.0,-1.4031941890716553,2016
23,18440,36.0,0.5490252375602722,2016
36,18441,21.0,-0.031233789399266243,2016
6,18442,46.0,0.1541849970817566,2016
6,18443,101.0,-0.47365039587020874,2016
36,18444,42.0,-0.3027207553386688,2016
12,18447,109.0,-0.15078198909759521,2016
19,18450,10.0,-1.437446117401123,2016
5,18451,21.0,-1.983651041984558,2016
23,18452,4.0,-1.2233295440673828,2016
36,18453,8.0,0.33160242438316345,2016
6,18455,37.0,0.05348372459411621,2016
36,18456,14.0,1.1887561082839966,2016
36,18463,24.0,0.5517028570175171,2016
28,18467,13.0,-0.9500430822372437,2016
12,18472,48.0,1.3153873682022095,2016
23,18473,14.0,1.0245281457901,2016
19,18483,22.0,1.1202832460403442,2016
5,18484,66.0,0.3928583562374115,2016
23,18494,19.0,-0.15931403636932373,2016
19,18501,10.0,1.6721917390823364,2016
6,18502,56.0,-0.043320734053850174,2016
19,18509,13.0,1.221777081489563,2016
5,18514,26.0,-1.6520859003067017,2016
36,18570,21.0,0.8874155282974243,2016
5,18571,25.0,-1.249443531036377,2016
5,18572,76.0,0.273054301738739,2016
19,18573,18.0,-0.1750585287809372,2016
55,18578,2.0,-12.507438659667969,2016
36,18580,28.0,-0.4283045828342438,2016
36,18583,54.0,0.8536083102226257,2016
36,18586,35.0,0.286643922328949,2016
19,18590,16.0,0.5432685613632202,2016
36,18593,29.0,0.22167378664016724,2016
12,18594,176.0,-0.3525541424751282,2016
6,18595,37.0,0.4559526741504669,2016
