area,ies,Ncursos,municipio,N,idd,cpc,cpcf,ano
1,1363,6,2927408,165,-1.6088659763336182,1.978989601135254,3,2012
1,1364,1,2933307,23,-2.819340467453003,2.1706652641296387,3,2012
1,1365,1,3515152,40,-0.4987359046936035,2.9000244140625,3,2012
1,1365,1,3550308,38,-5.490630626678467,2.2557737827301025,3,2012
1,1371,1,3530102,12,,2.0971920490264893,3,2012
1,1373,1,3510807,17,,2.091876983642578,3,2012
1,1374,1,5104104,16,-5.276489734649658,1.2286591529846191,2,2012
1,1375,1,5101258,24,1.8653874397277832,2.3248512744903564,3,2012
1,1381,1,1302603,94,-5.339231491088867,2.5258536338806152,3,2012
1,1383,1,2607208,78,-2.4036271572113037,1.7922295331954956,2,2012
1,1384,1,2611606,190,-1.368124008178711,1.9218535423278809,2,2012
1,1385,1,3509502,27,,1.198544979095459,2,2012
1,1385,1,3550308,25,,,SC,2012
1,1386,1,3509502,97,1.7813072204589844,2.7803144454956055,3,2012
1,1388,6,3550308,307,-4.880978584289551,1.724844217300415,2,2012
1,1394,1,2927408,144,-1.794842004776001,2.0490353107452393,3,2012
1,1395,1,5204508,22,-2.000944137573242,1.4797205924987793,2,2012
1,1396,2,4108304,103,1.056462287902832,2.9805383682250977,4,2012
1,1399,1,4126256,23,-2.1230154037475586,1.587916374206543,2,2012
1,1400,1,4125506,73,-5.144419193267822,1.7101553678512573,2,2012
1,1401,1,2211001,36,-6.720852375030518,1.6608457565307617,2,2012
1,1403,1,1100189,21,-2.9199910163879395,1.8535528182983398,2,2012
1,1404,1,5217104,0,,,SC,2012
1,1409,1,3205002,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1411,1,2927408,28,-0.4343859553337097,2.4097495079040527,3,2012
1,1412,1,3525904,83,0.16656482219696045,2.9244260787963867,3,2012
1,1413,1,3544251,46,1.7440247535705566,2.2979092597961426,3,2012
1,1414,1,1100205,56,-2.1717677116394043,2.8636534214019775,3,2012
1,1415,1,3550308,0,,,SC,2012
1,1417,1,4104204,84,-2.6145312786102295,1.881138801574707,2,2012
1,1418,1,3502804,95,1.8650555610656738,2.755750894546509,3,2012
1,1419,1,4106902,63,-0.9993612766265869,2.7691540718078613,3,2012
1,1422,1,1302603,811,3.905303955078125,2.6384363174438477,3,2012
1,1423,1,1501402,49,3.2385566234588623,3.5968382358551025,4,2012
1,1426,1,5211503,25,3.3737728595733643,2.8984057903289795,3,2012
1,1427,1,4305108,367,0.571405291557312,2.3187150955200195,3,2012
1,1428,1,5300108,43,0.41645169258117676,2.0036118030548096,3,2012
1,1432,1,3506359,48,-1.2582652568817139,1.7013736963272095,2,2012
1,1433,1,3526803,42,-7.600100040435791,1.4492487907409668,2,2012
1,1434,1,3522604,39,10.146418571472168,3.051663875579834,4,2012
1,1436,1,1302603,59,-0.6365354061126709,2.812227487564087,3,2012
1,1437,1,3543907,56,-0.6363577842712402,2.5236258506774902,3,2012
1,1438,1,3509502,59,5.4283447265625,3.8502583503723145,4,2012
1,1440,1,5221403,22,-2.777047634124756,2.2537882328033447,3,2012
1,1443,1,3205309,18,0.41437864303588867,2.376594066619873,3,2012
1,1444,1,3526902,44,-1.1401069164276123,2.574488878250122,3,2012
1,1445,1,3548807,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1445,1,3550308,11,-0.021260738372802734,2.628464698791504,3,2012
1,1446,1,5300108,11,-0.8276553153991699,3.0236477851867676,4,2012
1,1449,1,4109708,24,1.8527814149856567,2.416571617126465,3,2012
1,1450,1,3148103,62,0.32462698221206665,2.4473824501037598,3,2012
1,1451,1,3548906,2,,,Descredenciada,2012
1,1452,1,2111300,196,4.571268081665039,2.9567999839782715,4,2012
1,1454,1,2611606,24,-2.3095293045043945,1.8525216579437256,2,2012
1,1455,1,2900702,74,-1.583859920501709,2.1812307834625244,3,2012
1,1456,1,3551702,68,2.5022168159484863,3.02480411529541,4,2012
1,1457,1,3513009,53,-1.3788177967071533,2.366006374359131,3,2012
1,1459,1,3143104,42,2.21083927154541,2.68524169921875,3,2012
1,1461,1,2927408,13,6.247922897338867,3.2441258430480957,4,2012
1,1462,1,2507507,20,10.427797317504883,3.5336201190948486,4,2012
1,1463,1,3505708,39,,1.663569688796997,2,2012
1,1465,1,3543402,31,-1.0958422422409058,2.033604621887207,3,2012
1,1467,1,3205200,38,-6.7119293212890625,2.1246607303619385,3,2012
1,1468,2,3170206,63,2.7547175884246826,3.287994623184204,4,2012
1,1469,1,4205407,66,5.534367084503174,3.253340005874634,4,2012
1,1472,2,4207502,942,-5.153653144836426,2.0534141063690186,3,2012
1,1478,1,3548708,187,-0.4273345470428467,2.949376344680786,4,2012
1,1484,1,3106200,95,6.667119979858398,3.758270025253296,4,2012
1,1486,1,3205309,177,-4.065874099731445,2.3248910903930664,3,2012
1,1487,1,4106902,25,2.253322124481201,2.6407132148742676,3,2012
1,1488,1,3304904,145,-5.146232604980469,1.7115229368209839,2,2012
1,1490,1,3524709,60,1.1979488134384155,2.711167573928833,3,2012
1,1491,2,4106902,246,-6.388866424560547,2.042376756668091,3,2012
1,1492,1,3170206,139,5.4838457107543945,3.0024259090423584,4,2012
1,1493,1,5208707,71,-0.049513041973114014,2.2369725704193115,3,2012
1,1494,1,3205309,24,-3.6074769496917725,2.5667343139648438,3,2012
1,1496,1,3205200,142,-1.742840051651001,2.6704261302948,3,2012
1,1497,1,3546405,46,1.7517309188842773,2.01468563079834,3,2012
1,1498,1,3205309,22,5.158706188201904,2.8970329761505127,3,2012
1,1499,1,3552809,333,-3.424924373626709,2.468757152557373,3,2012
1,1500,1,4125704,34,0.9159595966339111,2.4564859867095947,3,2012
1,1502,1,3525904,13,8.696508407592773,3.3392181396484375,4,2012
1,1503,1,4106902,45,-2.7919673919677734,2.0150322914123535,3,2012
1,1504,1,2704302,95,2.8333792686462402,2.665022611618042,3,2012
1,1506,1,4208203,139,0.23955106735229492,1.9848287105560303,3,2012
1,1507,1,5300108,31,-4.976687908172607,2.8096506595611572,3,2012
1,1508,1,4115200,135,-1.2396738529205322,2.4421186447143555,3,2012
1,1509,1,3106200,112,-2.601541519165039,2.432239532470703,3,2012
1,1510,1,4216602,142,-5.248960971832275,2.0684261322021484,3,2012
1,1513,1,2211001,55,-0.4679689407348633,2.2888853549957275,3,2012
1,1514,1,3204906,35,5.311314105987549,2.887359619140625,3,2012
1,1516,1,3556701,28,,,SC,2012
1,1518,1,5300108,18,1.9994983673095703,3.131058692932129,4,2012
1,1519,1,4118501,60,-0.7351415157318115,2.3381872177124023,3,2012
1,1520,1,3550308,0,,,SC,2012
1,1521,1,1501402,30,-5.164968490600586,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1524,1,2927408,0,,,SC,2012
1,1530,3,4209102,189,-1.2533968687057495,2.2174715995788574,3,2012
1,1532,1,3551702,57,1.1231093406677246,2.20041561126709,3,2012
1,1535,1,4119152,14,-3.3247828483581543,1.9742348194122314,3,2012
1,1536,1,4127106,37,3.2515029907226562,2.543529987335205,3,2012
1,1538,1,5300108,194,-2.2109949588775635,2.8544511795043945,3,2012
1,1540,1,1100023,33,2.759974956512451,2.3607964515686035,3,2012
1,1541,1,3550308,36,-0.4732934236526489,2.60036301612854,3,2012
1,1542,1,3300308,35,-10.32462215423584,1.9160077571868896,2,2012
1,1542,1,3306305,59,-3.2725729942321777,2.563955783843994,3,2012
1,1544,2,4205407,81,,2.0961949825286865,3,2012
1,1545,1,3507001,38,-5.047169208526611,1.445971131324768,2,2012
1,1546,1,2108207,47,-4.6984543800354,1.963265299797058,3,2012
1,1552,1,2207702,25,0.383465051651001,2.6932320594787598,3,2012
1,1554,1,3542602,15,6.110517501831055,3.2224252223968506,4,2012
1,1556,1,2304400,182,4.14778995513916,3.4110560417175293,4,2012
1,1557,1,3106200,262,-7.2396745681762695,1.9271849393844604,2,2012
1,1558,1,3136207,37,7.219935894012451,3.642171859741211,4,2012
1,1559,1,3201506,28,7.635571479797363,3.579838275909424,4,2012
1,1559,1,3205002,55,5.429999828338623,3.222250461578369,4,2012
1,1561,1,3552205,77,3.028935670852661,2.7749791145324707,3,2012
1,1562,1,3520442,21,0.3596343994140625,2.600477457046509,3,2012
1,1563,1,2211001,27,6.912065029144287,3.5100033283233643,4,2012
1,1564,1,3306305,108,-5.893720626831055,1.6536122560501099,2,2012
1,1567,1,4107207,20,-7.361080169677734,1.4235095977783203,2,2012
1,1569,1,3503208,12,-3.9600844383239746,2.3167688846588135,3,2012
1,1571,1,2919207,79,7.595747947692871,3.277888059616089,4,2012
1,1572,1,2915601,16,-7.776114463806152,1.0739306211471558,2,2012
1,1573,1,5201405,167,1.7379937171936035,2.4219300746917725,3,2012
1,1574,1,4115804,79,-0.02592015266418457,2.815028667449951,3,2012
1,1575,1,3104007,89,-0.5121711492538452,2.6779897212982178,3,2012
1,1577,1,4113502,36,3.727431058883667,2.58048939704895,3,2012
1,1581,1,3157807,14,5.5590667724609375,3.1071414947509766,4,2012
1,1582,1,2610707,95,-1.2767443656921387,2.536273717880249,3,2012
1,1585,3,4205407,124,-2.1485490798950195,2.404999017715454,3,2012
1,1586,2,3152501,197,-3.4302945137023926,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1587,1,5107958,35,3.3350634574890137,3.2531700134277344,4,2012
1,1590,1,2111300,229,4.198480606079102,2.588247537612915,3,2012
1,1596,1,3205309,10,,,SC,2012
1,1598,1,3170206,45,7.03614616394043,2.982384443283081,4,2012
1,1599,1,3162500,50,-4.460901260375977,1.7927156686782837,2,2012
1,1601,1,3119302,12,3.561274766921997,2.8086657524108887,3,2012
1,1605,1,5006200,20,-2.3739638328552246,,Descredenciada,2012
1,1606,1,5002902,37,,,SC,2012
1,1607,1,4300604,54,2.214315176010132,2.5216143131256104,3,2012
1,1609,1,2202901,22,,,SC,2012
1,1610,1,2211001,33,-5.177289962768555,1.6706966161727905,2,2012
1,1612,2,4127700,38,-2.2980287075042725,2.168762445449829,3,2012
1,1613,1,4111605,23,3.620276927947998,2.9446399211883545,3,2012
1,1614,1,4102109,16,2.5933609008789062,2.124117136001587,3,2012
1,1615,1,4118204,67,2.309499740600586,2.3682780265808105,3,2012
1,1618,3,4202404,63,-1.0083141326904297,2.378723382949829,3,2012
1,1619,1,3533908,31,3.962179660797119,2.599210023880005,3,2012
1,1620,1,3533502,43,-3.1740927696228027,1.832721471786499,2,2012
1,1621,1,3533403,43,-1.5234326124191284,2.2706003189086914,3,2012
1,1622,3,3505302,52,-1.971861481666565,2.1063201427459717,3,2012
1,1624,1,3550100,30,4.578736782073975,3.3126423358917236,4,2012
1,1632,1,4113700,74,-0.33803611993789673,2.5020391941070557,3,2012
1,1634,1,3205002,57,,,SC,2012
1,1639,1,2927408,15,-9.566540718078613,1.6049569845199585,2,2012
1,1640,1,2923803,22,4.0002617835998535,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1641,1,2927408,44,,2.708977460861206,3,2012
1,1642,1,2914802,33,0.9013972878456116,2.6944632530212402,3,2012
1,1643,1,2910800,56,1.3190648555755615,2.285693407058716,3,2012
1,1645,1,2918001,13,1.0547099113464355,2.749417781829834,3,2012
1,1646,1,1716109,0,,,SC,2012
1,1647,1,2304400,26,8.33167839050293,3.1440036296844482,4,2012
1,1653,1,3202306,28,-0.15317505598068237,1.9050871133804321,2,2012
1,1655,1,3167202,68,0.28940117359161377,2.4590888023376465,3,2012
1,1656,1,2211001,0,,,SC,2012
1,1657,1,4107207,31,-0.09673619270324707,2.269939422607422,3,2012
1,1658,1,2304400,43,4.094061851501465,3.132964611053467,4,2012
1,1659,1,3534708,65,-1.487179160118103,2.7513551712036133,3,2012
1,1660,3,5300108,154,1.161825180053711,2.9421000480651855,3,2012
1,1661,1,5300108,109,-4.99614143371582,2.629556894302368,3,2012
1,1662,1,3205309,28,,,SC,2012
1,1663,1,5208707,16,5.569581031799316,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1666,1,3106200,155,-1.194620132446289,2.5633187294006348,3,2012
1,1668,1,3106200,19,-4.348278045654297,2.5703365802764893,3,2012
1,1670,1,3109006,42,-7.515944957733154,2.0736663341522217,3,2012
1,1672,1,1506807,76,-0.5561435222625732,2.4970510005950928,3,2012
1,1675,1,2607901,45,-4.721114158630371,1.5863611698150635,2,2012
1,1676,4,2611606,46,0.07161301374435425,3.0089497566223145,4,2012
1,1677,1,2211001,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1678,1,4128500,26,-4.444446563720703,1.9002642631530762,2,2012
1,1679,1,4104006,32,8.126986503601074,3.0859692096710205,4,2012
1,1680,1,2408003,35,-3.148869752883911,1.739918828010559,2,2012
1,1682,1,3302403,59,-7.357933044433594,1.5468116998672485,2,2012
1,1683,1,2211001,100,-1.8351374864578247,2.3540024757385254,3,2012
1,1689,1,3550308,33,-2.4785609245300293,2.1530606746673584,3,2012
1,1690,1,3551009,232,0.08892083168029785,2.183864116668701,3,2012
1,1692,1,3540705,62,-4.2389445304870605,2.252180814743042,3,2012
1,1693,1,3522109,42,-10.727204322814941,1.1785027980804443,2,2012
1,1694,1,4204608,224,-0.3152844309806824,2.0904579162597656,3,2012
1,1696,1,5206206,27,-3.3249199390411377,1.4402655363082886,2,2012
1,1697,1,2616407,50,1.5508443117141724,3.1223807334899902,4,2012
1,1699,1,1100114,10,2.785773754119873,2.923738718032837,3,2012
1,1700,1,3167202,28,0.555818498134613,2.2040481567382812,3,2012
1,1701,1,3304557,55,-7.66967248916626,1.2756291627883911,2,2012
1,1702,1,1400100,133,-2.972841262817383,2.039707660675049,3,2012
1,1703,1,5218805,60,-0.12101411819458008,2.4353251457214355,3,2012
1,1708,1,2611606,95,-2.4150125980377197,2.001997470855713,3,2012
1,1709,2,2611606,174,-8.883965492248535,1.7740525007247925,2,2012
1,1710,1,5300108,179,0.6147271394729614,3.217449903488159,4,2012
1,1711,1,3541406,136,3.8895158767700195,2.6158623695373535,3,2012
1,1712,1,2211001,31,-10.016523361206055,1.675871729850769,2,2012
1,1714,1,4106902,66,0.8288760185241699,2.3134915828704834,3,2012
1,1715,2,2931350,33,-3.7567241191864014,1.9363346099853516,2,2012
1,1716,1,4108304,123,1.1064555644989014,2.6343538761138916,3,2012
1,1717,1,2105302,62,-2.068728446960449,1.7789268493652344,2,2012
1,1720,2,3106200,92,-0.3574512004852295,2.388761520385742,3,2012
1,1721,1,3171303,14,-0.3435485363006592,2.2540156841278076,3,2012
1,1722,1,1100205,3,6.031574726104736,2.8350727558135986,3,2012
1,1723,1,3547809,102,7.962953090667725,3.5973970890045166,4,2012
1,1724,1,3518206,20,6.145557403564453,2.4357080459594727,3,2012
1,1725,1,3552106,39,0.3005697429180145,2.202357292175293,3,2012
1,1726,1,4119905,159,-3.140238046646118,2.4274144172668457,3,2012
1,1728,1,1100205,85,-3.6747970581054688,2.380052328109741,3,2012
1,1731,1,5107040,56,2.2411937713623047,2.9555399417877197,4,2012
1,1732,1,3536703,30,2.199251174926758,2.611739158630371,3,2012
1,1733,1,4114609,99,-4.063986778259277,1.5388987064361572,2,2012
1,1735,1,2307304,63,0.18122267723083496,2.8948757648468018,3,2012
1,1736,1,3303302,131,-4.852550029754639,2.3854925632476807,3,2012
1,1738,1,1100205,21,2.965644359588623,2.7894206047058105,3,2012
1,1739,1,5300108,0,,,SC,2012
1,1749,1,2604007,23,-2.015775680541992,2.3133230209350586,3,2012
1,1750,1,4106902,49,0.5951766967773438,2.52775502204895,3,2012
1,1756,1,3550308,24,,1.445512294769287,2,2012
1,1758,1,2933307,86,-5.10443115234375,1.8223017454147339,2,2012
1,1759,1,4106902,49,-4.473765850067139,1.9680911302566528,3,2012
1,1765,1,3525706,38,9.142043113708496,3.097311496734619,4,2012
1,1766,1,3201308,40,3.5448620319366455,2.8431873321533203,3,2012
1,1771,1,2611606,25,9.750017166137695,3.403639793395996,4,2012
1,1772,1,2304400,58,-0.7999465465545654,2.140568494796753,3,2012
1,1773,1,4208401,36,3.292055368423462,3.009005546569824,4,2012
1,1774,1,4119905,137,3.3646042346954346,2.9248549938201904,3,2012
1,1775,1,2604106,92,4.520833492279053,2.819523811340332,3,2012
1,1776,1,3525904,25,-6.284127235412598,2.5223851203918457,3,2012
1,1777,1,4206504,110,-1.711105465888977,2.308913230895996,3,2012
1,1779,1,5300108,478,,3.2736856937408447,4,2012
1,1782,1,2927408,0,,,Descredenciada,2012
1,1783,1,4219705,27,-4.822888374328613,1.7967675924301147,2,2012
1,1784,1,3548807,383,-4.250356674194336,2.377300262451172,3,2012
1,1785,1,5103205,19,-0.23112773895263672,1.9782695770263672,3,2012
1,1786,1,3139003,37,3.2903025150299072,2.78353214263916,3,2012
1,1788,1,3526902,37,6.954497337341309,2.9404048919677734,3,2012
1,1789,1,4103701,53,1.0513033866882324,2.2709803581237793,3,2012
1,1797,1,4113700,41,-6.3675856590271,1.1595988273620605,2,2012
1,1798,1,4106407,74,-2.4359827041625977,1.7273573875427246,2,2012
1,1800,1,4121406,32,1.5501556396484375,2.2016496658325195,3,2012
1,1801,1,4128005,19,-5.448266983032227,1.4131525754928589,2,2012
1,1804,1,3529401,117,-1.974205493927002,2.0783097743988037,3,2012
1,1805,1,2607901,311,0.6021265983581543,2.76110577583313,3,2012
1,1806,1,3534401,72,-1.8421027660369873,1.5990939140319824,2,2012
1,1814,1,5103502,34,0.1340932846069336,2.8809876441955566,3,2012
1,1815,1,5201108,39,-10.394827842712402,1.2496055364608765,2,2012
1,1816,1,3506003,54,0.07428652048110962,2.285496950149536,3,2012
1,1817,1,4106902,29,-4.594121932983398,2.0526654720306396,3,2012
1,1818,1,3106200,134,4.855177879333496,2.6274211406707764,3,2012
1,1819,1,2304400,66,0.9121358394622803,3.3047125339508057,4,2012
1,1821,1,5208707,26,-5.139721870422363,1.8757798671722412,2,2012
1,1822,1,5208707,75,-4.843441963195801,2.2717106342315674,3,2012
1,1830,1,4314100,150,-5.4890642166137695,2.469184637069702,3,2012
1,1831,1,3519600,1,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1832,1,3524303,13,0.30374884605407715,2.4371559619903564,3,2012
1,1833,1,3503901,22,-4.298783302307129,1.5433369874954224,2,2012
1,1834,1,3500709,57,1.9952847957611084,2.601536273956299,3,2012
1,1836,1,3549102,73,-3.730501174926758,2.4165616035461426,3,2012
1,1838,1,3550308,96,-3.366537570953369,2.400052070617676,3,2012
1,1840,1,3201506,84,-1.8082016706466675,2.6941628456115723,3,2012
1,1841,1,3541406,72,11.151185035705566,3.692434072494507,4,2012
1,1842,1,4317202,49,-1.3474440574645996,2.1378777027130127,3,2012
1,1843,1,3111200,35,-0.2391432523727417,2.008511543273926,3,2012
1,1846,1,3527108,56,-0.1895430088043213,2.6302337646484375,3,2012
1,1847,1,2105302,73,1.8307456970214844,2.9666755199432373,4,2012
1,1850,1,4115200,11,9.167288780212402,3.7692182064056396,4,2012
1,1851,1,3304557,70,10.292987823486328,4.617293834686279,5,2012
1,1854,1,3543907,83,0.6296212077140808,2.5682058334350586,3,2012
1,1856,1,4101408,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1858,1,2918001,50,-0.6032545566558838,1.9849989414215088,3,2012
1,1860,1,3106200,68,3.075222969055176,2.531419038772583,3,2012
1,1862,1,3204559,42,4.366380214691162,3.0235891342163086,4,2012
1,1863,1,3139607,35,3.8382787704467773,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1864,1,4311809,67,0.5196530818939209,2.2057974338531494,3,2012
1,1866,1,2408102,19,,,SC,2012
1,1867,1,3160702,18,4.630119323730469,2.410334825515747,3,2012
1,1872,1,4106902,107,-2.8408780097961426,2.4586589336395264,3,2012
1,1873,1,3304557,16,,2.85933518409729,3,2012
1,1875,1,3519600,55,4.450661659240723,2.637139081954956,3,2012
1,1878,1,3548708,113,4.850838661193848,3.461895704269409,4,2012
1,1878,1,3550308,125,-5.87343168258667,2.672110080718994,3,2012
1,1879,1,4101804,126,-1.463702917098999,3.2305376529693604,4,2012
1,1880,1,3200607,48,-5.766650676727295,1.7873296737670898,2,2012
1,1881,1,2605202,92,1.7158784866333008,2.463813543319702,3,2012
1,1884,1,3542206,20,1.8335704803466797,2.111727476119995,3,2012
1,1885,1,2111300,47,-0.760202169418335,2.1982624530792236,3,2012
1,1886,1,3531308,56,0.9994825124740601,2.36184024810791,3,2012
1,1892,1,3518800,200,-2.3041889667510986,2.5823771953582764,3,2012
1,1893,1,2910800,0,,,SC,2012
1,1894,1,2607901,15,-4.778683185577393,1.7247178554534912,2,2012
1,1895,1,2304400,56,3.3639583587646484,3.4374165534973145,4,2012
1,1898,1,3541000,55,1.8269450664520264,3.058126211166382,4,2012
1,1899,1,4116901,73,-0.7150702476501465,2.2252206802368164,3,2012
1,1900,1,4106902,42,-2.6181230545043945,2.4418704509735107,3,2012
1,1904,2,3304557,39,-1.036806344985962,2.22784161567688,3,2012
1,1907,1,4105805,29,-2.653686046600342,1.937110424041748,2,2012
1,1910,1,2919207,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1913,1,3143906,49,-0.18106043338775635,2.877840280532837,3,2012
1,1918,1,4203956,107,0.10839629173278809,2.7623214721679688,3,2012
1,1925,1,3143302,116,0.06891882419586182,2.5529842376708984,3,2012
1,1926,1,3115300,18,-5.610166072845459,1.6925097703933716,2,2012
1,1927,1,4128203,50,5.956324577331543,3.5805246829986572,4,2012
1,1928,1,3304557,16,-4.578742980957031,1.9001516103744507,2,2012
1,1931,1,2107506,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1932,1,4316907,22,4.514158248901367,3.0862181186676025,4,2012
1,1933,1,3506508,53,,2.055314302444458,3,2012
1,1934,1,5107909,104,0.7270512580871582,2.4468164443969727,3,2012
1,1936,1,5105259,50,3.292922019958496,2.8422751426696777,3,2012
1,1939,1,4113700,62,,2.2184054851531982,3,2012
1,1940,1,3145208,26,0.7087390422821045,2.5767369270324707,3,2012
1,1941,2,5103403,157,-0.5045361518859863,1.680664300918579,2,2012
1,1943,1,5300108,98,-6.278506278991699,1.3736990690231323,2,2012
1,1945,1,5107925,52,2.130216360092163,2.8575282096862793,3,2012
1,1949,1,3536505,40,1.4474804401397705,2.2634129524230957,3,2012
1,1950,1,3534302,51,4.2724609375,2.757194757461548,3,2012
1,1951,1,5300108,38,,0.8617550134658813,1,2012
1,1952,1,5101803,31,1.7497920989990234,3.359250545501709,4,2012
1,1961,1,3301009,33,-4.015850067138672,1.9991239309310913,3,2012
1,1967,2,2103000,22,,,SC,2012
1,1969,1,4305108,46,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,1970,1,3201209,77,0.7228693962097168,2.250737190246582,3,2012
1,1972,1,3548807,0,,,SC,2012
1,1978,1,2304400,169,2.716792583465576,3.1218581199645996,4,2012
1,1980,1,4211306,46,-0.4781222343444824,2.7303617000579834,3,2012
1,1984,1,3139409,92,3.321556806564331,2.92631459236145,3,2012
1,1986,1,3136702,119,-4.1474809646606445,2.3698208332061768,3,2012
1,1988,1,4202008,74,0.9668548107147217,2.8044917583465576,3,2012
1,1992,1,2607901,21,-5.292121887207031,1.7275452613830566,2,2012
1,1996,2,5103403,47,1.5892479419708252,2.224757432937622,3,2012
1,2009,1,3553708,33,-0.23718595504760742,2.4315662384033203,3,2012
1,2014,1,3167202,52,,,SC,2012
1,2021,1,5300108,216,-2.0119829177856445,1.8532119989395142,2,2012
1,2022,1,1100288,22,3.3631577491760254,2.490194082260132,3,2012
1,2023,1,2911709,32,-2.5370826721191406,2.3137803077697754,3,2012
1,2027,1,2504009,32,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2036,1,1501402,163,-6.010506629943848,1.8769406080245972,2,2012
1,2042,1,2704302,52,0.38460397720336914,2.4380195140838623,3,2012
1,2043,1,2305407,22,4.827451705932617,3.3597099781036377,4,2012
1,2045,1,2800308,56,-0.30990147590637207,2.2267684936523438,3,2012
1,2056,1,3555000,0,,,SC,2012
1,2067,1,2928703,55,-1.683598518371582,2.4924890995025635,3,2012
1,2072,1,1200203,26,-2.119753837585449,1.8488880395889282,2,2012
1,2076,1,2927408,36,-7.216848373413086,2.2338204383850098,3,2012
1,2077,1,4108304,26,0.7479315400123596,2.9734959602355957,4,2012
1,2079,1,1503606,14,-6.520275592803955,1.3336141109466553,2,2012
1,2084,1,4313201,46,4.401966571807861,2.7113258838653564,3,2012
1,2085,1,2927408,15,,2.7036330699920654,3,2012
1,2086,1,4108304,18,,,SC,2012
1,2098,1,2307700,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2102,1,3504206,47,-0.3112218379974365,2.227182626724243,3,2012
1,2113,1,4314902,57,-4.261405944824219,2.4748916625976562,3,2012
1,2117,1,4117909,35,-4.284174919128418,1.894949197769165,2,2012
1,2122,1,2800308,68,-4.282680034637451,2.0589663982391357,3,2012
1,2123,1,3520509,79,-0.7650792598724365,2.570560932159424,3,2012
1,2132,1,1200401,125,-1.1415679454803467,2.4076781272888184,3,2012
1,2135,1,2311306,31,-1.0723638534545898,2.1462178230285645,3,2012
1,2137,2,1718204,25,-7.171521186828613,1.5555933713912964,2,2012
1,2147,1,1302603,260,-0.05657768249511719,2.779376268386841,3,2012
1,2149,1,5002704,31,2.542362689971924,2.853151321411133,3,2012
1,2150,1,2211001,10,4.321126937866211,2.667370319366455,3,2012
1,2168,1,5002704,0,,,SC,2012
1,2171,1,3106200,8,11.483686447143555,3.2193408012390137,4,2012
1,2173,1,3550308,23,-6.142865180969238,1.3947664499282837,2,2012
1,2175,2,4202404,258,,2.1759870052337646,3,2012
1,2177,1,3534401,14,6.293446063995361,3.4347522258758545,4,2012
1,2183,1,3547809,330,0.09261399507522583,2.2130939960479736,3,2012
1,2184,1,4309209,119,2.415053606033325,2.6809401512145996,3,2012
1,2186,1,1302603,74,-8.098177909851074,1.3271470069885254,2,2012
1,2189,1,2111300,53,0.24260342121124268,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2191,1,4314407,133,-3.443859577178955,2.512336254119873,3,2012
1,2194,1,4315602,112,-6.0540771484375,2.093212604522705,3,2012
1,2197,1,3550308,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2198,1,4314902,72,-0.9487116932868958,2.325779438018799,3,2012
1,2200,1,3145059,38,0.94722580909729,2.297323703765869,3,2012
1,2205,1,3555109,23,2.346405506134033,2.6703174114227295,3,2012
1,2206,1,4125506,80,2.0193979740142822,3.1888649463653564,4,2012
1,2222,1,2924009,45,4.274911880493164,2.721557855606079,3,2012
1,2229,1,3163706,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2233,1,3106200,84,2.16304612159729,2.1450552940368652,3,2012
1,2240,1,2304400,0,,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2241,1,3136702,47,5.593936920166016,2.875225305557251,3,2012
1,2242,1,2611606,20,-0.08910250663757324,2.3701555728912354,3,2012
1,2243,1,2507507,17,-3.1687541007995605,2.265399932861328,3,2012
1,2244,1,2704302,6,10.069665908813477,3.1733522415161133,4,2012
1,2248,1,2800308,16,,,SC,2012
1,2256,1,2304400,2,-5.905364990234375,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2257,2,3513801,52,-1.5158593654632568,1.690588116645813,2,2012
1,2266,1,5208004,44,4.660417556762695,2.348062515258789,3,2012
1,2270,1,3125101,47,2.7222321033477783,2.864196538925171,3,2012
1,2271,1,3131307,100,6.73579216003418,3.0549066066741943,4,2012
1,2279,1,3509502,136,-3.487844467163086,2.323700428009033,3,2012
1,2282,1,4103453,43,0.19753360748291016,,Unidade com cursos não reconhecidos até 22/11/2013,2012
1,2288,1,5218805,37,-5.604612350463867,1.5689541101455688,2,2012
