area,ies,municipio,Ncursos,N,idd,cpc,cpcf,ano
5,1436,1302603,1,39,5.511999130249023,1.7023186683654785,2,2013
5,1490,3524709,1,91,10.603862762451172,1.966192603111267,3,2013
5,1559,3201506,1,19,16.868757247924805,3.2030327320098877,4,2013
5,1623,3502101,1,77,10.194698333740234,2.102961301803589,3,2013
5,1657,4107207,1,34,10.221027374267578,1.5110517740249634,2,2013
5,1773,4208401,1,60,11.185831069946289,2.3192193508148193,3,2013
5,1825,3106200,1,81,9.730445861816406,1.9742921590805054,3,2013
5,1836,3549102,1,27,11.34292221069336,2.853996992111206,3,2013
5,1869,3132404,1,35,7.247947692871094,2.0083155632019043,3,2013
5,1883,2919207,1,43,19.26873207092285,3.237091302871704,4,2013
5,1917,1100049,1,22,11.585489273071289,2.555881977081299,3,2013
5,1927,4128203,1,84,16.35022735595703,3.0086288452148438,4,2013
5,2111,2312908,1,12,12.850845336914062,2.8722007274627686,3,2013
5,2123,3520509,1,0,,,SC,2013
5,2564,2510808,1,30,13.78302001953125,3.3288609981536865,4,2013
5,2835,2611606,1,0,,,,2013
5,3188,3157005,1,0,,,,2013
5,3193,4119905,1,44,13.200645446777344,2.4186151027679443,3,2013
5,3205,3171303,1,77,15.58757209777832,2.645275354385376,3,2013
5,3339,4308904,1,0,,,,2013
5,3371,3148004,1,0,,,,2013
5,3610,5300108,1,5,12.053363800048828,2.560229778289795,3,2013
5,3840,4209300,1,19,15.199268341064453,,,2013
5,3849,1702109,1,41,10.704833984375,2.8902130126953125,3,2013
5,3974,5218805,1,40,9.256540298461914,,,2013
5,3983,3126109,1,12,9.522071838378906,1.8858869075775146,2,2013
5,3984,2611101,1,38,12.11789321899414,2.7237398624420166,3,2013
5,4163,4211702,1,0,,,,2013
5,4367,2303709,1,0,,,,2013
5,4396,5213103,1,0,,,,2013
5,4503,2909802,1,22,14.590152740478516,3.326286554336548,4,2013
5,4522,3502804,1,0,,,,2013
5,4780,3170404,1,0,,,,2013
5,4826,3509502,1,50,8.664793014526367,2.0475385189056396,3,2013
5,4846,3140902,1,14,20.07033348083496,,,2013
5,5036,4201307,1,0,,,,2013
5,5036,4204301,1,0,,,,2013
5,5303,5003702,1,46,6.281345367431641,1.4577338695526123,2,2013
5,5322,4322400,1,19,15.862163543701172,3.7545697689056396,4,2013
5,5439,5300108,1,46,7.5868377685546875,2.238480806350708,3,2013
5,5550,5201108,1,159,,,SC,2013
5,5592,3143302,1,28,11.684276580810547,2.651024341583252,3,2013
5,5670,5101803,1,0,,,,2013
5,14248,3170206,1,62,14.876672744750977,2.5057742595672607,3,2013
5,15015,4102406,1,68,12.290889739990234,2.898813486099243,3,2013
5,15121,4121406,1,0,,,,2013
5,15452,3107406,1,35,12.174554824829102,2.1772620677948,3,2013
5,15453,3118304,1,0,,,SC,2013
6,2,5300108,1,36,34.40217971801758,3.9844744205474854,5,2013
6,3,2800308,1,40,27.47736358642578,3.0185208320617676,4,2013
6,3,2803500,1,0,,,,2013
6,4,1302603,1,32,26.44886016845703,3.053997039794922,4,2013
6,5,2211001,1,44,26.245635986328125,3.092651128768921,4,2013
6,9,4113700,1,55,28.250017166137695,3.0151891708374023,4,2013
6,10,4106902,1,88,24.78196907043457,3.0243117809295654,4,2013
6,16,3304557,1,40,22.236122131347656,,,2013
6,17,3170206,1,73,24.870731353759766,3.3293373584747314,4,2013
6,19,3509502,1,47,25.335330963134766,2.8053600788116455,3,2013
6,20,4314100,1,124,27.8453369140625,2.7340691089630127,3,2013
6,21,4314902,1,66,28.467052459716797,3.1703298091888428,4,2013
6,27,3106200,1,42,27.181482315063477,2.222264289855957,3,2013
6,27,3169307,1,58,23.013423919677734,2.1788220405578613,3,2013
6,30,3101607,1,75,25.537567138671875,2.411363124847412,3,2013
6,30,3170701,1,1,,,SC,2013
6,54,3538709,1,84,23.135936737060547,3.170009136199951,4,2013
6,56,3502804,1,96,30.041282653808594,3.769719362258911,4,2013
6,56,3503208,1,73,26.238544464111328,3.3833703994750977,4,2013
6,56,3549904,1,71,27.90066909790039,3.562718152999878,4,2013
6,57,4115200,1,36,26.59625816345215,3.302434206008911,4,2013
6,71,2402006,1,14,39.084381103515625,,,2013
6,76,4202404,1,33,25.259977340698242,2.124894142150879,3,2013
6,79,3511102,1,0,,,SC,2013
6,81,4209102,1,22,30.81880760192871,3.301445722579956,4,2013
6,82,4209003,1,29,32.69647216796875,3.140209197998047,4,2013
6,83,4208203,1,65,27.10798454284668,2.8536298274993896,3,2013
6,124,3503208,1,33,21.421058654785156,2.7793924808502197,3,2013
6,137,3506003,1,65,28.056766510009766,3.434959650039673,4,2013
6,140,3306206,1,29,25.788602828979492,2.4061832427978516,3,2013
6,142,3170206,1,59,28.13595962524414,3.0876035690307617,4,2013
6,143,3170107,1,134,26.744529724121094,2.44199800491333,3,2013
6,146,3549805,1,0,,,SC,2013
6,163,3304557,1,62,23.249862670898438,2.4865882396698,3,2013
6,165,3304557,1,39,26.223140716552734,2.968187093734741,4,2013
6,167,3548708,1,62,22.48271942138672,2.3387372493743896,3,2013
6,208,3543402,1,59,19.016145706176758,2.6222963333129883,3,2013
6,221,3550308,2,70,21.57727813720703,2.6486411094665527,3,2013
6,266,3527108,2,34,20.887502670288086,2.1223673820495605,3,2013
6,271,3541406,1,53,40.11907196044922,4.177761077880859,5,2013
6,275,3549904,1,26,28.25322723388672,2.90840744972229,3,2013
6,295,4316808,1,43,29.126028060913086,2.842982292175293,3,2013
6,298,4113700,1,43,18.539047241210938,2.161609172821045,3,2013
6,316,3550308,1,122,29.436885833740234,3.424053430557251,4,2013
6,319,3515509,1,40,28.28670883178711,2.6906914710998535,3,2013
6,319,3550308,1,75,,,SC,2013
6,322,1302603,1,11,32.31593322753906,3.1935842037200928,4,2013
6,322,3509502,1,12,34.09986877441406,3.767721176147461,4,2013
6,322,3550308,1,21,35.66812515258789,4.092670917510986,5,2013
6,322,3552205,1,13,33.85517120361328,3.622673749923706,4,2013
6,322,5208707,1,55,35.016387939453125,3.785341739654541,4,2013
6,322,5300108,1,27,29.08219337463379,3.221280813217163,4,2013
6,330,3302205,1,39,26.90253257751465,2.9946365356445312,4,2013
6,330,3303500,1,25,26.276058197021484,2.753829002380371,3,2013
6,338,3106200,1,113,19.812458038330078,2.224090099334717,3,2013
6,343,3106200,1,59,22.01263427734375,2.422640562057495,3,2013
6,352,2507507,1,74,21.085355758666992,2.0292067527770996,3,2013
6,355,4106902,1,38,27.666114807128906,2.7888567447662354,3,2013
6,367,3143302,1,61,28.438556671142578,2.7275285720825195,3,2013
6,374,3550308,1,124,21.378433227539062,2.6166677474975586,3,2013
6,375,3550308,1,125,26.187583923339844,2.4321024417877197,3,2013
6,384,5201108,1,151,21.628124237060547,1.89844810962677,2,2013
6,398,2800308,1,55,20.449148178100586,2.3781163692474365,3,2013
6,403,5300108,1,70,28.453397750854492,2.8762409687042236,3,2013
6,409,2601201,1,0,,,,2013
6,409,2611606,1,77,28.625164031982422,3.3842804431915283,4,2013
6,417,3550308,1,43,19.410499572753906,2.324185609817505,3,2013
6,420,3529005,1,46,21.104961395263672,2.8125524520874023,3,2013
6,423,4307005,1,0,,,,2013
6,426,4316907,1,61,28.81275177001953,3.135486364364624,4,2013
6,437,4104808,1,55,23.009424209594727,1.7880187034606934,2,2013
6,437,4108403,1,0,,,,2013
6,437,4128104,1,46,28.59804916381836,2.472865343093872,3,2013
6,449,4303004,1,23,25.306753158569336,2.632711887359619,3,2013
6,449,4304606,1,45,22.327138900756836,2.57550311088562,3,2013
6,449,4321501,1,0,,,SC,2013
6,457,3550308,1,57,14.876167297363281,1.6953176259994507,2,2013
6,458,3550308,1,66,18.84859848022461,2.0217182636260986,3,2013
6,472,3301702,1,62,26.19325065612793,2.6511471271514893,3,2013
6,472,3304557,1,37,20.095266342163086,,,2013
6,480,3305802,1,33,19.26199722290039,1.951418161392212,3,2013
6,481,3518800,1,94,20.31801986694336,1.9696099758148193,3,2013
6,482,4204608,1,0,,,,2013
6,489,3306305,1,52,29.166154861450195,3.42445707321167,4,2013
6,490,3306107,1,29,30.26002311706543,3.4465277194976807,4,2013
6,494,4218707,1,65,28.56097984313965,2.6757984161376953,3,2013
6,496,3516200,1,42,27.4415340423584,2.9124348163604736,3,2013
6,513,3127701,1,127,21.934415817260742,1.4749228954315186,2,2013
6,521,3530607,1,0,,,SC,2013
6,526,3530607,1,28,27.795352935791016,2.9841110706329346,4,2013
6,534,2927408,1,96,23.052486419677734,2.6402480602264404,3,2013
6,547,3304557,1,30,17.40479850769043,2.1522488594055176,3,2013
6,548,2111300,1,64,24.322980880737305,2.725680112838745,3,2013
6,550,2501005,1,0,,,,2013
6,550,2504009,1,49,28.43753433227539,2.923963785171509,3,2013
6,555,2304400,1,108,22.827836990356445,2.547175168991089,3,2013
6,569,1501402,1,72,23.605012893676758,2.69578218460083,3,2013
6,570,2408102,1,68,29.8017578125,3.495438575744629,4,2013
6,571,4106902,1,36,24.666372299194336,3.046783447265625,4,2013
6,572,3303302,1,74,11.381940841674805,1.841620683670044,2,2013
6,572,3303401,1,112,13.875022888183594,1.9953545331954956,3,2013
6,573,3205309,1,71,31.649742126464844,3.353513479232788,4,2013
6,575,3106200,1,139,19.79298210144043,2.678213596343994,3,2013
6,576,3136702,1,82,26.695802688598633,3.300227403640747,4,2013
6,577,2704302,1,51,22.30838394165039,2.630873203277588,3,2013
6,578,2927408,1,54,33.14616394042969,3.2852892875671387,4,2013
6,579,2507507,1,32,28.134716033935547,3.3802990913391113,4,2013
6,580,2611606,1,88,17.726776123046875,2.183624267578125,3,2013
6,581,4314902,1,85,31.056642532348633,3.794515609741211,4,2013
6,582,4316907,1,63,31.094343185424805,3.445953607559204,4,2013
6,583,2304400,1,70,26.998762130737305,3.363856077194214,4,2013
6,583,2312908,1,37,32.52067565917969,3.8448128700256348,4,2013
6,584,5208707,1,58,26.238744735717773,3.339308738708496,4,2013
6,585,4205407,1,106,31.357967376708984,3.326918363571167,4,2013
6,586,3304557,1,32,26.04592514038086,3.25246000289917,4,2013
6,595,3101607,1,49,20.86534309387207,2.6619672775268555,3,2013
6,596,3121605,1,27,28.01180076599121,3.0777587890625,4,2013
6,609,4104808,1,40,28.675172805786133,3.1999778747558594,4,2013
6,621,2704302,1,102,23.406301498413086,2.256894111633301,3,2013
6,634,4314407,1,91,25.80571746826172,3.0289669036865234,4,2013
6,649,4128203,1,0,,,,2013
6,663,3303302,1,46,22.589609146118164,2.1888468265533447,3,2013
6,664,3205200,1,19,23.933481216430664,2.987490653991699,4,2013
6,665,3554102,1,42,16.82298469543457,2.5610506534576416,3,2013
6,666,2910800,1,50,31.537397384643555,3.2783517837524414,4,2013
6,669,1302603,1,29,17.50052261352539,1.9869929552078247,3,2013
6,670,3507605,1,45,28.4600830078125,2.590467691421509,3,2013
6,671,5002704,1,36,31.079349517822266,3.3961567878723145,4,2013
6,673,5003702,1,28,30.3446044921875,3.582890033721924,4,2013
6,688,2918001,1,16,40.96038055419922,,,2013
6,694,5002704,1,33,21.602371215820312,2.5611255168914795,3,2013
6,705,3304557,1,43,21.41083526611328,2.662198305130005,3,2013
6,718,2408102,1,104,24.958852767944336,2.8613808155059814,3,2013
6,730,4119905,1,56,29.739667892456055,3.519134521484375,4,2013
6,743,3303302,1,20,,,SC,2013
6,750,1709500,1,18,14.415653228759766,1.1671631336212158,2,2013
6,756,2207702,1,15,26.714170455932617,2.6186885833740234,3,2013
6,780,5103403,1,74,27.968746185302734,2.3996076583862305,3,2013
6,792,1501402,1,65,24.216297149658203,2.6349072456359863,3,2013
6,794,5108402,1,23,16.293943405151367,2.531147003173828,3,2013
6,823,2111300,1,1,,,SC,2013
6,952,3548500,1,44,21.730802536010742,2.588472843170166,3,2013
6,953,3548500,1,14,25.9813232421875,2.384016275405884,3,2013
6,1042,4106902,1,105,29.57985496520996,3.5933854579925537,4,2013
6,1043,3503307,1,47,23.698423385620117,2.6246676445007324,3,2013
6,1087,1100205,1,25,21.1507568359375,1.6643551588058472,2,2013
6,1113,5300108,1,0,,,,2013
6,1128,3133808,1,95,22.662450790405273,2.336988687515259,3,2013
6,1129,3549805,1,63,16.56026840209961,1.803729772567749,2,2013
6,1139,3106200,1,55,25.199419021606445,2.2969608306884766,3,2013
6,1157,3204609,1,17,21.540082931518555,2.042814016342163,3,2013
6,1189,4209300,1,53,27.078773498535156,2.4483273029327393,3,2013
6,1196,4115200,1,52,29.81727409362793,3.1642143726348877,4,2013
6,1292,3500105,1,40,28.173181533813477,2.843585729598999,3,2013
6,1356,3546603,1,49,30.22028923034668,3.1866295337677,4,2013
6,1379,3205309,1,52,19.258342742919922,2.4452807903289795,3,2013
6,1414,1100205,1,78,23.660642623901367,2.6315219402313232,3,2013
6,1422,1302603,1,105,26.356643676757812,2.3005943298339844,3,2013
6,1427,4305108,1,0,,,,2013
6,1430,4115200,1,42,23.963592529296875,3.0641849040985107,4,2013
6,1461,2927408,1,34,29.731264114379883,2.7311952114105225,3,2013
6,1563,2211001,1,86,16.31711196899414,1.9338059425354004,2,2013
6,1592,1302603,1,49,18.606752395629883,1.3100894689559937,2,2013
6,1600,3143302,1,25,25.032058715820312,2.301602840423584,3,2013
6,1638,1302603,1,51,24.21665382385254,1.9500131607055664,3,2013
6,1709,2611606,1,0,,,,2013
6,1717,2105302,1,44,30.363100051879883,2.1037638187408447,3,2013
6,1734,2211001,1,57,24.493289947509766,2.6595914363861084,3,2013
6,1735,2307304,1,0,,,,2013
6,1758,2933307,1,0,,,,2013
6,1767,5107958,1,19,48.668087005615234,3.9168503284454346,4,2013
6,1883,2919207,1,80,33.27189254760742,3.4306559562683105,4,2013
6,1917,1100049,1,59,27.248090744018555,2.8559131622314453,3,2013
6,1986,3136702,1,28,26.433561325073242,3.066596746444702,4,2013
6,1988,4202008,1,0,,,,2013
6,2076,2927408,1,0,,,SC,2013
6,2132,1200401,1,43,30.832921981811523,3.425967216491699,4,2013
6,2135,2311306,1,50,20.32713508605957,2.263845682144165,3,2013
6,2368,3509502,1,30,38.23051071166992,4.684215068817139,5,2013
6,2383,4314100,1,22,27.270553588867188,,,2013
6,2409,2604106,1,49,27.027095794677734,2.8785979747772217,3,2013
6,2474,2909802,1,0,,,,2013
6,2494,3538006,1,29,29.99800682067871,2.8250069618225098,3,2013
6,2530,3518800,1,0,,,,2013
6,2564,2510808,1,19,22.950101852416992,2.6997029781341553,3,2013
6,2745,1501402,1,0,,,SC,2013
6,2771,2913606,1,0,,,,2013
6,2773,1600303,1,65,25.77752685546875,2.121487617492676,3,2013
6,2835,2611606,1,0,,,,2013
6,2843,3136702,1,38,22.552785873413086,2.726533889770508,3,2013
6,2915,3148004,1,54,21.7679443359375,1.6392464637756348,2,2013
6,3034,2927408,1,0,,,,2013
6,3146,2611606,1,30,18.714914321899414,1.909266471862793,2,2013
6,3151,4204202,1,43,31.393367767333984,2.9876067638397217,4,2013
6,3172,1302603,1,44,27.074432373046875,2.9017858505249023,3,2013
6,3193,4119905,1,32,21.950439453125,1.883769154548645,2,2013
6,3304,2510808,1,62,25.53570556640625,2.2739274501800537,3,2013
6,3372,3138203,1,37,26.71967887878418,2.950040340423584,4,2013
6,3641,3505500,1,58,27.059040069580078,2.8580315113067627,3,2013
6,3869,2111300,1,0,,,,2013
6,4030,3301009,1,58,22.429691314697266,1.97854483127594,3,2013
6,4198,5213103,1,91,21.948062896728516,1.6827194690704346,2,2013
6,4530,2704302,1,0,,,,2013
6,4534,4106902,1,0,,,,2013
6,4849,1702109,1,72,28.32502555847168,2.74596905708313,3,2013
6,5439,5300108,1,71,27.064836502075195,2.746016502380371,3,2013
6,5520,1400100,1,18,30.7069034576416,3.408203363418579,4,2013
6,5544,1718204,1,99,18.692962646484375,1.644395351409912,2,2013
6,11429,4314100,1,38,23.02410888671875,2.3999674320220947,3,2013
6,11860,3152501,1,0,,,SC,2013
6,12847,4108403,1,0,,,,2013
6,14947,1702109,1,0,,,,2013
12,1,5103403,1,42,4.63409423828125,2.2776641845703125,3,2013
12,2,5300108,1,28,15.84713363647461,3.630840301513672,4,2013
12,3,2800308,1,107,4.010501861572266,2.2038371562957764,3,2013
12,3,2803500,1,0,,,,2013
12,4,1302603,1,41,10.254463195800781,2.3773486614227295,3,2013
12,5,2211001,1,36,8.32867431640625,2.521679401397705,3,2013
12,6,3146107,1,67,8.926959991455078,2.943507671356201,3,2013
12,7,3548906,1,38,10.145477294921875,3.0666213035583496,4,2013
12,8,3171303,1,0,,,,2013
12,9,4113700,1,81,15.169597625732422,3.2370269298553467,4,2013
12,10,4106902,1,182,13.262611389160156,2.536336898803711,3,2013
12,10,4113700,1,0,,,,2013
12,12,4315602,1,63,14.3245849609375,3.0986487865448,4,2013
12,13,4305108,2,52,18.242549896240234,3.318030834197998,4,2013
12,16,3304557,1,358,3.4765357971191406,,,2013
12,17,3170206,1,40,17.289459228515625,3.6053435802459717,4,2013
12,18,4314407,1,97,13.581474304199219,2.741507053375244,3,2013
12,19,3509502,1,87,15.207206726074219,2.8522112369537354,3,2013
12,20,4314100,1,63,17.05915069580078,2.9306480884552,3,2013
12,21,4314902,1,77,14.584407806396484,3.2125887870788574,4,2013
12,24,2913606,1,42,5.426723480224609,1.6265727281570435,2,2013
12,27,3106200,1,51,,,,2013
12,29,2304400,1,35,7.863056182861328,2.6155693531036377,3,2013
12,30,3101607,1,132,7.5411376953125,1.7329612970352173,2,2013
12,30,3106200,1,151,8.972450256347656,2.06384539604187,3,2013
12,32,2704302,1,50,4.625160217285156,1.790261149406433,2,2013
12,40,2927408,1,0,,,,2013
12,54,3509502,1,105,13.680625915527344,3.717064619064331,4,2013
12,56,3507506,1,95,12.059165954589844,3.4291605949401855,4,2013
12,57,4115200,1,37,16.082611083984375,3.543776512145996,4,2013
12,71,2408003,1,24,,,,2013
12,76,4202404,1,61,11.615470886230469,2.0945968627929688,3,2013
12,81,4209102,1,36,11.417198181152344,2.5574865341186523,3,2013
12,82,4209003,1,50,8.85708236694336,1.8460772037506104,2,2013
12,83,4208203,1,66,8.018356323242188,1.7822033166885376,2,2013
12,93,3525904,1,69,13.598899841308594,3.2452898025512695,4,2013
12,107,3122306,1,38,3.8666343688964844,1.817771553993225,2,2013
12,124,3503208,1,60,8.395721435546875,2.1054515838623047,3,2013
12,138,3543402,1,57,13.455177307128906,2.892519950866699,3,2013
12,140,3306206,1,169,11.020404815673828,2.3798890113830566,3,2013
12,143,3170107,1,112,12.009040832519531,2.7328011989593506,3,2013
12,149,3549805,1,65,12.774795532226562,2.983031988143921,4,2013
12,163,3304557,1,146,10.77432632446289,2.3734071254730225,3,2013
12,190,3304557,1,194,10.55377197265625,2.321312665939331,3,2013
12,208,3543402,1,128,12.613441467285156,2.9386820793151855,3,2013
12,222,3557105,1,0,,,,2013
12,224,3547809,1,110,19.155776977539062,3.6779065132141113,4,2013
12,226,3548500,1,92,13.878570556640625,2.7043538093566895,3,2013
12,271,3541406,1,312,6.779701232910156,1.9744184017181396,3,2013
12,284,3132404,1,78,9.76186752319336,1.9992637634277344,3,2013
