ies,siglies,orgacad,catadm,curso,area,modalidade,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
1723,0,Faculdade,Privada sem fins lucrativos,1105114,13,Educação Presencial,3547809,28,20,2.88147552,17,0.85,2.433218701,3.218835479,4,2018
574,UFRRJ,Universidade,Pública Federal,1105183,100,Educação Presencial,3305554,44,39,2.097688163,37,0.948717949,-0.469721941,2.8431237,3,2018
13,UCS,Universidade,Privada sem fins lucrativos,1105331,26,Educação Presencial,4305108,34,31,2.742476776,17,0.548387097,1.905899515,3.009622895,4,2018
4503,UFRB,Universidade,Pública Federal,1105377,106,Educação Presencial,2904902,66,58,3.023789478,58,1.0,0.621630752,2.887275787,3,2018
918,0,Centro Universitário,Privada com fins lucrativos,1105802,85,Educação Presencial,4104808,12,11,2.907897702,5,0.454545455,3.845146977,3.250541953,4,2018
1080,FASE,Faculdade,Privada sem fins lucrativos,1105857,86,Educação Presencial,3303906,3,0,,0,0.0,0.0,,SC,2018
14002,FG,Faculdade,Privada com fins lucrativos,1106229,1,Educação Presencial,2611606,38,37,2.543949685,31,0.837837838,-0.515040108,2.366431115,3,2018
1675,UNESJ,Faculdade,Privada sem fins lucrativos,1106271,86,Educação Presencial,2607901,32,29,2.104199744,18,0.620689655,2.073114293,2.404292408,3,2018
4873,ETEP,Faculdade,Privada com fins lucrativos,1106274,1,Educação Presencial,3554102,8,2,3.256963644,1,0.5,0.0,2.54481696,3,2018
3979,,Faculdade,Privada com fins lucrativos,1106313,1,Educação Presencial,3506003,1,0,,0,0.0,0.0,,SC,2018
582,UFSM,Universidade,Pública Federal,1106428,13,Educação Presencial,4313706,41,39,0.890779318,25,0.641025641,0.108613599,2.851012068,3,2018
1675,UNESJ,Faculdade,Privada sem fins lucrativos,1106522,84,Educação Presencial,2607901,5,4,2.71612749,0,0.0,0.0,2.25032998,3,2018
14717,0,Faculdade,Privada com fins lucrativos,1106849,38,Educação Presencial,2604106,26,25,1.803054529,20,0.8,0.035171321,2.871758928,3,2018
416,FASP,Faculdade,Privada com fins lucrativos,1106896,38,Educação Presencial,3550308,75,60,1.119780565,8,0.133333333,0.0,1.86697819,2,2018
298,0,Universidade,Privada com fins lucrativos,1106919,18,Educação Presencial,4113700,95,90,1.536205079,73,0.811111111,0.369930881,2.484555817,3,2018
1805,UNIFG,Centro Universitário,Privada com fins lucrativos,1107126,93,Educação Presencial,2607901,39,29,2.839157437,12,0.413793103,2.605037449,2.996130688,4,2018
3541,FAT,Faculdade,Privada com fins lucrativos,1107184,22,Educação Presencial,4320909,10,10,3.022363646,6,0.6,4.59696189,3.385327068,4,2018
582,UFSM,Universidade,Pública Federal,1107233,38,Educação Presencial,4316907,45,41,3.016647636,36,0.87804878,0.044900084,3.291400621,4,2018
518,UDF,Centro Universitário,Privada com fins lucrativos,1107335,18,Educação Presencial,5300108,122,114,1.783070051,80,0.701754386,-0.291324452,2.964878089,4,2018
472,UNIGRANRIO,Universidade,Privada com fins lucrativos,1107377,1,Educação Presencial,3302403,3,3,2.277627639,2,0.666666667,5.641096571,4.069707667,5,2018
376,0,Centro Universitário,Privada com fins lucrativos,1107563,26,Educação Presencial,3550308,56,20,2.239892771,17,0.85,-1.679267721,2.033919027,3,2018
3853,0,Faculdade,Privada com fins lucrativos,1107632,18,Educação Presencial,2408102,161,150,1.263692679,116,0.773333333,-0.411996291,2.606345969,3,2018
1978,FAMETRO,Faculdade,Privada com fins lucrativos,1107685,38,Educação Presencial,2304400,60,42,2.482987766,30,0.714285714,0.502475977,3.557198281,4,2018
574,UFRRJ,Universidade,Pública Federal,1107692,18,Educação Presencial,3305554,42,41,3.541326517,41,1.0,0.074049974,3.38898134,4,2018
14784,0,Faculdade,Privada sem fins lucrativos,1107739,83,Educação Presencial,4106902,25,25,3.356990178,18,0.72,-0.908850103,2.382012332,3,2018
1571,FCS,Faculdade,Privada com fins lucrativos,1107741,38,Educação Presencial,2919207,10,8,2.736982165,3,0.375,3.528533185,3.338689452,4,2018
448,UNIRITTER,Centro Universitário,Privada com fins lucrativos,1107747,18,Educação Presencial,4314902,92,88,2.838406233,65,0.738636364,-0.175260971,2.527481405,3,2018
572,UFF,Universidade,Pública Federal,1107861,22,Educação Presencial,3306305,95,76,3.633004032,66,0.868421053,-0.086260578,3.266739171,4,2018
417,UNICID,Universidade,Privada com fins lucrativos,1107862,93,Educação Presencial,3550308,60,52,1.8625792,18,0.346153846,-1.154391865,2.66085072,3,2018
20,UPF,Universidade,Privada sem fins lucrativos,1107869,93,Educação Presencial,4304903,15,13,2.513577676,10,0.769230769,-1.045027559,2.240816643,3,2018
1226,IESACRE,Faculdade,Privada com fins lucrativos,1107900,2,Educação Presencial,1200401,30,29,3.288812955,25,0.862068966,1.561573021,3.392914452,4,2018
13,UCS,Universidade,Privada sem fins lucrativos,1107981,26,Educação Presencial,4302105,35,32,1.834081417,27,0.84375,0.235422064,2.560125586,3,2018
472,UNIGRANRIO,Universidade,Privada com fins lucrativos,1108061,38,Educação Presencial,3302502,1,0,,0,0.0,0.0,,SC,2018
3,UFS,Universidade,Pública Federal,1108064,26,Educação Presencial,2806701,43,34,3.177113719,28,0.823529412,0.50917361,2.884115695,3,2018
1233,0,Centro Universitário,Privada com fins lucrativos,1108073,86,Educação Presencial,5103403,17,3,1.687774001,2,0.666666667,11.63740083,3.008238429,4,2018
2564,UFCG,Universidade,Pública Federal,1108087,18,Educação Presencial,2504009,71,68,4.168308177,68,1.0,-0.180915187,3.288284018,4,2018
14858,FFRAMO,Faculdade,Privada com fins lucrativos,1108097,94,Educação Presencial,3516309,6,4,2.10249666,1,0.25,0.0,2.307757612,3,2018
14858,FFRAMO,Faculdade,Privada com fins lucrativos,1108100,87,Educação Presencial,3516309,1,1,,0,0.0,0.0,,SC,2018
398,UNIT,Universidade,Privada com fins lucrativos,1108137,88,Educação Presencial,2800308,48,40,2.716791989,23,0.575,0.417662764,3.010609159,4,2018
1302,FBB,Faculdade,Privada sem fins lucrativos,1108203,88,Educação Presencial,2927408,21,20,0.787210449,9,0.45,-2.767781806,2.236576437,3,2018
14869,0,Faculdade,Privada com fins lucrativos,1108215,84,Educação Presencial,5103403,23,20,2.037204733,14,0.7,-1.681464383,2.645167755,3,2018
338,PUC MINAS,Universidade,Privada sem fins lucrativos,1108247,804,Educação Presencial,3151800,56,50,3.679923257,44,0.88,0.929921548,3.176763171,4,2018
1055,Uninassau Salvador,Centro Universitário,Privada sem fins lucrativos,1108283,18,Educação Presencial,2927408,52,44,1.662620286,30,0.681818182,-1.482207625,2.38964436,3,2018
1403,FAP,Faculdade,Privada com fins lucrativos,1108415,18,Educação Presencial,1100189,33,30,1.84562418,19,0.633333333,0.853781505,3.428100698,4,2018
1910,0,Faculdade,Privada com fins lucrativos,1108441,1,Educação Presencial,2919207,82,70,1.987991324,46,0.657142857,-0.059163623,2.749622184,3,2018
4399,UNIBALSAS,Faculdade,Privada com fins lucrativos,1108531,93,Educação Presencial,2101400,22,20,3.240171655,15,0.75,2.291396544,3.496191813,4,2018
1325,FAP,Faculdade,Privada sem fins lucrativos,1108691,18,Educação Presencial,4101408,44,44,1.552723937,36,0.818181818,-0.564085269,2.074217893,3,2018
14882,FACHORIZONTE,Faculdade,Privada com fins lucrativos,1108928,1,Educação Presencial,5300108,9,3,1.841815805,2,0.666666667,-1.435225446,2.076343919,3,2018
14882,FACHORIZONTE,Faculdade,Privada com fins lucrativos,1108929,22,Educação Presencial,5300108,4,4,0.993308725,2,0.5,1.108647819,2.357325345,3,2018
1478,0,Faculdade,Privada com fins lucrativos,1108955,38,Educação Presencial,3548708,40,26,2.24744192,16,0.615384615,-1.915288771,2.282741122,3,2018
4964,UniFacema,Centro Universitário,Privada com fins lucrativos,1109037,38,Educação Presencial,2103000,44,39,1.922013074,37,0.948717949,-0.142484984,2.849897902,3,2018
2497,0,Centro Universitário,Privada com fins lucrativos,1109122,86,Educação Presencial,2304400,58,53,1.911485636,28,0.528301887,-0.845833777,2.630485648,3,2018
17,UFU,Universidade,Pública Federal,1109223,38,Educação Presencial,3134202,59,58,2.236993713,58,1.0,-0.239515947,3.039612869,4,2018
1302,FBB,Faculdade,Privada sem fins lucrativos,1109518,38,Educação Presencial,2927408,4,0,,0,0.0,0.0,,SC,2018
1452,0,Faculdade,Privada com fins lucrativos,1109522,38,Educação Presencial,2111300,69,59,2.114389927,50,0.847457627,0.023969913,2.546266503,3,2018
2835,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1109599,1,Educação a Distância,2611606,26,17,2.729410162,3,0.176470588,0.0,2.82020541,3,2018
4873,ETEP,Faculdade,Privada com fins lucrativos,1109733,86,Educação Presencial,3554102,4,1,,0,0.0,0.0,,SC,2018
12784,FTEC Novo Hamburgo,Faculdade,Privada com fins lucrativos,1109815,94,Educação Presencial,4313409,3,3,3.449259238,2,0.666666667,3.809586815,3.2358515,4,2018
4429,UNIGRAN CAPITAL,Faculdade,Privada sem fins lucrativos,1109838,18,Educação Presencial,5002704,58,51,2.509753929,40,0.784313725,0.498843346,3.107871407,4,2018
1931,IESF,Faculdade,Privada com fins lucrativos,1110362,1,Educação Presencial,2107506,70,68,2.305536801,53,0.779411765,-0.164053809,2.783043876,3,2018
579,UFPB,Universidade,Pública Federal,1110415,2,Educação Presencial,2507507,123,116,3.333120841,92,0.793103448,0.330104128,3.130083005,4,2018
1949,FACP,Faculdade,Privada com fins lucrativos,1110553,87,Educação Presencial,3536505,4,4,2.371814772,1,0.25,0.0,2.361093541,3,2018
3042,CHRISFAPI,Faculdade,Privada com fins lucrativos,1110588,38,Educação Presencial,2208403,22,18,1.805260172,17,0.944444444,0.019051034,2.968210198,4,2018
14947,FACIT,Faculdade,Privada com fins lucrativos,1110653,1,Educação Presencial,1702109,11,8,1.566899605,4,0.5,-0.44161983,2.232903556,3,2018
150,UNISO,Universidade,Privada sem fins lucrativos,1110712,93,Educação Presencial,3552205,6,5,1.631437296,1,0.2,0.0,2.304372034,3,2018
150,UNISO,Universidade,Privada sem fins lucrativos,1110715,85,Educação Presencial,3552205,1,1,,1,1.0,0.0,,SC,2018
578,UFBA,Universidade,Pública Federal,1110906,18,Educação Presencial,2933307,18,17,3.925403311,17,1.0,-0.110037423,3.177531888,4,2018
1403,FAP,Faculdade,Privada com fins lucrativos,1111368,22,Educação Presencial,1100189,62,60,1.724967131,43,0.716666667,0.143513915,3.166902633,4,2018
4367,FATENE,Faculdade,Privada com fins lucrativos,1111377,1,Educação Presencial,2303709,96,82,2.269531889,58,0.707317073,-0.073783201,2.711886357,3,2018
3164,IFMT,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1111393,67,Educação Presencial,5103403,120,104,1.161285034,84,0.807692308,-0.305621073,2.09988812,3,2018
8,UFV,Universidade,Pública Federal,1111410,22,Educação Presencial,3155504,40,39,2.13725886,39,1.0,-1.119736838,2.393195134,3,2018
14975,FANEB,Faculdade,Privada com fins lucrativos,1111571,1,Educação Presencial,2909208,32,29,1.286430758,23,0.793103448,-0.180033925,2.597472679,3,2018
1185,UNIJORGE,Centro Universitário,Privada com fins lucrativos,1111688,103,Educação Presencial,2927408,11,11,1.641727221,7,0.636363636,-2.880666106,1.827451692,2,2018
437,UNIPAR,Universidade,Privada sem fins lucrativos,1111793,1,Educação Presencial,4105508,55,48,1.625573561,43,0.895833333,-0.710329755,2.389659837,3,2018
3985,SENACSP,Centro Universitário,Privada sem fins lucrativos,1111954,22,Educação Presencial,3550308,77,72,1.951620997,50,0.694444444,-0.156387814,2.423183663,3,2018
694,UFMS,Universidade,Pública Federal,1111970,85,Educação Presencial,5002704,36,29,4.274958873,28,0.965517241,0.767741309,3.509145756,4,2018
4256,FIP-MOC,Faculdade,Privada com fins lucrativos,1111999,1,Educação Presencial,3143302,52,44,1.846479086,34,0.772727273,-0.087164351,2.967164035,4,2018
124,UNIARA,Universidade,Privada sem fins lucrativos,1112026,86,Educação Presencial,3503208,49,44,1.893424454,22,0.5,-2.065667914,2.079415877,3,2018
3985,SENACSP,Centro Universitário,Privada sem fins lucrativos,1112030,81,Educação Presencial,3550308,17,14,2.539927439,12,0.857142857,1.849533052,2.923342461,3,2018
4784,0,Faculdade,Privada sem fins lucrativos,1112060,84,Educação Presencial,2304400,9,9,2.879428653,5,0.555555556,-1.599045961,2.567770281,3,2018
14715,FACPIAGET,Faculdade,Privada sem fins lucrativos,1112473,1,Educação Presencial,3552502,28,22,1.805626224,13,0.590909091,-1.933952189,2.419550267,3,2018
14715,FACPIAGET,Faculdade,Privada sem fins lucrativos,1112475,22,Educação Presencial,3552502,31,31,1.682628522,10,0.322580645,-0.1609601,2.507534092,3,2018
12,FURG,Universidade,Pública Federal,1112986,29,Educação Presencial,4317301,23,23,2.778556464,22,0.956521739,0.736421832,2.761786297,3,2018
14890,FPG,Faculdade,Privada com fins lucrativos,1112995,2,Educação Presencial,3541000,38,37,0.974827616,13,0.351351351,-3.20497004,1.895895215,2,2018
385,UNIFACS,Universidade,Privada com fins lucrativos,1113135,38,Educação a Distância,2928703,193,165,1.052995309,89,0.539393939,-1.637057929,2.387874312,3,2018
385,UNIFACS,Universidade,Privada com fins lucrativos,1113623,88,Educação Presencial,2927408,94,82,2.201571828,53,0.646341463,-0.524588396,3.168555428,4,2018
1921,FSB,Faculdade,Privada sem fins lucrativos,1113624,101,Educação Presencial,3550308,30,26,2.392552404,2,0.076923077,0.0,2.845025719,3,2018
634,UFPEL,Universidade,Pública Federal,1113667,13,Educação Presencial,4314407,23,21,2.198671725,19,0.904761905,-0.090432252,3.003706141,4,2018
586,UFRJ,Universidade,Pública Federal,1114296,100,Educação Presencial,3304557,107,92,3.282426771,87,0.945652174,-0.243355148,3.188732844,4,2018
1043,UNIARARAS,Centro Universitário,Privada sem fins lucrativos,1114523,1,Educação a Distância,3557006,263,219,1.628045991,80,0.365296804,-0.312026109,2.636446824,3,2018
349,UNI-BH,Centro Universitário,Privada com fins lucrativos,1114679,38,Educação Presencial,3106200,28,27,2.280014244,15,0.555555556,0.710082786,2.884861535,3,2018
343,NEWTON PAIVA,Centro Universitário,Privada com fins lucrativos,1114748,1,Educação a Distância,3106200,69,58,3.116330228,17,0.293103448,-1.089149795,2.713991203,3,2018
466,UAM,Universidade,Privada com fins lucrativos,1114765,86,Educação a Distância,4209300,226,146,2.873743434,47,0.321917808,-1.008865287,2.931158913,3,2018
466,UAM,Universidade,Privada com fins lucrativos,1114785,88,Educação a Distância,3550308,39,20,4.113818558,1,0.05,0.0,4.014955243,5,2018
519,UCSAL,Universidade,Privada sem fins lucrativos,1114787,88,Educação Presencial,2927408,6,6,1.674338271,4,0.666666667,-0.763604041,2.02313245,3,2018
519,UCSAL,Universidade,Privada sem fins lucrativos,1114808,86,Educação Presencial,2927408,1,1,,1,1.0,0.0,,SC,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1114863,93,Educação Presencial,4318705,27,23,3.865273657,12,0.52173913,2.72017528,3.381009449,4,2018
10,PUCPR,Universidade,Privada sem fins lucrativos,1114876,22,Educação Presencial,4127700,36,31,2.828449825,26,0.838709677,0.153584,2.734283765,3,2018
10,PUCPR,Universidade,Privada sem fins lucrativos,1114882,93,Educação Presencial,4106902,1,0,,0,0.0,0.0,,SC,2018
10,PUCPR,Universidade,Privada sem fins lucrativos,1114888,94,Educação Presencial,4106902,1,0,,0,0.0,0.0,,SC,2018
1693,FAITA,Faculdade,Privada com fins lucrativos,1114907,94,Educação Presencial,3522109,23,21,2.056214992,14,0.666666667,-0.666911467,2.046637297,3,2018
1519,FADEP,Faculdade,Privada com fins lucrativos,1114971,22,Educação Presencial,4118501,52,48,1.641337817,44,0.916666667,-0.464959546,2.426382079,3,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1115208,1,Educação a Distância,4318705,172,126,2.897833307,37,0.293650794,-0.835051305,3.028781117,4,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1115224,22,Educação a Distância,4305108,97,81,3.468860553,9,0.111111111,0.0,3.533078864,4,2018
1723,0,Faculdade,Privada sem fins lucrativos,1115345,804,Educação Presencial,3547809,15,15,4.445981491,14,0.933333333,3.012818863,3.795214411,4,2018
163,UNESA,Universidade,Privada com fins lucrativos,1115471,22,Educação a Distância,3304557,1661,1181,2.504648749,356,0.301439458,-0.083745219,2.59555917,3,2018
1484,IBMEC,Faculdade,Privada com fins lucrativos,1115865,2,Educação Presencial,3106200,19,18,3.760127469,17,0.944444444,0.99413505,3.669072414,4,2018
23,FEEVALE,Universidade,Privada sem fins lucrativos,1115885,88,Educação Presencial,4313409,20,19,3.54425194,10,0.526315789,1.037238707,2.817459851,3,2018
13,UCS,Universidade,Privada sem fins lucrativos,1115906,86,Educação Presencial,4305108,54,46,2.879396976,23,0.5,1.872738799,3.040506681,4,2018
13,UCS,Universidade,Privada sem fins lucrativos,1115907,85,Educação Presencial,4305108,33,23,2.171376842,6,0.260869565,0.075305131,2.639841391,3,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1116231,26,Educação Presencial,4314902,19,11,3.552710744,7,0.636363636,-0.517794411,3.226941422,4,2018
3,UFS,Universidade,Pública Federal,1116573,100,Educação a Distância,2806701,61,43,2.261180085,14,0.325581395,0.26555966,2.668720131,3,2018
1100,UniDrummond,Centro Universitário,Privada sem fins lucrativos,1116645,94,Educação Presencial,3550308,17,12,2.339193593,4,0.333333333,3.249106344,3.320767999,4,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1116735,86,Educação a Distância,4318705,28,20,2.715708069,8,0.4,-1.06184027,2.855173545,3,2018
494,UNISUL,Universidade,Privada sem fins lucrativos,1116739,85,Educação Presencial,4218707,14,10,2.803360893,4,0.4,5.384326397,3.138906416,4,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1116755,102,Educação a Distância,4314902,32,21,3.734709668,2,0.095238095,0.0,3.692880192,4,2018
163,UNESA,Universidade,Privada com fins lucrativos,1116776,86,Educação a Distância,3304557,1438,1036,2.265708304,336,0.324324324,-0.08526159,2.684904426,3,2018
13,UCS,Universidade,Privada sem fins lucrativos,1116797,87,Educação Presencial,4305108,24,19,2.264369751,5,0.263157895,-0.591059318,2.558916017,3,2018
13,UCS,Universidade,Privada sem fins lucrativos,1116798,93,Educação Presencial,4305108,42,32,2.412302972,14,0.4375,-0.823893402,2.578491905,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,1116842,84,Educação a Distância,3304557,698,495,2.690828904,148,0.298989899,-0.323779904,2.984428885,4,2018
176,UCB,Universidade,Privada sem fins lucrativos,1116853,104,Educação Presencial,3304557,26,20,1.819322516,12,0.6,0.162930272,2.823305298,3,2018
3279,IFSEMG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1116908,1,Educação Presencial,3105608,42,39,3.330370719,33,0.846153846,-0.217599685,2.467888253,3,2018
718,UNP,Universidade,Privada com fins lucrativos,1116947,103,Educação Presencial,2408102,36,18,1.957925233,12,0.666666667,-1.496418646,1.69599099,2,2018
601,IFRS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1116969,85,Educação Presencial,4314902,20,19,3.085337279,13,0.684210526,-0.315764358,2.928671734,3,2018
1418,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,1116983,86,Educação Presencial,3502804,19,18,2.717242391,13,0.722222222,1.600135649,3.131322998,4,2018
4198,FAMP,Faculdade,Privada com fins lucrativos,1117245,18,Educação Presencial,5213103,24,23,1.229131105,17,0.739130435,-0.421997996,2.527728331,3,2018
2793,FACULDADE UBS,Faculdade,Privada com fins lucrativos,1117303,85,Educação Presencial,3550308,4,2,2.124355755,0,0.0,0.0,2.58563285,3,2018
387,UCDB,Universidade,Privada sem fins lucrativos,1117355,85,Educação a Distância,5300108,12,6,1.341916312,3,0.5,-7.51957044,2.059931793,3,2018
1100,UniDrummond,Centro Universitário,Privada sem fins lucrativos,1117367,1,Educação Presencial,3550308,11,8,1.559349665,3,0.375,-2.918581747,2.228265274,3,2018
387,UCDB,Universidade,Privada sem fins lucrativos,1117389,84,Educação a Distância,5208707,7,0,,0,0.0,0.0,,SC,2018
387,UCDB,Universidade,Privada sem fins lucrativos,1117390,94,Educação a Distância,5002704,9,5,0.649848148,2,0.4,-12.28549055,1.492375841,2,2018
4522,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,1117477,18,Educação Presencial,3502804,29,29,1.674545753,18,0.620689655,0.146405453,3.268009254,4,2018
718,UNP,Universidade,Privada com fins lucrativos,1117510,93,Educação Presencial,2408102,68,50,2.238465315,26,0.52,0.146757578,2.544727072,3,2018
1100,UniDrummond,Centro Universitário,Privada sem fins lucrativos,1117512,87,Educação Presencial,3550308,17,17,1.209228011,8,0.470588235,-5.937313051,2.092864183,3,2018
1100,UniDrummond,Centro Universitário,Privada sem fins lucrativos,1117514,22,Educação Presencial,3550308,40,33,1.35569232,13,0.393939394,-2.074637586,2.147941583,3,2018
13,UCS,Universidade,Privada sem fins lucrativos,1117530,84,Educação Presencial,4305108,36,29,2.997934229,12,0.413793103,0.036303274,3.007155687,4,2018
891,0,Faculdade,Privada com fins lucrativos,1117646,86,Educação Presencial,3106200,9,8,3.510319509,7,0.875,2.552449314,2.828857885,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,1117819,29,Educação Presencial,3304557,55,50,1.488039782,37,0.74,-0.756501254,2.161743561,3,2018
2564,UFCG,Universidade,Pública Federal,1117877,38,Educação Presencial,2516201,29,27,3.795812917,27,1.0,0.712653782,3.081526151,4,2018
2774,FAFIBE,Centro Universitário,Privada sem fins lucrativos,1117922,104,Educação Presencial,3506102,31,30,2.763212366,26,0.866666667,0.907003147,3.244168581,4,2018
918,0,Centro Universitário,Privada com fins lucrativos,1118063,88,Educação Presencial,4104808,43,41,4.100651203,19,0.463414634,2.598712509,3.631670966,4,2018
13812,ESAB,Faculdade,Privada com fins lucrativos,1118083,1,Educação a Distância,5300108,56,47,3.671632763,9,0.191489362,0.0,3.173946152,4,2018
316,UNINOVE,Universidade,Privada sem fins lucrativos,1118768,105,Educação Presencial,3550308,8,8,3.374119643,4,0.5,3.692234555,3.44128602,4,2018
316,UNINOVE,Universidade,Privada sem fins lucrativos,1118934,105,Educação Presencial,3550308,17,17,3.732463044,6,0.352941176,6.028502816,3.765951745,4,2018
2844,FSDB,Faculdade,Privada sem fins lucrativos,1118991,22,Educação Presencial,3538709,48,39,1.520817182,24,0.615384615,-1.597256112,2.001664246,3,2018
13620,0,Faculdade,Privada com fins lucrativos,1119026,1,Educação Presencial,4314902,14,13,2.944546266,10,0.769230769,1.720346315,2.925745895,3,2018
176,UCB,Universidade,Privada sem fins lucrativos,1119030,85,Educação Presencial,3304557,20,10,1.267655909,3,0.3,-7.216015057,1.718537282,2,2018
13620,0,Faculdade,Privada com fins lucrativos,1119038,22,Educação Presencial,4314902,12,10,2.394975897,10,1.0,-0.19206578,2.520895422,3,2018
2756,0,Faculdade,Privada com fins lucrativos,1119043,86,Educação Presencial,5221858,49,14,3.683044385,11,0.785714286,4.354505881,2.94793505,4,2018
581,UFRGS,Universidade,Pública Federal,1119202,38,Educação Presencial,4314902,28,23,5.0,21,0.913043478,2.248989322,4.003846907,5,2018
1805,UNIFG,Centro Universitário,Privada com fins lucrativos,1119300,102,Educação Presencial,2607901,9,8,2.026209871,4,0.5,-0.396166532,2.060635183,3,2018
15280,FABEX,Faculdade,Privada com fins lucrativos,1119307,38,Educação Presencial,2507507,61,50,1.902523022,41,0.82,-0.290974739,2.101852645,3,2018
4522,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,1119383,38,Educação Presencial,3502804,15,11,3.794912537,9,0.818181818,5.587927581,4.326539403,5,2018
163,UNESA,Universidade,Privada com fins lucrativos,1119480,93,Educação Presencial,3304557,53,43,2.256531034,6,0.139534884,0.0,2.576894957,3,2018
4522,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,1119533,2,Educação Presencial,3527108,59,58,2.302998081,43,0.74137931,1.525528134,3.608326239,4,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1119932,81,Educação Presencial,4314902,14,14,4.127254557,13,0.928571429,3.226609913,4.15033609,5,2018
3797,FAG,Faculdade,Privada com fins lucrativos,1120026,88,Educação Presencial,4109401,32,28,1.70911803,18,0.642857143,-0.475294807,2.90408913,3,2018
1326,MULTIVIX SERRA,Faculdade,Privada com fins lucrativos,1120297,38,Educação Presencial,3205002,13,10,3.295110789,7,0.7,1.808095939,3.677060675,4,2018
448,UNIRITTER,Centro Universitário,Privada com fins lucrativos,1120315,1,Educação Presencial,4304606,58,51,3.011029925,28,0.549019608,-0.361254825,2.84889193,3,2018
473,FCEACDB,Faculdade,Privada sem fins lucrativos,1120370,86,Educação Presencial,3304201,38,32,3.223730384,11,0.34375,2.488303932,2.931932929,3,2018
5671,0,Centro Universitário,Privada sem fins lucrativos,1120506,1,Educação Presencial,3302205,15,12,2.026114749,6,0.5,-2.137345746,2.448976116,3,2018
780,UNIC/UNIME,Universidade,Privada com fins lucrativos,1120548,38,Educação Presencial,5103403,62,48,1.68834692,36,0.75,-0.335257824,2.519100383,3,2018
1046,UNILAGO,Faculdade,Privada sem fins lucrativos,1120586,88,Educação Presencial,3549805,11,9,1.361721271,6,0.666666667,-4.938249201,1.923993996,2,2018
1965,FAT/AL,Faculdade,Privada sem fins lucrativos,1120587,94,Educação Presencial,2704302,24,22,1.804392986,15,0.681818182,-0.746146718,2.316800604,3,2018
1038,AEMS,Faculdade,Privada sem fins lucrativos,1120588,88,Educação Presencial,5008305,8,5,2.278213589,1,0.2,0.0,3.157314347,4,2018
1326,MULTIVIX SERRA,Faculdade,Privada com fins lucrativos,1120719,22,Educação Presencial,3205002,19,13,4.218625148,10,0.769230769,5.099923286,4.332751401,5,2018
3099,FPB,Faculdade,Privada com fins lucrativos,1120860,84,Educação Presencial,0,12,7,2.386882627,3,0.428571429,-4.967050446,2.694195626,3,2018
1856,FACNOPAR,Faculdade,Privada sem fins lucrativos,1120972,1,Educação Presencial,4101408,13,10,1.653833376,8,0.8,-1.863998255,1.863424033,2,2018
4096,FTEC Porto Alegre,Faculdade,Privada com fins lucrativos,1121189,1,Educação Presencial,4314902,16,16,2.124292372,11,0.6875,-1.689227465,2.101299954,3,2018
14,UNISINOS,Universidade,Privada sem fins lucrativos,1121293,803,Educação Presencial,4314902,10,8,4.433505254,7,0.875,6.815710041,4.387737979,5,2018
1386,ESAMC,Faculdade,Privada com fins lucrativos,1121369,87,Educação Presencial,3509502,62,35,2.51982081,21,0.6,-0.876766919,2.411130332,3,2018
1386,ESAMC,Faculdade,Privada com fins lucrativos,1121370,94,Educação Presencial,3509502,68,24,2.554148484,20,0.833333333,-0.721486049,2.36913876,3,2018
1386,ESAMC,Faculdade,Privada com fins lucrativos,1121371,84,Educação Presencial,3509502,93,40,3.047571514,26,0.65,0.309148329,2.772285441,3,2018
1386,ESAMC,Faculdade,Privada com fins lucrativos,1121373,105,Educação Presencial,3509502,42,19,2.568134987,16,0.842105263,-0.034589365,2.639428288,3,2018
15401,FIPECAFI,Faculdade,Privada sem fins lucrativos,1121485,22,Educação Presencial,3550308,61,59,4.784644022,6,0.101694915,0.0,4.034579047,5,2018
828,FASAMA,Faculdade,Privada com fins lucrativos,1121513,86,Educação Presencial,3163706,16,12,3.24484762,8,0.666666667,2.080820751,2.97540132,4,2018
2408,ESAMC,Faculdade,Privada com fins lucrativos,1121601,102,Educação Presencial,3548500,48,32,1.422323571,22,0.6875,-2.318045948,1.239384854,2,2018
2408,ESAMC,Faculdade,Privada com fins lucrativos,1121603,86,Educação Presencial,3548500,36,17,1.625963892,12,0.705882353,-2.657271186,1.763107908,2,2018
