ies,siglies,orgacad,catadm,curso,area,modalidade,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
1068,FAMA,Faculdade,Privada sem fins lucrativos,19941,1,Educação Presencial,3134400,32,31,3.167435048,25,0.806451613,2.1297966,3.527731252,4,2018
23,FEEVALE,Universidade,Privada sem fins lucrativos,19963,2,Educação Presencial,4313409,265,231,1.852028638,117,0.506493506,0.0225472,2.813554556,3,2018
1313,UNISUZ,Faculdade,Privada com fins lucrativos,19971,22,Educação Presencial,3552502,32,28,2.847834646,11,0.392857143,2.088352275,3.035345672,4,2018
1317,UniFSP,Centro Universitário,Privada com fins lucrativos,19979,1,Educação Presencial,3504503,13,13,3.436638684,11,0.846153846,2.579611973,3.633915891,4,2018
1318,0,Faculdade,Privada com fins lucrativos,19981,1,Educação Presencial,2933307,13,10,3.069670951,9,0.9,2.86262741,3.264692569,4,2018
1327,ESPM - POA,Faculdade,Privada sem fins lucrativos,19992,1,Educação Presencial,4314902,91,79,3.549536957,41,0.518987342,0.021343061,3.240359955,4,2018
1328,FACOTTUR,Faculdade,Privada sem fins lucrativos,19993,29,Educação Presencial,2609600,23,21,1.125471448,11,0.523809524,-3.624823304,1.213669826,2,2018
1334,0,Centro Universitário,Privada com fins lucrativos,19999,1,Educação Presencial,2504009,66,61,2.30623939,52,0.852459016,-0.195987615,3.013751365,4,2018
404,UPIS,Faculdade,Privada sem fins lucrativos,20007,2,Educação Presencial,5300108,210,103,1.613432297,53,0.514563107,-0.256833795,2.085650091,3,2018
142,UNITRI,Centro Universitário,Privada sem fins lucrativos,20012,18,Educação Presencial,3170206,125,122,1.499028257,88,0.721311475,-0.746070933,2.431461267,3,2018
316,UNINOVE,Universidade,Privada sem fins lucrativos,20018,2,Educação Presencial,3550308,359,348,1.626394113,159,0.456896552,0.015874934,3.049996093,4,2018
1049,CESF,Faculdade,Privada sem fins lucrativos,20021,1,Educação Presencial,1302603,71,35,1.812905108,17,0.485714286,-0.748177993,2.751593457,3,2018
1072,FAFI,Faculdade,Privada com fins lucrativos,20022,2,Educação Presencial,5103403,37,15,0.033505047,2,0.133333333,0.0,0.689789255,1,2018
1337,FMD,Faculdade,Privada com fins lucrativos,20023,2,Educação Presencial,4118501,96,80,3.066071032,60,0.75,0.942500126,2.304061097,3,2018
385,UNIFACS,Universidade,Privada com fins lucrativos,20025,2,Educação Presencial,2927408,131,123,3.79635025,109,0.886178862,0.295081722,3.547444731,4,2018
385,UNIFACS,Universidade,Privada com fins lucrativos,20026,13,Educação Presencial,2927408,28,22,2.977057273,17,0.772727273,2.507516384,3.811290357,4,2018
573,UFES,Universidade,Pública Federal,20037,26,Educação Presencial,3205309,77,66,3.131618652,60,0.909090909,-1.071135296,2.695556373,3,2018
80,UNIDAVI,Centro Universitário,Privada sem fins lucrativos,20048,2,Educação Presencial,4214805,109,103,2.78033725,79,0.766990291,0.536190204,3.217949959,4,2018
1153,UCAM,Universidade,Privada sem fins lucrativos,20060,2,Educação Presencial,3301009,52,49,3.206519099,37,0.755102041,0.356151204,2.684803651,3,2018
402,UNICEUB,Centro Universitário,Privada sem fins lucrativos,20066,81,Educação Presencial,5300108,73,47,2.742015225,35,0.744680851,-0.094049236,2.531163705,3,2018
437,UNIPAR,Universidade,Privada sem fins lucrativos,20081,2,Educação Presencial,4104808,57,50,2.130192499,29,0.58,-0.181747284,2.587965246,3,2018
1149,CEUNSP,Centro Universitário,Privada com fins lucrativos,20088,1,Educação Presencial,3545209,53,49,2.908061538,28,0.571428571,0.792829923,3.497273973,4,2018
423,URI,Universidade,Privada sem fins lucrativos,20094,2,Educação Presencial,4317400,87,79,2.015703899,62,0.784810127,0.390967601,2.581852375,3,2018
398,UNIT,Universidade,Privada com fins lucrativos,20111,26,Educação Presencial,2800308,54,50,1.869604472,36,0.72,0.162714288,2.899506202,3,2018
1041,UNIVATES,Universidade,Privada sem fins lucrativos,20113,2,Educação Presencial,4311403,153,147,2.345435673,84,0.571428571,0.298968416,3.155316963,4,2018
1079,CESPAR,Faculdade,Privada sem fins lucrativos,20119,2,Educação Presencial,4115200,127,123,1.842989412,59,0.479674797,-0.768901454,2.387206869,3,2018
796,EDUVALE,Faculdade,Privada com fins lucrativos,20132,1,Educação Presencial,5104807,18,17,2.138354569,16,0.941176471,-0.703942081,2.912608444,3,2018
295,UNISC,Universidade,Privada sem fins lucrativos,20141,22,Educação Presencial,4320701,16,16,2.557458664,16,1.0,3.500174622,3.53156059,4,2018
4962,UNIFEMM,Centro Universitário,Privada sem fins lucrativos,20151,1,Educação Presencial,3167202,70,46,2.821529108,39,0.847826087,0.227596918,3.000355219,4,2018
1344,FBM,Faculdade,Privada com fins lucrativos,20155,1,Educação Presencial,4205407,122,102,2.554469467,32,0.31372549,-0.311820021,2.49768891,3,2018
1345,0,Faculdade,Privada com fins lucrativos,20167,1,Educação Presencial,3534401,56,16,1.911536205,9,0.5625,-2.118749129,1.839529132,2,2018
83,UNIVALI,Universidade,Privada sem fins lucrativos,20180,2,Educação Presencial,4202008,219,192,2.593278697,114,0.59375,-0.198269855,2.843283209,3,2018
83,UNIVALI,Universidade,Privada sem fins lucrativos,20182,2,Educação Presencial,4218004,36,36,2.094625095,23,0.638888889,0.468929578,2.916136483,3,2018
87,UNIFEBE,Centro Universitário,Privada sem fins lucrativos,20227,1,Educação Presencial,4202909,70,52,2.242276527,29,0.557692308,0.569558058,3.087719795,4,2018
1355,FIJ,Faculdade,Privada sem fins lucrativos,20253,1,Educação Presencial,3525300,45,45,2.259203417,33,0.733333333,-0.582834255,2.478791242,3,2018
1355,FIJ,Faculdade,Privada sem fins lucrativos,20254,22,Educação Presencial,3525300,28,27,2.755239637,19,0.703703704,0.586940962,2.491944431,3,2018
1355,FIJ,Faculdade,Privada sem fins lucrativos,20260,2,Educação Presencial,3525300,77,77,2.470079699,48,0.623376623,0.442117087,2.621556234,3,2018
688,UESB,Universidade,Pública Estadual,20264,2,Educação Presencial,2933307,82,79,4.108150118,68,0.860759494,0.294437028,2.968296363,4,2018
688,UESB,Universidade,Pública Estadual,20266,13,Educação Presencial,2933307,34,32,1.23744046,20,0.625,-3.479973426,1.731945343,2,2018
426,UNIFRA,Universidade,Privada sem fins lucrativos,20267,22,Educação Presencial,4316907,48,46,2.123030839,34,0.739130435,-0.429142362,2.561854504,3,2018
426,UNIFRA,Universidade,Privada sem fins lucrativos,20269,2,Educação Presencial,4316907,113,111,3.083174542,90,0.810810811,0.221840284,2.986250266,4,2018
170,FAFEM,Faculdade,Privada sem fins lucrativos,20278,1,Educação Presencial,3530508,15,15,1.01178498,10,0.666666667,-1.947211501,1.535736494,2,2018
482,UNESC,Universidade,Privada sem fins lucrativos,20312,13,Educação Presencial,4204608,31,27,1.035645651,14,0.518518519,-1.255616575,2.267924968,3,2018
482,UNESC,Universidade,Privada sem fins lucrativos,20318,18,Educação Presencial,4204608,99,93,2.437510829,60,0.64516129,0.106269826,2.701759403,3,2018
482,UNESC,Universidade,Privada sem fins lucrativos,20319,67,Educação Presencial,4204608,14,8,0.338138093,5,0.625,-2.772289984,0.900569024,1,2018
1042,UP,Universidade,Privada com fins lucrativos,20322,13,Educação Presencial,4106902,34,23,1.80209689,19,0.826086957,-0.739077191,2.686945148,3,2018
1305,0,Faculdade,Privada com fins lucrativos,20356,1,Educação Presencial,5107909,10,5,1.229943878,3,0.6,-0.09735065,1.86740066,2,2018
213,FECAP,Centro Universitário,Privada sem fins lucrativos,20366,67,Educação Presencial,3550308,44,40,2.951169108,27,0.675,0.63922824,3.318843317,4,2018
1364,FTC,Faculdade,Privada com fins lucrativos,20397,1,Educação Presencial,2933307,22,16,3.671649663,12,0.75,4.113160109,4.008543376,5,2018
1359,MULTIVIX NOVA VENÉCI,Faculdade,Privada com fins lucrativos,20413,22,Educação Presencial,3203908,19,11,4.244312173,10,0.909090909,3.675652732,4.128711155,5,2018
15452,UNA,Centro Universitário,Privada com fins lucrativos,20427,22,Educação Presencial,3107406,60,55,1.8941133,46,0.836363636,-0.467028323,2.777204432,3,2018
1142,FDV,Faculdade,Privada com fins lucrativos,20428,2,Educação Presencial,3205309,189,177,4.972983894,166,0.937853107,0.644710626,3.883188693,4,2018
669,UNINILTONLINS,Universidade,Privada sem fins lucrativos,20432,29,Educação Presencial,1302603,27,21,1.113310603,12,0.571428571,2.538139059,2.843958538,3,2018
669,UNINILTONLINS,Universidade,Privada sem fins lucrativos,20433,2,Educação Presencial,1302603,161,150,1.660640231,92,0.613333333,-0.355951533,2.74107784,3,2018
515,UNIAN-RJ,Centro Universitário,Privada com fins lucrativos,20441,2,Educação Presencial,3303302,145,130,1.429796028,91,0.7,-0.365734329,2.06724353,3,2018
1854,CLARETIANORC,Faculdade,Privada sem fins lucrativos,20443,2,Educação Presencial,3543907,89,84,1.778403469,40,0.476190476,-0.347914215,2.432050356,3,2018
918,0,Centro Universitário,Privada com fins lucrativos,20449,803,Educação Presencial,4104808,11,11,3.854934452,9,0.818181818,3.469798846,3.617728168,4,2018
664,UVV,Universidade,Privada sem fins lucrativos,20450,81,Educação Presencial,3205200,43,40,2.699703869,35,0.875,0.427230958,3.052106522,4,2018
1374,FCSGN,Faculdade,Privada sem fins lucrativos,20473,1,Educação Presencial,5104104,16,16,2.660137186,11,0.6875,2.835609851,3.191974125,4,2018
1375,FCARP,Faculdade,Privada sem fins lucrativos,20474,22,Educação Presencial,5101258,38,37,1.159868293,30,0.810810811,-0.777161161,2.02620512,3,2018
1381,FMF Wyden,Faculdade,Privada com fins lucrativos,20483,1,Educação Presencial,1302603,53,49,2.704663696,40,0.816326531,1.290909976,3.224758252,4,2018
1382,EST,Faculdade,Privada sem fins lucrativos,20484,101,Educação Presencial,4318705,20,19,3.791642378,13,0.684210526,3.062530649,3.630288357,4,2018
1383,FAJOLCA,Faculdade,Privada sem fins lucrativos,20485,22,Educação Presencial,2607208,17,15,1.39188939,9,0.6,-1.277177965,1.917199366,2,2018
1384,FSH,Faculdade,Privada sem fins lucrativos,20486,29,Educação Presencial,2611606,6,6,3.48816283,5,0.833333333,7.460420636,3.65374347,4,2018
1384,FSH,Faculdade,Privada sem fins lucrativos,20487,22,Educação Presencial,2611606,35,35,2.300463629,21,0.6,0.032894246,2.822206121,3,2018
1384,FSH,Faculdade,Privada sem fins lucrativos,20488,1,Educação Presencial,2611606,31,29,2.699928722,17,0.586206897,1.123814853,3.189142423,4,2018
1385,FIPEP,Faculdade,Privada sem fins lucrativos,20495,1,Educação Presencial,3509502,20,19,1.663490605,7,0.368421053,-0.481205548,1.736468105,2,2018
1388,ISES,Faculdade,Privada com fins lucrativos,20500,1,Educação Presencial,3550308,100,92,1.938193544,31,0.336956522,-0.151243363,2.686606108,3,2018
1388,ISES,Faculdade,Privada com fins lucrativos,20501,22,Educação Presencial,3550308,99,89,1.731257471,36,0.404494382,-0.109048752,2.52523147,3,2018
3603,0,Faculdade,Privada com fins lucrativos,20502,1,Educação Presencial,3518800,78,50,2.469361638,32,0.64,0.015161016,2.450671888,3,2018
1394,FCA,Faculdade,Privada com fins lucrativos,20507,1,Educação Presencial,2927408,9,8,1.597115118,2,0.25,0.976525454,3.098080147,4,2018
1395,UNICALDAS,Faculdade,Privada com fins lucrativos,20508,1,Educação Presencial,5204508,21,21,1.837155318,16,0.761904762,0.413409807,2.297317359,3,2018
3193,CESCAGE,Faculdade,Privada com fins lucrativos,20513,2,Educação Presencial,4119905,122,100,2.065448604,67,0.67,0.519042714,2.530577303,3,2018
1400,FAIND/SJP,Faculdade,Privada sem fins lucrativos,20516,1,Educação Presencial,4125506,57,50,2.313510248,29,0.58,-0.919856124,2.749476673,3,2018
1401,FAR,Faculdade,Privada com fins lucrativos,20518,38,Educação Presencial,2211001,35,32,1.452615974,24,0.75,-0.122552521,2.513536007,3,2018
1196,UNICESUMAR,Centro Universitário,Privada com fins lucrativos,20524,1,Educação Presencial,4115200,66,56,2.707953953,42,0.75,0.535761276,3.069131163,4,2018
1196,UNICESUMAR,Centro Universitário,Privada com fins lucrativos,20526,22,Educação Presencial,4115200,41,38,2.621433027,33,0.868421053,0.811494796,2.924322939,3,2018
1196,UNICESUMAR,Centro Universitário,Privada com fins lucrativos,20527,2,Educação Presencial,4115200,324,315,2.648435106,238,0.755555556,0.110453517,3.002932382,4,2018
40,UNEB,Universidade,Pública Estadual,20580,1,Educação Presencial,2928703,76,73,3.350879655,63,0.863013699,0.210735114,2.902918331,3,2018
527,PUC GOIÁS,Universidade,Privada sem fins lucrativos,20596,26,Educação Presencial,5208707,67,49,2.372562073,43,0.87755102,0.024416593,2.391343735,3,2018
527,PUC GOIÁS,Universidade,Privada sem fins lucrativos,20599,81,Educação Presencial,5208707,83,58,2.031782492,51,0.879310345,-1.155365538,2.69449965,3,2018
1404,FAP,Faculdade,Privada com fins lucrativos,20601,1,Educação Presencial,5217104,21,21,1.793985188,11,0.523809524,-3.500906818,2.542128242,3,2018
2576,FIPAG,Faculdade,Privada com fins lucrativos,20602,22,Educação Presencial,3202405,27,21,2.636012092,15,0.714285714,0.377166301,2.739092286,3,2018
1838,FRB,Faculdade,Privada sem fins lucrativos,20606,1,Educação Presencial,3550308,43,25,3.241552076,10,0.4,1.355026976,3.204147549,4,2018
125,UNAR,Centro Universitário,Privada sem fins lucrativos,20612,2,Educação Presencial,3503307,103,81,1.000021337,34,0.419753086,-1.93631953,1.965383811,3,2018
135,CEUCLAR,Centro Universitário,Privada sem fins lucrativos,20620,1,Educação Presencial,3505906,73,68,3.060443043,48,0.705882353,0.420164006,3.074804764,4,2018
138,CBM,Centro Universitário,Privada sem fins lucrativos,20622,38,Educação Presencial,3543402,16,15,2.506604437,11,0.733333333,-1.094607544,2.678709912,3,2018
480,UNIFESO,Centro Universitário,Privada sem fins lucrativos,20627,2,Educação Presencial,3305802,144,134,1.977257975,90,0.671641791,-0.030062198,2.417021684,3,2018
448,UNIRITTER,Centro Universitário,Privada com fins lucrativos,20628,1,Educação Presencial,4314902,101,74,2.700893452,41,0.554054054,0.556595673,2.835873817,3,2018
1411,F2J,Faculdade,Privada sem fins lucrativos,20632,1,Educação Presencial,2927408,30,26,2.064323254,19,0.730769231,-0.731328643,2.387116036,3,2018
1413,CESPRI,Faculdade,Privada sem fins lucrativos,20633,1,Educação Presencial,3544251,19,17,1.527623398,8,0.470588235,-0.694483176,2.265040734,3,2018
1418,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,20642,2,Educação Presencial,3502804,243,212,3.653222323,180,0.849056604,0.513444016,3.402116298,4,2018
1418,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,20648,1,Educação Presencial,3502804,41,40,2.663602328,29,0.725,0.317671536,3.153733007,4,2018
1418,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,20649,22,Educação Presencial,3502804,18,17,2.64177469,13,0.764705882,1.196228156,3.272024505,4,2018
1419,UNICURITIBA,Centro Universitário,Privada com fins lucrativos,20651,2,Educação Presencial,4106902,422,368,2.869776422,292,0.793478261,-0.464927776,2.887425426,3,2018
1419,UNICURITIBA,Centro Universitário,Privada com fins lucrativos,20654,81,Educação Presencial,4106902,108,66,2.631220589,56,0.848484848,0.123949074,2.966568052,4,2018
1419,UNICURITIBA,Centro Universitário,Privada com fins lucrativos,20655,1,Educação Presencial,4106902,25,18,3.450184696,15,0.833333333,1.494763378,3.484982362,4,2018
1422,UNINORTE,Centro Universitário,Privada com fins lucrativos,20675,13,Educação Presencial,1302603,42,40,1.2821507,32,0.8,0.222136774,2.762639921,3,2018
1422,UNINORTE,Centro Universitário,Privada com fins lucrativos,20677,38,Educação Presencial,1302603,67,60,1.600407683,45,0.75,-0.125516368,2.568462188,3,2018
1300,ITES,Faculdade,Privada sem fins lucrativos,20681,22,Educação Presencial,3553708,20,20,0.375056825,10,0.5,-2.303667485,1.307347278,2,2018
1412,0,Faculdade,Privada com fins lucrativos,20688,1,Educação Presencial,3525904,95,47,2.133587129,23,0.489361702,-0.685271235,2.228385218,3,2018
1414,UniSL,Centro Universitário,Privada com fins lucrativos,20698,1,Educação Presencial,1100205,40,29,2.942191759,23,0.793103448,-0.137749241,3.235303292,4,2018
1345,0,Faculdade,Privada com fins lucrativos,20700,804,Educação Presencial,3534401,29,23,2.08384937,17,0.739130435,0.672844397,2.43178943,3,2018
1375,FCARP,Faculdade,Privada sem fins lucrativos,20714,1,Educação Presencial,5101258,17,17,0.864797419,10,0.588235294,-1.530858913,1.69840602,2,2018
1432,FABE,Faculdade,Privada sem fins lucrativos,20727,1,Educação Presencial,3506359,17,16,1.1470384,8,0.5,-5.933571937,1.107278653,2,2018
1434,Ceunit,Centro Universitário,Privada com fins lucrativos,20747,1,Educação Presencial,3522604,44,36,2.723342535,25,0.694444444,-0.077299971,2.625559882,3,2018
1437,ESRC,Faculdade,Privada com fins lucrativos,20750,1,Educação Presencial,3543907,22,8,2.008229974,8,1.0,-0.123555132,2.83752615,3,2018
1438,FACAMP,Faculdade,Privada com fins lucrativos,20751,1,Educação Presencial,3509502,73,65,3.754322623,54,0.830769231,0.163909893,3.061946178,4,2018
1439,FACAMP,Faculdade,Privada com fins lucrativos,20752,13,Educação Presencial,3509502,92,79,2.147844736,34,0.430379747,-0.555872255,2.553278102,3,2018
1440,IAESUP,Faculdade,Privada com fins lucrativos,20755,22,Educação Presencial,5221403,27,17,2.538143201,16,0.941176471,0.777191824,3.057518737,4,2018
1442,0,Faculdade,Privada com fins lucrativos,20757,2,Educação Presencial,5107958,136,103,1.123289033,70,0.67961165,-0.69103874,1.85098985,2,2018
1198,FACET,Faculdade,Privada com fins lucrativos,20759,22,Educação Presencial,4106902,26,26,1.851762051,15,0.576923077,-1.27276125,1.757903042,2,2018
3,UFS,Universidade,Pública Federal,20762,1,Educação Presencial,2806701,198,158,3.973505332,79,0.5,0.664400577,3.146508143,4,2018
3,UFS,Universidade,Pública Federal,20764,13,Educação Presencial,2806701,78,67,1.945199564,48,0.71641791,-0.019764264,2.691841437,3,2018
338,PUC MINAS,Universidade,Privada sem fins lucrativos,20829,1,Educação Presencial,3104205,42,41,2.636305809,32,0.780487805,-0.57162474,3.064070583,4,2018
349,UNI-BH,Centro Universitário,Privada com fins lucrativos,20831,1,Educação Presencial,3106200,96,88,2.35448716,56,0.636363636,-0.53965737,3.036386574,4,2018
349,UNI-BH,Centro Universitário,Privada com fins lucrativos,20832,2,Educação Presencial,3106200,103,96,3.615131349,77,0.802083333,1.427613943,3.387824373,4,2018
1036,UEMG,Universidade,Pública Estadual,20855,18,Educação Presencial,3134202,40,39,0.805324439,31,0.794871795,-0.80718215,2.026347666,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,20907,1,Educação Presencial,3304201,36,35,2.687349792,19,0.542857143,-0.133104623,2.79642171,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,20910,18,Educação Presencial,3301009,72,68,1.570987257,42,0.617647059,-0.21791824,2.612207812,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,20911,2,Educação Presencial,3304201,110,105,2.429780678,67,0.638095238,0.013182744,2.585516093,3,2018
163,UNESA,Universidade,Privada com fins lucrativos,20913,81,Educação Presencial,3304557,50,35,1.173816754,17,0.485714286,-4.423515622,2.161386851,3,2018
514,UBM,Centro Universitário,Privada sem fins lucrativos,20917,22,Educação Presencial,3300407,27,24,2.386737132,20,0.833333333,-0.27006024,2.217606474,3,2018
1153,UCAM,Universidade,Privada sem fins lucrativos,20924,1,Educação Presencial,3303302,59,52,1.809772403,31,0.596153846,-2.584359543,1.686347701,2,2018
1153,UCAM,Universidade,Privada sem fins lucrativos,20925,2,Educação Presencial,3303302,259,238,1.562681211,152,0.638655462,-0.55256447,1.892964011,2,2018
1153,UCAM,Universidade,Privada sem fins lucrativos,20927,22,Educação Presencial,3303302,37,36,1.155795818,18,0.5,-4.011051416,1.295331074,2,2018
12,FURG,Universidade,Pública Federal,20942,2,Educação Presencial,4315602,92,85,3.409444307,80,0.941176471,-0.240794647,3.053997003,4,2018
81,UNIVILLE,Universidade,Privada sem fins lucrativos,20986,2,Educação Presencial,4215802,60,55,1.538298687,40,0.727272727,-0.367788962,1.913254127,2,2018
15032,UNIARP,Universidade,Privada sem fins lucrativos,21023,2,Educação Presencial,4203006,64,60,2.056395083,31,0.516666667,1.758165094,3.577753864,4,2018
441,UNC,Universidade,Privada sem fins lucrativos,21024,2,Educação Presencial,4204301,64,64,1.938092323,43,0.671875,0.489832733,2.735334164,3,2018
441,UNC,Universidade,Privada sem fins lucrativos,21025,2,Educação Presencial,4203808,89,71,1.766779128,33,0.464788732,1.140773258,2.863902276,3,2018
441,UNC,Universidade,Privada sem fins lucrativos,21026,2,Educação Presencial,4210100,88,75,2.407378749,43,0.573333333,-0.069293084,2.577576813,3,2018
441,UNC,Universidade,Privada sem fins lucrativos,21027,2,Educação Presencial,4204806,26,22,1.31049516,14,0.636363636,-0.996190484,2.120960524,3,2018
15032,UNIARP,Universidade,Privada sem fins lucrativos,21030,18,Educação Presencial,4203006,17,17,1.894759913,7,0.411764706,3.169086024,3.82894825,4,2018
441,UNC,Universidade,Privada sem fins lucrativos,21031,18,Educação Presencial,4210100,57,49,1.325217801,37,0.755102041,-0.976947551,2.328849943,3,2018
1189,UNIPLAC,Universidade,Privada sem fins lucrativos,21050,1,Educação Presencial,4209300,125,110,1.979842226,39,0.354545455,0.387166962,2.503795549,3,2018
1440,IAESUP,Faculdade,Privada com fins lucrativos,21069,1,Educação Presencial,5221403,29,27,1.888935122,18,0.666666667,0.083759209,3.035813882,4,2018
1159,CESV,Faculdade,Privada com fins lucrativos,21079,2,Educação Presencial,3205309,79,75,2.16659569,30,0.4,-0.748930833,1.915527924,2,2018
517,FESL,Faculdade,Privada sem fins lucrativos,21095,2,Educação Presencial,3524303,45,36,3.098815146,26,0.722222222,0.970829017,2.727514148,3,2018
1043,UNIARARAS,Centro Universitário,Privada sem fins lucrativos,21097,18,Educação Presencial,3503307,125,117,2.995342596,94,0.803418803,0.229228396,3.022154102,4,2018
1292,FAI,Centro Universitário,Pública Municipal,21104,13,Educação Presencial,3500105,15,7,0.0,3,0.428571429,-1.932902708,1.617947257,2,2018
663,UNIVERSO,Universidade,Privada sem fins lucrativos,21125,2,Educação Presencial,5208707,561,530,1.36941711,265,0.5,-0.639585955,2.193393493,3,2018
1422,UNINORTE,Centro Universitário,Privada com fins lucrativos,21151,2,Educação Presencial,1302603,447,405,1.537220921,283,0.698765432,-0.078399273,2.553046499,3,2018
1568,DOCTUM,Faculdade,Privada sem fins lucrativos,21153,2,Educação Presencial,3113404,157,153,1.920130894,130,0.849673203,0.056998234,3.090297498,4,2018
1452,0,Faculdade,Privada com fins lucrativos,21222,1,Educação Presencial,2111300,130,72,1.641833705,49,0.680555556,-0.18545235,2.045036514,3,2018
1454,FASNE,Faculdade,Privada sem fins lucrativos,21225,22,Educação Presencial,2611606,9,7,1.709698291,5,0.714285714,-1.884522719,2.141588197,3,2018
1456,FASERT,Faculdade,Privada com fins lucrativos,21229,1,Educação Presencial,3551702,49,15,2.900022763,12,0.8,1.658392545,3.008710569,4,2018
1457,ESTÁCIO EUROPAN,Faculdade,Privada com fins lucrativos,21230,1,Educação Presencial,3513009,70,55,1.395369143,29,0.527272727,-1.553281078,2.142458306,3,2018
3602,UNIBRASIL,Centro Universitário,Privada com fins lucrativos,21233,2,Educação Presencial,4106902,330,261,2.940121748,193,0.739463602,-0.127814135,3.058469949,4,2018
1463,FCGB,Faculdade,Privada com fins lucrativos,21236,1,Educação Presencial,3505708,8,6,2.369092418,5,0.833333333,-0.150718143,2.08543987,3,2018
1465,AFARP,Faculdade,Privada com fins lucrativos,21238,1,Educação Presencial,3543402,23,18,1.970722224,8,0.444444444,0.321807909,2.354176268,3,2018
346,ISCA,Faculdade,Privada sem fins lucrativos,21246,2,Educação Presencial,3526902,70,32,2.82019927,26,0.8125,0.55371012,2.32039591,3,2018
1443,0,Faculdade,Privada com fins lucrativos,21252,2,Educação Presencial,3205309,39,27,0.9693337,6,0.222222222,-3.668827347,1.065281287,2,2018
2774,FAFIBE,Centro Universitário,Privada sem fins lucrativos,21257,22,Educação Presencial,3506102,30,29,2.763178392,21,0.724137931,1.297853591,3.225996387,4,2018
1443,0,Faculdade,Privada com fins lucrativos,21259,1,Educação Presencial,3205309,12,12,1.417576134,7,0.583333333,-5.092819012,1.214734511,2,2018
1151,FANESE,Faculdade,Privada com fins lucrativos,21268,22,Educação Presencial,2800308,41,40,2.601698123,34,0.85,0.546099072,2.915976446,3,2018
793,ESTÁCIO SÃO PAULO,Centro Universitário,Privada com fins lucrativos,21270,2,Educação Presencial,3550308,53,38,1.711115952,17,0.447368421,-0.10582331,2.390475832,3,2018
724,UNIFACEX,Centro Universitário,Privada sem fins lucrativos,21278,22,Educação Presencial,2408102,39,38,3.494592471,35,0.921052632,1.583181195,2.884393354,3,2018
432,FACCAR,Faculdade,Privada sem fins lucrativos,21284,2,Educação Presencial,4122404,51,43,1.467373052,38,0.88372093,-0.729247772,2.023771067,3,2018
2774,FAFIBE,Centro Universitário,Privada sem fins lucrativos,21285,1,Educação Presencial,3506102,63,63,2.539585638,46,0.73015873,0.152938691,3.047944313,4,2018
1472,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,21291,1,Educação Presencial,4207502,85,66,2.423282836,41,0.621212121,0.439501201,3.2535955,4,2018
1472,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,21293,22,Educação Presencial,4207502,32,28,3.377708344,17,0.607142857,3.074519021,3.91312533,4,2018
1469,0,Faculdade,Privada com fins lucrativos,21300,2,Educação Presencial,4205407,192,173,3.180491288,104,0.601156069,0.29251229,2.781787958,3,2018
5591,FICA,Faculdade,Privada com fins lucrativos,21301,1,Educação Presencial,4106902,120,79,2.343493253,52,0.658227848,-0.174824232,1.678364,2,2018
736,0,Faculdade,Privada com fins lucrativos,21302,2,Educação Presencial,3203205,84,76,2.223759302,50,0.657894737,0.670748472,2.61868666,3,2018
1185,UNIJORGE,Centro Universitário,Privada com fins lucrativos,21306,81,Educação Presencial,2927408,14,14,3.80990439,13,0.928571429,1.433110071,3.666546957,4,2018
4010,IPA,Centro Universitário,Privada sem fins lucrativos,21309,29,Educação Presencial,4314902,21,17,2.493115848,15,0.882352941,-0.715887196,2.615031247,3,2018
217,UNIFAE,Centro Universitário,Pública Municipal,21336,18,Educação Presencial,3549102,81,75,2.03059399,60,0.8,-0.040228294,3.080547863,4,2018
1854,CLARETIANORC,Faculdade,Privada sem fins lucrativos,21338,1,Educação Presencial,3543907,85,71,3.000032969,54,0.76056338,0.48535243,2.894066755,3,2018
1185,UNIJORGE,Centro Universitário,Privada com fins lucrativos,21339,2,Educação Presencial,2927408,219,205,2.473666678,148,0.72195122,-0.118250613,3.204705799,4,2018
1063,DOCTUM,Faculdade,Privada sem fins lucrativos,21459,1,Educação Presencial,3205200,26,26,2.46362354,7,0.269230769,0.603316243,3.218882624,4,2018
1388,ISES,Faculdade,Privada com fins lucrativos,21463,67,Educação Presencial,3550308,38,32,1.774391968,13,0.40625,0.041500094,2.771305661,3,2018
1319,FATEC,Faculdade,Privada com fins lucrativos,21480,1,Educação Presencial,3147006,14,12,2.568063041,10,0.833333333,0.053604853,3.208669652,4,2018
1477,MICHELANGELO,Faculdade,Privada sem fins lucrativos,21498,1,Educação Presencial,5300108,13,6,2.348420038,2,0.333333333,-13.10882327,1.70141199,2,2018
1484,IBMEC,Faculdade,Privada com fins lucrativos,21506,1,Educação Presencial,3106200,93,83,4.608272327,66,0.795180723,0.291439037,3.423300341,4,2018
79,IMES CATANDUVA,Faculdade,Pública Municipal,21511,2,Educação Presencial,3511102,58,57,2.123262389,24,0.421052632,1.119920429,2.835914856,3,2018
