ies,curso,area,municipio,N,fracN,idd,cpc,cpcf,ano
266,6425,6,3527108,,,,,SC,2016
266,116014,6,3527108,55.0,0.6875,-0.284707635641098,2.219883833044489,3,2016
266,6411,19,3538709,22.0,0.8148148059844971,-0.9494484066963196,2.8094625927772543,3,2016
266,72540,23,3538709,8.0,0.7272727489471436,3.221778392791748,3.573279576296267,4,2016
266,6398,28,3538709,21.0,0.5833333134651184,-0.9870120882987976,2.548572468332067,3,2016
266,6397,36,3538709,53.0,0.7260273694992065,-0.05181790143251419,3.00869955277232,4,2016
266,75837,3501,3538709,35.0,0.5147058963775635,-0.313762903213501,2.8735088837168905,3,2016
270,71155,23,3555000,7.0,0.3684210479259491,-0.3639613091945648,2.6353374718778464,3,2016
270,97249,28,3555000,20.0,0.4878048896789551,0.17175081372261047,2.696656563328413,3,2016
271,6497,5,3541406,50.0,0.7936508059501648,0.6228218674659729,3.4899498337894395,4,2016
271,6483,6,3541406,59.0,0.8805969953536987,0.6133829355239868,3.6216441569735927,4,2016
271,6496,12,3541406,230.0,0.7744107842445374,-0.5141541957855225,2.5988996959982726,3,2016
271,6490,17,3541406,39.0,0.7799999713897705,0.756722092628479,3.642980963559026,4,2016
271,6486,19,3541406,14.0,0.6666666865348816,1.515009880065918,3.5746672379959166,4,2016
271,6489,23,3541406,59.0,0.6483516693115234,0.4381575286388397,3.2062739403322116,4,2016
271,20587,27,3541406,4.0,0.6666666865348816,3.419253349304199,3.9457735061041337,5,2016
271,6487,28,3541406,8.0,0.7272727489471436,4.442575931549072,4.222393597800788,5,2016
271,6485,36,3541406,33.0,0.9428571462631226,0.13241955637931824,3.3346455669579913,4,2016
271,6495,51,3541406,3.0,0.75,12.09289264678955,4.4997868292672285,5,2016
271,1156750,55,3541406,13.0,1.0,1.844894289970398,3.9762698260177047,5,2016
271,68099,69,3541406,10.0,0.8333333134651184,-0.6426910161972046,3.219304664821397,4,2016
271,120810,90,3541406,19.0,0.7307692170143127,2.437696695327759,3.547444252604297,4,2016
271,1160204,95,3541406,49.0,0.8032786846160889,-0.1558031588792801,2.9044941877543375,3,2016
271,115438,3501,3541406,48.0,0.52173912525177,0.4264014959335327,3.2134374684580567,4,2016
275,6583,6,3549904,25.0,0.78125,-0.19443517923355103,2.6635355461731924,3,2016
275,18452,23,3549904,4.0,0.4444444477558136,-1.2233295440673828,2.860050828422819,3,2016
275,74928,28,3549904,,,,,SC,2016
275,18453,36,3549904,8.0,0.8888888955116272,0.33160242438316345,3.0969321247521893,4,2016
275,6573,38,3549904,,,,,SC,2016
275,74934,55,3549904,12.0,0.9230769276618958,-0.3026910126209259,3.009180666694969,4,2016
275,306584,3501,3549904,31.0,0.6326530575752258,-0.44325006008148193,2.2609952853903748,3,2016
277,54382,19,3304557,20.0,0.4000000059604645,1.4794642925262451,2.9059257315835034,3,2016
277,1153688,19,3304557,10.0,0.3571428656578064,-0.34354665875434875,2.434096290281642,3,2016
277,54385,23,3304557,29.0,0.3020833432674408,-0.5440240502357483,2.3977874701495496,3,2016
277,1153685,23,3304557,16.0,0.3478260934352875,-0.8492403030395508,2.342138157368365,3,2016
277,54387,28,3304557,27.0,0.4736842215061188,0.3379471004009247,2.686869918678558,3,2016
277,6631,36,3304557,5.0,0.20000000298023224,0.19026318192481995,2.827461359637941,3,2016
277,6623,38,3304557,39.0,0.3333333432674408,0.18554911017417908,2.6388913919381602,3,2016
277,1153683,38,3304557,10.0,0.3571428656578064,0.4194640517234802,2.5778407817836473,3,2016
277,70907,95,3304557,1.0,0.5,,1.8746896669070137,2,2016
277,1153691,95,3304557,10.0,0.3333333432674408,-0.2069782316684723,2.541822932266533,3,2016
277,103950,3501,3304557,18.0,0.1463414579629898,,2.285653697083905,3,2016
277,1185746,3501,3304557,4.0,0.03305784985423088,,1.8203971099477858,2,2016
284,6711,12,3132404,77.0,1.0,-0.8016811609268188,2.241160754106119,3,2016
294,119212,17,4321808,15.0,0.5769230723381042,2.43759822845459,3.3197674189515793,4,2016
294,45559,23,4321808,14.0,0.699999988079071,-0.34561794996261597,2.7339990980127458,3,2016
295,19004,6,4316808,46.0,0.8070175647735596,0.18017569184303284,2.913723775425026,3,2016
295,91399,12,4316808,56.0,0.9655172228813171,0.3868391513824463,3.206918813256591,4,2016
295,38525,19,4316808,23.0,0.7419354915618896,0.6515251994132996,3.2327446685950108,4,2016
295,64474,23,4316808,54.0,0.7200000286102295,0.03840450197458267,2.6443071052114897,3,2016
295,20108,28,4316808,21.0,0.8399999737739563,1.2490293979644775,3.3546825553669737,4,2016
295,19003,36,4316808,41.0,0.8541666865348816,0.17650532722473145,2.8921866194705443,3,2016
295,21709,38,4316808,14.0,0.7368420958518982,0.3867725431919098,2.97759363944016,4,2016
295,111306,95,4316808,5.0,0.625,1.712274432182312,3.2668715427121704,4,2016
295,73500,3501,4316808,16.0,0.47058823704719543,-1.145155429840088,2.4347377995518644,3,2016
296,6807,5,4301602,25.0,0.5208333134651184,-0.7389106750488281,2.2696853133287274,3,2016
296,18514,5,4300406,26.0,0.7878788113594055,-1.6520859003067017,1.5816460780249229,2,2016
296,6806,17,4301602,5.0,0.5,-2.174010753631592,2.402661575544646,3,2016
296,43088,19,4301602,10.0,0.7692307829856873,-1.4797213077545166,2.785249133779388,3,2016
296,6848,23,4301602,11.0,0.9166666865348816,0.2636219561100006,3.069602341031928,4,2016
296,19288,28,4301602,5.0,1.0,-0.9111037850379944,2.9293254524398566,3,2016
296,6817,36,4301602,22.0,0.8148148059844971,-0.6064953804016113,1.8626275641141625,2,2016
296,318511,3501,4300406,13.0,0.7222222089767456,-0.13994218409061432,2.1010137327101437,3,2016
298,18127,5,4101507,22.0,0.8799999952316284,1.4531140327453613,3.57201231406271,4,2016
298,1150518,5,4113700,10.0,0.625,-5.358887672424316,1.560272493482733,2,2016
298,38787,6,4113700,66.0,0.8571428656578064,-0.3654705882072449,2.382338318479978,3,2016
298,1144887,17,4113700,49.0,0.6363636255264282,0.26734659075737,3.022806517085728,4,2016
298,38083,19,4101507,3.0,0.5,2.252474784851074,3.615858317779312,4,2016
298,92699,19,4113700,8.0,0.7272727489471436,-2.7355093955993652,1.8980657953614228,2,2016
298,19223,23,4101507,3.0,0.75,-0.8962165713310242,2.470110359488007,3,2016
298,19586,23,4113700,22.0,0.6470588445663452,0.6966761350631714,2.5272628832478063,3,2016
298,6981,27,4113700,12.0,0.8571428656578064,-0.7881117463111877,2.2249899738449983,3,2016
298,19587,28,4113700,31.0,0.837837815284729,-0.9703235626220703,2.4545281421592366,3,2016
298,19227,36,4113700,45.0,0.849056601524353,0.2195279449224472,2.658601363053246,3,2016
298,97990,38,4113700,2711.0,0.4623912572860718,-0.0567508228123188,2.5033837209811316,3,2016
298,1107815,55,4113700,19.0,0.7599999904632568,1.0708129405975342,3.1737465976522388,4,2016
298,111094,92,4113700,73.0,0.4033149182796478,0.016945436596870422,2.663055304995965,3,2016
298,1114746,92,4113700,,,,,SC,2016
298,89474,3501,4101507,24.0,0.4000000059604645,-0.020519519224762917,3.004184340211236,4,2016
298,89476,3501,4113700,53.0,0.5145630836486816,0.017118072137236595,2.88865271673951,3,2016
307,7105,12,3105608,73.0,0.8588235378265381,-0.02927391603589058,2.5671065447979613,3,2016
308,51339,5,3136702,31.0,0.6888889074325562,-1.0772067308425903,2.0795493799350973,3,2016
308,65924,12,3136702,68.0,0.7010309100151062,-1.871132493019104,1.2350082293064744,2,2016
308,51244,19,3105608,32.0,0.7804877758026123,-0.5361011624336243,2.4070151235753277,3,2016
308,51352,19,3136702,22.0,0.7586206793785095,0.7570245862007141,2.7681811612436715,3,2016
308,59344,23,3105608,27.0,0.6585366129875183,1.944980502128601,2.5921145825377043,3,2016
308,20822,28,3105608,20.0,0.6666666865348816,-0.3717474341392517,2.2741421878652925,3,2016
308,59392,28,3136702,25.0,0.7142857313156128,-1.1206339597702026,1.9655813849914026,3,2016
308,20821,36,3105608,33.0,0.6734693646430969,-0.007935037836432457,2.5385865760793926,3,2016
308,51336,36,3136702,4.0,0.6666666865348816,-0.4770638942718506,2.317593798377795,3,2016
308,71423,55,3136702,14.0,0.875,-2.0611765384674072,1.8404625763000606,2,2016
308,71454,92,3105608,8.0,0.47058823704719543,0.1372976154088974,1.8728726301823055,2,2016
308,64455,3501,3105608,12.0,0.5714285969734192,0.41684243083000183,2.473586220220417,3,2016
316,82227,6,3550308,112.0,0.5436893105506897,0.25706008076667786,3.431160186688042,4,2016
316,82224,12,3550308,79.0,0.7821782231330872,0.40648216009140015,3.804099672122283,4,2016
316,21344,19,3550308,21.0,0.4883720874786377,0.13836868107318878,3.060472437115032,4,2016
316,66275,19,3550308,23.0,0.37704917788505554,0.7663223743438721,3.2444590925732664,4,2016
316,72321,19,3550308,26.0,0.4482758641242981,1.1284340620040894,3.3377016546218217,4,2016
316,112340,19,3550308,32.0,0.395061731338501,0.7458834052085876,3.078539920397303,4,2016
316,19197,23,3550308,50.0,0.41322314739227295,0.3023008406162262,2.8600632883092874,3,2016
316,66288,23,3550308,71.0,0.35323384404182434,-0.20351754128932953,2.8451788863304452,3,2016
316,72319,23,3550308,70.0,0.33175355195999146,-0.15853628516197205,2.867614874792379,3,2016
316,112002,23,3550308,30.0,0.33707866072654724,0.024222660809755325,2.80941411678984,3,2016
316,66256,28,3550308,32.0,0.5614035129547119,-0.8005730509757996,2.9560078021920493,4,2016
316,72329,28,3550308,20.0,0.4444444477558136,1.0372111797332764,3.342287313295474,4,2016
316,120511,28,3550308,19.0,0.5428571701049805,0.43779003620147705,2.957145476362772,4,2016
316,19200,36,3550308,21.0,0.5833333134651184,0.3028539717197418,3.261668895603017,4,2016
316,66270,36,3550308,27.0,0.7714285850524902,0.36299583315849304,3.242903854043693,4,2016
316,72324,36,3550308,16.0,0.5,0.7024953961372375,3.4530943960163416,4,2016
316,112022,36,3550308,15.0,0.5769230723381042,1.0866185426712036,3.3571917090570267,4,2016
316,112058,38,3550308,6.0,0.23999999463558197,-1.2949854135513306,2.616848068256974,3,2016
316,116616,38,3550308,5.0,0.20000000298023224,-2.313615560531616,2.3103719407063776,3,2016
316,116620,38,3550308,23.0,0.29870128631591797,0.47872087359428406,2.958368633938621,4,2016
316,92625,55,3550308,26.0,0.6842105388641357,0.9388442039489746,3.185574623402452,4,2016
316,101804,55,3550308,32.0,0.6530612111091614,0.27496570348739624,2.836060118525721,3,2016
316,101806,55,3550308,5.0,0.7142857313156128,-2.0990657806396484,2.3801816431953746,3,2016
316,111978,55,3550308,4.0,0.6666666865348816,2.9787068367004395,3.4432396454091476,4,2016
316,102208,69,3550308,30.0,0.4285714328289032,-0.4045235812664032,2.821991729325939,3,2016
316,103280,69,3550308,3.0,0.4285714328289032,1.861261010169983,3.0402181778410693,4,2016
316,112031,69,3550308,4.0,0.5714285969734192,-1.4173444509506226,2.8283769443324878,3,2016
316,116456,69,3550308,18.0,0.1463414579629898,,3.3066076489893335,4,2016
316,116478,69,3550308,14.0,0.42424243688583374,-0.5974235534667969,2.3927057952981556,3,2016
316,1349262,92,3550308,6.0,0.30000001192092896,-4.563320636749268,2.1332704611166586,3,2016
316,72379,3501,3550308,12.0,0.0794702023267746,,3.1546369984574296,4,2016
319,7210,5,3515509,22.0,0.7333333492279053,0.06901445239782333,2.586018458440955,3,2016
319,19884,5,3513702,17.0,0.7083333134651184,-0.5222219824790955,2.983911484152145,4,2016
319,7195,6,3550308,86.0,0.40758293867111206,-0.2903369963169098,2.2534505695119647,3,2016
319,68042,6,3515509,41.0,0.6721311211585999,-0.3606014549732208,2.684468985994403,3,2016
319,65114,12,3515509,38.0,0.7916666865348816,0.85051029920578,3.0998242150756017,4,2016
319,106796,17,3515509,57.0,0.6404494643211365,-0.014485614374279976,3.01164570168765,4,2016
319,106809,17,3513702,20.0,0.5405405163764954,-1.33197021484375,2.858614809087718,3,2016
319,7196,19,3550308,32.0,0.42105263471603394,-1.2084085941314697,2.3380672713383985,3,2016
319,21698,23,3550308,23.0,0.3333333432674408,-0.9777740240097046,2.18183743516574,3,2016
319,1205072,28,3550308,5.0,0.4545454680919647,-0.47020840644836426,3.0128665682230062,4,2016
319,18427,36,3550308,8.0,0.6666666865348816,-1.4031941890716553,2.3669008741263817,3,2016
319,97267,38,3550308,22.0,0.2650602459907532,-0.24405336380004883,2.5869768066495533,3,2016
319,1187551,69,3550308,6.0,0.2068965584039688,-1.0320624113082886,2.4063717008006855,3,2016
319,307202,3501,3550308,7.0,0.21875,-4.806963920593262,1.6544294870514755,2,2016
322,7278,5,3550308,37.0,0.6727272868156433,-1.6351951360702515,2.322870813237483,3,2016
322,73400,5,3549904,32.0,0.6808510422706604,0.8358571529388428,3.0407215697929764,4,2016
322,73402,5,3506003,20.0,0.625,1.755523681640625,3.3748107686600237,4,2016
322,100380,5,3509502,23.0,0.8214285969734192,2.62219500541687,3.999885856437274,5,2016
322,7269,6,3550308,16.0,0.8421052694320679,2.398451328277588,4.246529107858111,5,2016
322,18766,6,3509502,15.0,0.8333333134651184,3.4396445751190186,4.274921271719473,5,2016
322,18768,6,3552205,16.0,0.8888888955116272,3.148195266723633,4.068943284308109,5,2016
322,60016,6,5300108,64.0,0.790123462677002,0.17824481427669525,2.57435923788849,3,2016
322,65065,6,1302603,14.0,0.8235294222831726,1.7075839042663574,3.128859310344806,4,2016
322,65869,6,5208707,75.0,0.7425742745399475,-0.0426514558494091,2.8569246765351246,3,2016
322,17283,19,3549805,22.0,0.8799999952316284,0.7996628284454346,2.908063700132733,3,2016
322,18750,19,3509502,12.0,0.52173912525177,1.608361005783081,3.1452368083008424,4,2016
322,18751,19,3543402,18.0,0.8181818127632141,0.2172398418188095,2.8423996822858593,3,2016
322,18752,19,3552205,10.0,0.7142857313156128,5.355395793914795,3.867622654718467,4,2016
322,18753,19,3506003,9.0,0.8999999761581421,2.1251869201660156,3.4504896621717354,4,2016
322,18754,19,3502804,6.0,0.75,4.225455284118652,3.5436537737930784,4,2016
322,19540,19,3550308,4.0,0.4000000059604645,5.1938676834106445,3.8431932285795223,4,2016
322,38771,19,3550308,11.0,0.5789473652839661,2.145372152328491,3.088603583430155,4,2016
322,51400,19,5300108,16.0,0.5925925970077515,2.9749200344085693,3.1205543321376523,4,2016
322,59588,19,3503208,10.0,0.6666666865348816,0.973949670791626,3.381698876808491,4,2016
322,59602,19,3504008,5.0,0.8333333134651184,8.190664291381836,3.878067240232231,4,2016
322,59983,19,3549904,23.0,0.6216216087341309,0.9635115265846252,2.9147460592941057,3,2016
322,60026,19,5208707,25.0,0.7575757503509521,-0.7915186285972595,2.0834677184777055,3,2016
322,60034,19,1302603,14.0,0.8235294222831726,1.9011516571044922,2.7381015706519247,3,2016
322,69819,19,3550308,4.0,0.4444444477558136,8.138688087463379,3.907646082233312,4,2016
322,69855,19,3550308,3.0,0.375,2.894758939743042,3.189900794354333,4,2016
322,73364,19,3547304,3.0,0.5,7.934502124786377,4.5012664918254055,5,2016
322,73386,19,3550308,1.0,1.0,,,SC,2016
322,76387,19,3550308,30.0,0.6382978558540344,1.4685744047164917,3.14671780646463,4,2016
322,76391,19,3550308,9.0,0.3461538553237915,-0.579964816570282,2.394436234867502,3,2016
322,76566,19,3549706,9.0,0.8999999761581421,3.1260287761688232,3.388840713228383,4,2016
322,115468,19,3526902,8.0,0.8888888955116272,2.915687322616577,3.7397317083890416,4,2016
322,115590,19,3548500,10.0,0.5882353186607361,0.1640927791595459,2.8038061974055997,3,2016
322,59510,23,3502804,3.0,0.5,2.008169651031494,3.6756666265662887,4,2016
322,59582,23,3503208,14.0,0.5600000023841858,3.761758327484131,4.042073429501681,5,2016
322,59598,23,3504008,2.0,0.3333333432674408,9.093132019042969,4.080297930048953,5,2016
322,59626,23,3506003,6.0,0.4615384638309479,-0.3505016267299652,2.5701420041444925,3,2016
322,59634,23,3509502,19.0,0.6129032373428345,2.262852191925049,3.3030524497883733,4,2016
322,59638,23,3525904,8.0,0.6666666865348816,1.1902824640274048,2.939005567913072,3,2016
322,59666,23,3543402,6.0,0.5,4.71887731552124,4.055482602048472,5,2016
322,59686,23,3549805,8.0,0.800000011920929,2.278996706008911,3.3712351058853356,4,2016
322,59690,23,3549904,5.0,0.4545454680919647,9.721491813659668,4.255686830232482,5,2016
322,59717,23,3552205,17.0,0.6538461446762085,3.4189696311950684,3.47115570380966,4,2016
322,60014,23,5300108,77.0,0.6754385828971863,0.22465917468070984,2.2054779005616685,3,2016
322,60024,23,5208707,12.0,0.6315789222717285,2.6652612686157227,3.3634355430638636,4,2016
322,60030,23,1302603,58.0,0.6516854166984558,0.4637227952480316,2.29087138537956,3,2016
322,66514,23,3550308,12.0,0.2926829159259796,2.5092177391052246,3.2910252841659964,4,2016
322,73362,23,3547304,8.0,0.5333333611488342,1.8827828168869019,3.2616698257642134,4,2016
322,73370,23,3550308,12.0,0.6000000238418579,2.13993763923645,3.2732108593271714,4,2016
322,73374,23,3550308,5.0,0.5555555820465088,6.969728469848633,3.6196006662344096,4,2016
322,73378,23,3550308,14.0,0.3589743673801422,1.518577218055725,3.001977342617345,4,2016
322,73384,23,3550308,5.0,0.3571428656578064,4.136168956756592,3.6193415549057644,4,2016
322,73390,23,3550308,13.0,0.5199999809265137,3.558929204940796,3.595337827713441,4,2016
322,73406,23,3549706,13.0,0.40625,3.055234909057617,3.223269768805659,4,2016
322,73410,23,3548500,10.0,0.5263158082962036,0.5365566611289978,2.902318617912592,3,2016
322,76381,23,3550308,13.0,0.5909090638160706,2.1203527450561523,3.296510065626026,4,2016
322,76524,23,3526902,4.0,0.3636363744735718,6.343072414398193,3.8101342349859273,4,2016
322,18764,28,3543402,7.0,0.5384615659713745,7.957679271697998,4.313799335920917,5,2016
322,18765,28,3509502,8.0,0.4444444477558136,5.1407470703125,3.6987964426438595,4,2016
322,51415,28,5208707,21.0,0.65625,3.482959032058716,3.218271146496915,4,2016
322,51458,28,5300108,19.0,0.7307692170143127,0.601004958152771,2.862971218384437,3,2016
322,59518,28,3502804,4.0,0.5714285969734192,1.7933151721954346,3.2665466292864913,4,2016
322,59723,28,3552205,9.0,0.75,5.668510437011719,3.5734338427917005,4,2016
322,60036,28,1302603,,,,,SC,2016
322,60685,28,3549904,12.0,0.6315789222717285,2.054229736328125,2.94515869583855,4,2016
322,69859,28,3550308,6.0,0.6000000238418579,6.291350364685059,3.8665743598106483,4,2016
322,73372,28,3550308,3.0,0.75,0.11740612983703613,2.672155678262312,3,2016
322,73380,28,3550308,5.0,0.5,3.786461114883423,3.337666698658746,4,2016
322,73394,28,3550308,9.0,0.6000000238418579,3.327537775039673,3.43710175046902,4,2016
322,73396,28,3504008,7.0,0.7777777910232544,8.188484191894531,4.098891366221918,5,2016
322,73412,28,3548500,5.0,0.4545454680919647,3.100740909576416,3.5607949729932207,4,2016
322,76327,28,3547304,2.0,1.0,-5.4197845458984375,1.9828202732332671,3,2016
322,76397,28,3550308,5.0,0.5,0.5667385458946228,2.7359741630869587,3,2016
322,76473,28,3525904,7.0,0.6363636255264282,1.629767656326294,3.199374469618776,4,2016
322,76580,28,3549805,7.0,0.875,1.2042735815048218,3.0634816813102095,4,2016
322,115456,28,3550308,10.0,0.8333333134651184,3.555248737335205,3.336346393716868,4,2016
322,115536,28,3526902,4.0,0.5714285969734192,9.06556510925293,3.8482330732953423,4,2016
322,5000429,28,3506003,9.0,0.6428571343421936,2.6491732597351074,3.4523229334715912,4,2016
322,5000437,28,3549706,3.0,0.4285714328289032,7.074452877044678,3.933489218099162,4,2016
322,18756,36,3506003,14.0,0.6363636255264282,-0.7303342223167419,2.6485277352232552,3,2016
322,18757,36,3552205,36.0,0.7346938848495483,0.466726690530777,2.900057882036554,3,2016
322,18758,36,3543402,15.0,0.75,1.3852680921554565,3.4420217774746877,4,2016
322,18759,36,3509502,25.0,0.7142857313156128,0.5699655413627625,3.0861353490851213,4,2016
322,18761,36,3549805,36.0,0.8571428656578064,0.17415568232536316,3.0266285532815167,4,2016
322,49015,36,3550308,13.0,0.5909090638160706,2.3334715366363525,3.3590541370074827,4,2016
322,51371,36,3549904,18.0,0.6428571343421936,0.2700987160205841,2.533926579882026,3,2016
322,51386,36,1302603,13.0,0.6842105388641357,-0.7495107054710388,2.4952253989954642,3,2016
322,51407,36,5300108,26.0,0.8965517282485962,0.6640568971633911,3.237165279259465,4,2016
322,51409,36,5208707,12.0,0.800000011920929,2.790889263153076,3.503969945720077,4,2016
322,53011,36,3550308,7.0,0.46666666865348816,2.74076771736145,3.2240390008741966,4,2016
322,59593,36,3503208,11.0,0.523809552192688,0.9538471698760986,3.3512419711972163,4,2016
322,59606,36,3504008,17.0,0.8095238208770752,0.9173237681388855,3.064188598395423,4,2016
322,59644,36,3525904,11.0,0.5,1.5266000032424927,3.31337529410101,4,2016
322,65874,36,3548500,22.0,0.7857142686843872,0.29294681549072266,2.8559496022112305,3,2016
322,66545,36,3547304,8.0,0.6666666865348816,2.599147081375122,3.539549510848477,4,2016
322,69823,36,3550308,13.0,0.6190476417541504,1.284300684928894,3.126066000715639,4,2016
322,69857,36,3550308,10.0,0.5263158082962036,1.933464527130127,3.241797374540659,4,2016
322,73376,36,3550308,10.0,0.5,1.812276840209961,3.3748856269466136,4,2016
322,73388,36,3550308,3.0,0.5,7.359791278839111,3.928407883790128,4,2016
322,73392,36,3550308,24.0,0.5333333611488342,-0.11625830084085464,2.823696054560652,3,2016
322,73404,36,3549706,16.0,0.8888888955116272,-0.23202456533908844,2.38243611394707,3,2016
322,99122,36,3526902,5.0,0.625,-1.7480556964874268,2.6866906365804297,3,2016
322,5000423,36,3502804,5.0,0.8333333134651184,4.2371697425842285,3.9828565920393735,5,2016
322,115756,38,3552205,30.0,0.625,-1.686051607131958,2.1560341235081806,3,2016
322,115786,38,3549805,6.0,0.6666666865348816,3.5074591636657715,3.286581291796072,4,2016
322,121093,38,3550308,579.0,0.3659924268722534,-0.21151220798492432,2.4687327252299918,3,2016
322,123602,38,3504008,13.0,0.6499999761581421,0.38336679339408875,2.779110428509602,3,2016
322,1180765,38,5300108,45.0,0.6521739363670349,-0.30737078189849854,2.0852325122940876,3,2016
322,1180767,38,3550308,13.0,0.4193548262119293,0.8396683931350708,2.7307145104507278,3,2016
322,1180785,38,3543402,10.0,0.6666666865348816,-0.706091046333313,2.835368153232952,3,2016
322,1180788,38,3548500,20.0,0.5263158082962036,-0.3105841875076294,2.3279129320994127,3,2016
322,1180794,38,3549904,26.0,0.6341463327407837,0.006097440607845783,2.471567836734604,3,2016
322,1258867,38,3547304,9.0,0.4285714328289032,0.8606863021850586,2.951910711978654,4,2016
322,1258868,38,3509502,17.0,0.5862069129943848,-0.031122559681534767,2.780755712303514,3,2016
322,1295999,38,3550308,6.0,0.4000000059604645,-2.60037899017334,1.7643847594805366,2,2016
322,5000446,38,1302603,14.0,0.6086956262588501,-1.2576663494110107,2.2110284440981123,3,2016
322,99102,55,3525904,9.0,0.75,1.2395904064178467,2.9994314748723694,4,2016
322,99105,55,3549805,21.0,1.0,1.6386007070541382,3.0162251160327753,4,2016
322,99112,55,3509502,9.0,0.5625,0.2610774040222168,2.577834065696225,3,2016
322,99114,55,3552205,14.0,0.8235294222831726,2.5494160652160645,3.5225719667538873,4,2016
322,99118,55,5300108,24.0,0.8275862336158752,0.8434346318244934,2.794358484657088,3,2016
322,99120,55,1302603,13.0,0.8125,-1.1161388158798218,2.1580873766096,3,2016
322,99148,55,3548500,17.0,0.8095238208770752,2.2692298889160156,3.434018112831839,4,2016
322,105454,55,3506003,3.0,0.75,9.260265350341797,4.323643415802498,5,2016
322,105456,55,5208707,56.0,0.8888888955116272,0.167040154337883,2.6468736122703387,3,2016
322,105458,55,3550308,12.0,0.8571428656578064,2.106891632080078,3.383954928134935,4,2016
322,115599,55,3549904,11.0,0.6875,2.393580675125122,3.4078879162221085,4,2016
322,1155937,55,3550308,8.0,0.8888888955116272,-0.2137300670146942,2.3469392811800525,3,2016
322,1180786,55,3550308,5.0,0.8333333134651184,5.963514804840088,4.10116841367417,5,2016
322,1180792,55,3504008,11.0,0.7333333492279053,-0.4422997534275055,2.3461316312125904,3,2016
322,1180807,55,3543402,27.0,0.8181818127632141,0.2825046181678772,2.918067000998635,3,2016
322,1258824,55,3547304,4.0,1.0,2.0798182487487793,3.5065308366350334,4,2016
322,1258873,55,3549706,9.0,1.0,-0.6268993616104126,2.737718514212157,3,2016
322,5000414,55,3550308,2.0,0.4000000059604645,5.195583343505859,3.649333413137816,4,2016
322,5000416,55,3550308,1.0,0.5,,4.106079437085692,5,2016
322,5000420,55,3550308,10.0,0.7142857313156128,3.026721954345703,3.1992486090291243,4,2016
322,5000422,55,3502804,10.0,0.9090909361839294,2.7648701667785645,3.428413563113472,4,2016
322,5000426,55,3503208,7.0,0.875,1.8015555143356323,3.4705270706192968,4,2016
322,5000432,55,3526902,4.0,1.0,1.2644215822219849,3.2126424781105514,4,2016
322,99136,69,3506003,2.0,0.6666666865348816,14.993338584899902,4.172300195695754,5,2016
322,99142,69,3509502,4.0,0.6666666865348816,10.609668731689453,3.9143990105483835,4,2016
322,99156,69,3549805,4.0,0.4444444477558136,9.252952575683594,3.8431565826597045,4,2016
322,99168,69,1302603,2.0,0.6666666865348816,-3.282036781311035,1.4214827399228294,2,2016
322,99170,69,5300108,15.0,0.6521739363670349,1.4950058460235596,3.0171483545405433,4,2016
322,115754,69,3552205,9.0,0.5625,4.008382797241211,2.6122833542779738,3,2016
322,1180797,69,3550308,3.0,0.25,3.260385274887085,3.1089732377721764,4,2016
322,1258827,69,3549904,1.0,0.3333333432674408,,3.9130975008010864,4,2016
322,5000459,69,3548500,4.0,0.5714285969734192,3.8356029987335205,3.222659861795376,4,2016
322,1286756,90,3550308,,,,2.501913806668777,3,2016
322,1286786,91,3550308,5.0,0.3125,9.55794906616211,3.251216056245379,4,2016
322,1180604,92,3550308,,,,,SC,2016
322,1286857,92,3550308,96.0,0.4423963129520416,-0.43822917342185974,2.2697057591495344,3,2016
322,76321,95,3550308,6.0,0.5,2.225165367126465,3.1005108698737742,4,2016
322,76355,95,3550308,4.0,0.3636363744735718,-5.195509910583496,1.4566043036307899,2,2016
322,76455,95,3550308,33.0,0.6346153616905212,-0.2634716331958771,2.179045878042038,3,2016
322,121906,95,3550308,18.0,0.5142857432365417,-0.14159749448299408,2.327176526540767,3,2016
322,123604,95,3548500,20.0,0.43478259444236755,-0.9221372008323669,2.303792839461707,3,2016
322,1184872,95,3547304,20.0,0.6060606241226196,-0.5572891235351562,2.499112883967564,3,2016
322,1184874,95,3552205,24.0,0.6486486196517944,-0.1277937889099121,2.7931596834660297,3,2016
322,1184875,95,3550308,8.0,0.5,-1.5876353979110718,2.0158226805705266,3,2016
322,1184876,95,3504008,18.0,1.0,-0.10877881944179535,2.7282799084934046,3,2016
322,1184882,95,3550308,15.0,0.44117647409439087,0.748910129070282,2.427059015110622,3,2016
322,1184904,95,3509502,31.0,0.6200000047683716,0.005676962435245514,2.4604402659804707,3,2016
322,1258859,95,5208707,13.0,0.6842105388641357,-2.227025270462036,2.009060527384813,3,2016
322,76380,3501,3550308,17.0,0.44736841320991516,3.6237363815307617,3.6212489572528117,4,2016
322,415466,3501,3526902,6.0,0.6666666865348816,4.023287773132324,3.9155876055455026,4,2016
322,1177725,3501,5208707,10.0,0.7142857313156128,0.6557649970054626,2.4080836120469007,3,2016
322,1178022,3501,3552205,11.0,0.4399999976158142,0.7852546572685242,2.64311211986124,3,2016
322,1258831,3501,3525904,6.0,0.6666666865348816,-1.6031478643417358,2.208413398458327,3,2016
322,1258832,3501,1302603,5.0,0.38461539149284363,3.7352454662323,2.9454943531240434,4,2016
322,5000412,3501,3547304,16.0,0.5714285969734192,1.219042420387268,3.2227018355663026,4,2016
