ies,orgacad,catadm,curso,area,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano,adm
2565,Centro Universitário,Privada,16638,1,3303500,122,114,1.4268418550491333,55.0,0.48245614767074585,-0.6442700624465942,2.0095099724598335,3,2015,priv
2565,Centro Universitário,Privada,18321,1,3300100,45,38,3.2204532623291016,26.0,0.6842105388641357,1.002069115638733,2.637124192899207,3,2015,priv
2566,Faculdade,Privada,66885,1,2609600,11,9,2.006340265274048,7.0,0.7777777910232544,0.03156745433807373,2.672120916249882,3,2015,priv
2568,Faculdade,Privada,54842,1,2932903,14,14,0.10889111459255219,7.0,0.5,-4.811854362487793,1.0119403508680072,2,2015,priv
2571,Faculdade,Privada,117174,1,3302205,23,22,2.8166747093200684,12.0,0.5454545617103577,1.273868203163147,3.433896852850887,4,2015,priv
2572,Faculdade,Privada,54864,1,2906501,22,20,1.2548935413360596,15.0,0.75,-1.1039707660675049,1.7707363496790716,2,2015,priv
2576,Faculdade,Privada,18138,1,3202405,57,55,2.3255553245544434,42.0,0.7636363506317139,0.2155655324459076,2.5782827247539433,3,2015,priv
2579,Faculdade,Privada,97087,1,3147006,20,19,2.540536642074585,11.0,0.5789473652839661,2.8753554821014404,3.602056842762,4,2015,priv
2581,Faculdade,Privada,89518,1,2927408,27,21,1.7014069557189941,14.0,0.6666666865348816,-0.7623128890991211,2.325726594619264,3,2015,priv
2582,Faculdade,Privada,55007,1,4119608,19,19,2.9215571880340576,12.0,0.6315789222717285,3.2093868255615234,3.508054422125272,4,2015,priv
2613,Faculdade,Privada,118828,1,1200401,46,40,1.1798195838928223,21.0,0.5249999761581421,-1.4875012636184692,2.82522278537413,3,2015,priv
2616,Faculdade,Privada,71261,1,3304706,31,28,1.9465731382369995,22.0,0.7857142686843872,-0.8603232502937317,2.551945466185682,3,2015,priv
2620,Faculdade,Privada,87452,1,4101002,28,27,1.763810634613037,20.0,0.7407407164573669,-0.7134693264961243,2.0801111460889414,3,2015,priv
2623,Faculdade,Privada,86426,1,1503606,23,21,1.485596776008606,18.0,0.8571428656578064,-1.2684038877487183,1.4262689703537306,2,2015,priv
2624,Faculdade,Privada,55532,1,4109609,23,21,2.076740264892578,18.0,0.8571428656578064,-0.0161067433655262,2.2826685939061915,3,2015,priv
2629,Faculdade,Privada,98962,1,5105150,9,7,2.5198254585266113,6.0,0.8571428656578064,2.911741018295288,3.6588699491489693,4,2015,priv
2632,Faculdade,Privada,36301,1,2910727,58,49,2.0458261966705322,37.0,0.7551020383834839,-0.3735290467739105,1.8629210722165597,2,2015,priv
2647,Faculdade,Privada,67609,1,4316907,50,46,1.8576890230178833,31.0,0.6739130616188049,-0.7838389277458191,2.177377319113676,3,2015,priv
2656,Faculdade,Privada,90619,1,2611606,51,50,1.7937326431274414,25.0,0.5,-0.18482330441474915,2.4513857096753258,3,2015,priv
2676,Faculdade,Privada,73436,1,1302603,65,52,1.7200037240982056,22.0,0.42307692766189575,0.17291684448719025,2.4843653252761726,3,2015,priv
2687,Faculdade,Privada,67267,1,4316808,99,99,2.7668042182922363,15.0,0.1515151560306549,,2.5079369577968604,3,2015,priv
2688,Faculdade,Privada,82712,1,3524402,17,16,2.1241579055786133,6.0,0.375,0.5252156257629395,2.6846769693080663,3,2015,priv
2703,Faculdade,Privada,90845,1,3118601,99,91,3.1980350017547607,39.0,0.4285714328289032,1.495606780052185,3.0376114957566727,4,2015,priv
2723,Faculdade,Privada,59068,1,2611606,114,105,2.7722411155700684,63.0,0.6000000238418579,0.15678060054779053,2.610090163060924,3,2015,priv
2724,Faculdade,Privada,119538,1,2105302,64,48,2.082087755203247,36.0,0.75,-0.0766150951385498,2.4331040332968192,3,2015,priv
2726,Faculdade,Privada,79650,1,3549904,20,5,1.0409047603607178,4.0,0.800000011920929,-5.09866189956665,1.1058005039055019,2,2015,priv
2741,Faculdade,Privada,81100,1,1702109,127,99,1.449575424194336,56.0,0.5656565427780151,-0.30849215388298035,2.1919504328124355,3,2015,priv
2745,Faculdade,Privada,73502,1,1501402,32,30,1.3464199304580688,18.0,0.6000000238418579,-1.5696367025375366,2.211977584323394,3,2015,priv
2753,Faculdade,Privada,68404,1,2906873,20,20,2.5015220642089844,16.0,0.800000011920929,1.3894237279891968,2.5423489168969002,3,2015,priv
2754,Faculdade,Privada,1050276,1,1100288,37,33,2.1186463832855225,29.0,0.8787878751754761,0.12792670726776123,3.198291764299575,4,2015,priv
2755,Faculdade,Privada,58980,1,4202909,122,72,2.8571486473083496,34.0,0.4722222089767456,1.103355050086975,2.1379150070521926,3,2015,priv
2756,Faculdade,Privada,56022,1,5221858,158,88,0.9709544777870178,40.0,0.4545454680919647,-0.7142824530601501,1.845511934081716,2,2015,priv
2761,Faculdade,Privada,56044,1,2914604,33,28,1.635451078414917,21.0,0.75,-0.4401211142539978,1.8905869358546805,2,2015,priv
2763,Faculdade,Privada,64800,1,3162104,11,11,3.5070762634277344,4.0,0.3636363744735718,4.76438570022583,4.12052288790494,5,2015,priv
2766,Faculdade,Privada,67470,1,4204202,22,22,2.4074578285217285,13.0,0.5909090638160706,1.3890759944915771,3.418793745605016,4,2015,priv
2770,Faculdade,Privada,73911,1,5208707,31,31,2.5634891986846924,26.0,0.8387096524238586,0.559590756893158,3.315739461033921,4,2015,priv
2771,Faculdade,Privada,56058,1,2913606,31,25,1.7991913557052612,13.0,0.5199999809265137,-0.10802619904279709,2.318481094687668,3,2015,priv
2773,Faculdade,Privada,56071,1,1600303,46,28,1.2498263120651245,18.0,0.6428571343421936,0.8614190816879272,2.5891889328483546,3,2015,priv
2774,Centro Universitário,Privada,21285,1,3506102,95,93,2.329883575439453,53.0,0.5698924660682678,0.12058523297309875,2.763920463107501,3,2015,priv
2775,Faculdade,Privada,18281,1,5108402,61,46,1.490607738494873,32.0,0.695652186870575,-0.8100020289421082,1.795314956843142,2,2015,priv
2779,Faculdade,Privada,1058916,1,1100155,13,12,1.6415971517562866,5.0,0.4166666567325592,-0.16940799355506897,2.5160909658724813,3,2015,priv
2783,Faculdade,Privada,1136942,1,2304400,61,55,1.6444709300994873,35.0,0.6363636255264282,-0.5098453760147095,,Curso não reconhecido até 31/12/2015,2015,priv
2784,Faculdade,Privada,68131,1,4202404,32,30,3.377856731414795,8.0,0.2666666805744171,2.930696964263916,2.857457222249586,3,2015,priv
2794,Faculdade,Privada,68944,1,5107602,40,35,1.2335368394851685,25.0,0.7142857313156128,-0.7912358641624451,2.122406348428491,3,2015,priv
2796,Faculdade,Privada,74132,1,5210208,13,11,1.4935775995254517,5.0,0.4545454680919647,0.45498260855674744,2.5414476200591656,3,2015,priv
2799,Faculdade,Privada,79956,1,4101804,3,3,0.8105465769767761,2.0,0.6666666865348816,-5.391146659851074,,Curso não reconhecido até 31/12/2015,2015,priv
2805,Faculdade,Privada,73568,1,4106902,39,32,2.1601500511169434,23.0,0.71875,-0.5432868003845215,2.3761682436574927,3,2015,priv
2814,Faculdade,Privada,67486,1,3550704,49,26,1.339433193206787,11.0,0.42307692766189575,0.14704684913158417,2.979383597311797,4,2015,priv
2826,Faculdade,Privada,67645,1,4305108,27,27,2.397744655609131,11.0,0.40740740299224854,-0.4349529445171356,2.26842562215179,3,2015,priv
2835,Centro Universitário,Privada,63496,1,2611606,398,150,2.0038607120513916,106.0,0.7066666483879089,-0.24094435572624207,2.560658132289659,3,2015,priv
2836,Faculdade,Privada,88524,1,5201405,17,12,2.268706798553467,7.0,0.5833333134651184,0.799192488193512,2.0404134802737866,3,2015,priv
2841,Faculdade,Privada,98225,1,4120002,8,8,1.523036241531372,4.0,0.5,-0.8301564455032349,1.9260574764942267,2,2015,priv
2844,Faculdade,Privada,68610,1,3538709,104,92,1.5095281600952148,51.0,0.554347813129425,-0.548851728439331,2.3216841650751796,3,2015,priv
2855,Faculdade,Privada,67774,1,4314902,66,64,1.8304884433746338,15.0,0.234375,-1.5425347089767456,2.2677233890236095,3,2015,priv
2859,Faculdade,Privada,71379,1,1501402,27,23,1.7905946969985962,14.0,0.6086956262588501,0.8081890940666199,2.413375624317979,3,2015,priv
2870,Faculdade,Privada,74777,1,1721000,17,13,1.865757703781128,6.0,0.4615384638309479,-0.26261237263679504,2.22561733137178,3,2015,priv
2879,Faculdade,Privada,82714,1,3509007,15,15,1.1408621072769165,4.0,0.2666666805744171,-2.324321746826172,1.4690138801343355,2,2015,priv
2886,Faculdade,Privada,58702,1,3550308,39,28,1.0922609567642212,5.0,0.1785714328289032,,1.5189407244243656,2,2015,priv
2903,Faculdade,Privada,67919,1,4204301,27,27,2.1353540420532227,18.0,0.6666666865348816,1.9682515859603882,2.230822428896457,3,2015,priv
2904,Faculdade,Privada,87215,1,5300108,24,23,2.675569772720337,10.0,0.43478259444236755,1.7695496082305908,2.900712119594413,3,2015,priv
2908,Faculdade,Privada,67719,1,2408102,104,102,1.240294098854065,46.0,0.45098039507865906,-0.48605045676231384,2.0221622962868966,3,2015,priv
2909,Faculdade,Privada,67753,1,2111300,44,42,1.3190960884094238,23.0,0.5476190447807312,-1.2925671339035034,1.6867182116496027,2,2015,priv
2911,Faculdade,Privada,67473,1,1501402,19,18,1.8654272556304932,11.0,0.6111111044883728,-1.151049256324768,2.196945976519205,3,2015,priv
2915,Faculdade,Privada,91827,1,3148004,38,36,1.511679768562317,15.0,0.4166666567325592,-0.6060727834701538,1.8512172554544928,2,2015,priv
2917,Faculdade,Privada,67911,1,1600303,75,51,1.2904210090637207,28.0,0.5490196347236633,-0.2516995966434479,2.0634990033253056,3,2015,priv
2918,Faculdade,Privada,74448,1,1506138,48,41,2.098928451538086,32.0,0.7804877758026123,0.20649731159210205,3.2211647738747065,4,2015,priv
2927,Faculdade,Privada,79494,1,3106200,22,20,1.481787085533142,14.0,0.699999988079071,-2.954437494277954,1.781675593607271,2,2015,priv
2935,Faculdade,Privada,103348,1,3170107,99,90,2.013505458831787,43.0,0.47777777910232544,-0.4292321801185608,2.3430264752092644,3,2015,priv
2944,Faculdade,Privada,73440,1,2914802,91,73,1.8182748556137085,50.0,0.6849315166473389,0.4552045166492462,2.4406903305385153,3,2015,priv
2949,Faculdade,Privada,107075,1,2103208,20,16,2.416208267211914,14.0,0.875,2.4828498363494873,2.7325593285856242,3,2015,priv
2950,Faculdade,Privada,73476,1,4314902,137,134,2.651200532913208,50.0,0.3731343150138855,0.21510297060012817,2.742543128165306,3,2015,priv
2961,Faculdade,Privada,104530,1,5102504,102,99,1.1904813051223755,36.0,0.3636363744735718,-0.31594258546829224,2.9962185971192903,4,2015,priv
2964,Faculdade,Privada,69186,1,5300108,29,26,2.1220109462738037,6.0,0.23076923191547394,3.3707528114318848,3.7096469858827494,4,2015,priv
2971,Faculdade,Privada,59057,1,3505500,56,56,2.112686,,,,2.174364,3,2015,priv
3008,Faculdade,Privada,101102,1,3549904,25,22,2.8564624786376953,8.0,0.3636363744735718,1.8355181217193604,2.7532291897758996,3,2015,priv
3020,Faculdade,Privada,67061,1,5211503,23,21,2.285048484802246,17.0,0.8095238208770752,0.26203060150146484,2.577317322169148,3,2015,priv
3027,Faculdade,Privada,80789,1,4109807,25,25,2.606264591217041,22.0,0.8799999952316284,1.333234429359436,2.5482431600335027,3,2015,priv
3029,Faculdade,Privada,73124,1,1500800,46,38,2.190502405166626,21.0,0.5526315569877625,0.5565100312232971,2.454065272301505,3,2015,priv
3034,Faculdade,Privada,71016,1,2927408,152,121,1.5708272457122803,70.0,0.5785123705863953,-0.3396189510822296,2.196767369044199,3,2015,priv
3042,Faculdade,Privada,88518,1,2208403,49,41,1.9924111366271973,31.0,0.7560975551605225,-0.02724015899002552,2.5154430514891337,3,2015,priv
3099,Faculdade,Privada,80056,1,2507507,70,62,1.791848063468933,44.0,0.7096773982048035,-0.2264714539051056,2.8486883225657853,3,2015,priv
3149,Faculdade,Privada,46035,1,3122306,154,87,2.281909942626953,53.0,0.6091954112052917,0.10484723746776581,2.391086794990361,3,2015,priv
3151,Universidade,Privada,3836,1,4204202,128,113,1.5967923402786255,58.0,0.5132743120193481,-0.4486290216445923,2.330268545342594,3,2015,priv
3151,Universidade,Privada,51918,1,4216909,34,30,2.076204776763916,20.0,0.6666666865348816,0.713304340839386,2.746950031282184,3,2015,priv
3170,Faculdade,Privada,99250,1,4205407,27,26,2.676516056060791,9.0,0.3461538553237915,0.9515050053596497,2.93127444331995,3,2015,priv
3171,Faculdade,Privada,57110,1,4320008,18,18,2.740327835083008,4.0,0.2222222238779068,1.2213804721832275,2.525953390500474,3,2015,priv
3172,Universidade,Estadual,60984,1,1302603,86,68,4.012792110443115,49.0,0.720588207244873,0.26194947957992554,3.142078243245738,4,2015,pub
3177,Faculdade,Privada,57430,1,3550308,8,6,1.7968347072601318,1.0,0.1666666716337204,,2.2917913302356223,3,2015,priv
3186,Faculdade,Privada,59790,1,3550605,255,224,1.367446780204773,77.0,0.34375,-0.41121751070022583,1.8849340889668174,2,2015,priv
3188,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,107474,1,3135209,60,57,2.5325253009796143,46.0,0.8070175647735596,-0.4920947253704071,2.3151345865669235,3,2015,pub
3188,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,1157936,1,3151206,27,26,3.415698766708374,17.0,0.6538461446762085,0.3590315878391266,2.583534530613121,3,2015,pub
3189,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,121892,1,3105103,42,34,2.944129705429077,21.0,0.6176470518112183,0.6776325106620789,2.938448213568762,3,2015,pub
3189,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,1167795,1,3126109,23,23,3.8889636993408203,17.0,0.739130437374115,3.9058265686035156,,Curso não reconhecido até 31/12/2015,2015,pub
3193,Faculdade,Privada,47864,1,4119905,43,43,2.3298418521881104,33.0,0.7674418687820435,-0.05372026190161705,2.375714327287603,3,2015,priv
3194,Faculdade,Privada,67611,1,3106200,82,72,2.744574546813965,46.0,0.6388888955116272,0.03166597709059715,2.5863133746658526,3,2015,priv
3205,Faculdade,Privada,1151716,1,3171303,25,25,1.9551750421524048,25.0,1.0,-0.787492036819458,2.287054366857488,3,2015,priv
3209,Faculdade,Privada,108134,1,3502804,82,79,1.5564054250717163,15.0,0.18987341225147247,,1.4634568549353684,2,2015,priv
3232,Faculdade,Privada,74158,1,4104501,15,12,1.6399612426757812,5.0,0.4166666567325592,-2.368007183074951,1.5165434683166352,2,2015,priv
3252,Faculdade,Privada,80664,1,5218508,38,31,1.9854445457458496,16.0,0.5161290168762207,-0.5233160853385925,2.463351629015117,3,2015,priv
3268,Faculdade,Privada,74096,1,2913606,45,45,1.6572341918945312,29.0,0.644444465637207,-0.31811848282814026,2.272140208821602,3,2015,priv
3279,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,113585,1,3155801,52,47,2.597743511199951,29.0,0.6170212626457214,-0.5143792629241943,2.3681304792608513,3,2015,pub
3279,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,1103697,1,3143906,46,45,3.7171714305877686,30.0,0.6666666865348816,1.4959090948104858,2.966185260617034,4,2015,pub
3279,"Instituto Federal de Educação, Ciência e Tecnologia",Federal,1116908,1,3105608,40,33,4.828989505767822,26.0,0.7878788113594055,2.3562281131744385,3.2999348908367967,4,2015,pub
3285,Faculdade,Privada,86598,1,2900702,8,8,3.1673622131347656,6.0,0.75,2.0036323070526123,3.2028042842035855,4,2015,priv
3303,Faculdade,Privada,16867,1,5103403,18,12,1.4921953678131104,6.0,0.5,-1.1586657762527466,1.6075698721881366,2,2015,priv
3323,Faculdade,Privada,83881,1,3509502,81,72,1.7092018127441406,31.0,0.4305555522441864,-0.08315231651067734,1.9363153216242437,2,2015,priv
3333,Faculdade,Privada,1122184,1,4305108,9,8,4.184669017791748,3.0,0.375,2.5229954719543457,3.7182131743854314,4,2015,priv
3336,Universidade,Estadual,66972,1,4314902,8,4,5.0,1.0,0.25,,4.281355448434085,5,2015,pub
3336,Universidade,Estadual,94923,1,4303004,9,9,2.772062063217163,3.0,0.3333333432674408,-0.771003246307373,2.895893603857704,3,2015,pub
3336,Universidade,Estadual,5000093,1,4308508,2,1,,1.0,1.0,,,SC,2015,pub
3336,Universidade,Estadual,5000094,1,4314902,13,13,3.3521881103515625,8.0,0.6153846383094788,-1.2075233459472656,3.115533167077067,4,2015,pub
3339,Faculdade,Privada,74106,1,4308904,42,42,2.1719908714294434,31.0,0.738095223903656,-0.2790217697620392,2.926077616620372,3,2015,priv
3363,Faculdade,Privada,69287,1,1709302,33,33,1.6722173690795898,22.0,0.6666666865348816,0.0036517491098493338,1.8672667996781065,2,2015,priv
3368,Centro Universitário,Privada,63344,1,3170701,39,36,2.8880372047424316,29.0,0.8055555820465088,0.4777999520301819,3.161326641391427,4,2015,priv
3368,Centro Universitário,Privada,112208,1,3170701,27,21,3.145982503890991,9.0,0.4285714328289032,1.5768468379974365,3.435565780444576,4,2015,priv
3371,Centro Universitário,Privada,7769,1,3148004,134,90,3.7355566024780273,59.0,0.6555555462837219,0.5333818793296814,3.1516236035921352,4,2015,priv
3376,Faculdade,Privada,109296,1,2606804,31,29,0.7008562684059143,14.0,0.48275861144065857,-1.8254659175872803,2.1904150173455332,3,2015,priv
3377,Faculdade,Privada,85102,1,2927408,43,38,1.0996216535568237,18.0,0.4736842215061188,-0.936921238899231,1.769315257405922,2,2015,priv
3388,Faculdade,Privada,83912,1,2307304,108,95,2.409885883331299,62.0,0.6526315808296204,0.3117978870868683,2.8799487989774315,3,2015,priv
3393,Faculdade,Privada,118088,1,4106407,34,30,1.8060364723205566,22.0,0.7333333492279053,0.7748542428016663,2.4206869809937777,3,2015,priv
3397,Faculdade,Privada,112959,1,1302603,34,30,1.7644954919815063,14.0,0.46666666865348816,0.8568551540374756,2.8077819570541616,3,2015,priv
3411,Faculdade,Privada,87907,1,3525003,49,43,2.0767502784729004,14.0,0.3255814015865326,1.7856652736663818,2.4679278182400277,3,2015,priv
3427,Faculdade,Privada,74458,1,2803500,62,51,1.3636829853057861,38.0,0.7450980544090271,-0.1708257794380188,1.9253600374971347,2,2015,priv
3430,Faculdade,Privada,79934,1,3170206,47,40,2.069019317626953,25.0,0.625,-1.003006100654602,2.498627205435141,3,2015,priv
3432,Faculdade,Privada,107042,1,3518800,67,57,1.1689594984054565,24.0,0.42105263471603394,-1.5146968364715576,1.9104363078605306,2,2015,priv
3437,Faculdade,Privada,84415,1,4202008,18,15,2.2709741592407227,5.0,0.3333333432674408,-0.5372089147567749,2.5763110545664936,3,2015,priv
3443,Faculdade,Privada,79483,1,4303103,117,110,3.2692244052886963,42.0,0.38181817531585693,1.1627174615859985,3.7712754297124147,4,2015,priv
3456,Faculdade,Privada,68933,1,3509502,22,22,1.7225714921951294,8.0,0.3636363744735718,-1.1389315128326416,1.6601142554772932,2,2015,priv
3495,Faculdade,Privada,83284,1,4212908,31,29,1.5924993753433228,13.0,0.4482758641242981,-0.8555608987808228,2.5801714054353093,3,2015,priv
3507,Faculdade,Privada,83995,1,3544004,19,18,1.06830632686615,5.0,0.2777777910232544,-1.7637083530426025,1.2773402905297315,2,2015,priv
3513,Faculdade,Privada,90144,1,3541505,31,30,1.7817116975784302,8.0,0.2666666805744171,0.4109236001968384,2.34497928932945,3,2015,priv
3514,Faculdade,Estadual,65132,1,3101508,42,41,0.8909071683883667,16.0,0.39024388790130615,-2.555851697921753,,Curso não reconhecido até 31/12/2015,2015,pub
3515,Faculdade,Privada,52779,1,2616407,59,50,1.4399492740631104,26.0,0.5199999809265137,-0.8086549639701843,2.6797256089147954,3,2015,priv
3529,Centro Universitário,Privada,98566,1,3529005,62,61,2.859720230102539,47.0,0.7704917788505554,0.5341786742210388,2.5411830369885045,3,2015,priv
3530,Faculdade,Privada,72005,1,3144300,28,27,2.0626111030578613,21.0,0.7777777910232544,-0.505527913570404,1.9906775394113527,3,2015,priv
3533,Faculdade,Privada,88646,1,3549805,17,14,0.8961207866668701,6.0,0.4285714328289032,-2.4984960556030273,1.605859169385264,2,2015,priv
3541,Faculdade,Privada,110430,1,4320909,10,10,1.5605076551437378,3.0,0.30000001192092896,-6.439774513244629,1.1338544751771322,2,2015,priv
3543,Faculdade,Privada,101454,1,4313409,16,16,3.064188003540039,6.0,0.375,5.080589771270752,3.3545639537010628,4,2015,priv
3568,Faculdade,Privada,79654,1,2612505,21,19,1.5590102672576904,11.0,0.5789473652839661,-2.6172666549682617,1.8118318252923058,2,2015,priv
3585,Faculdade,Privada,75014,1,2612505,12,11,0.7986124753952026,5.0,0.4545454680919647,-4.309727668762207,,Curso não reconhecido até 31/12/2015,2015,priv
3588,Faculdade,Privada,85099,1,2927408,60,46,1.4495837688446045,26.0,0.5652173757553101,-0.9132699966430664,2.7027918495481296,3,2015,priv
3602,Centro Universitário,Privada,21743,1,4106902,143,126,2.5926971435546875,80.0,0.6349206566810608,0.19713355600833893,2.8343136212833038,3,2015,priv
3603,Faculdade,Privada,20502,1,3518800,149,97,1.919924259185791,69.0,0.7113401889801025,-0.07571198791265488,2.5565802666936763,3,2015,priv
3607,Faculdade,Privada,73472,1,5208707,5,5,3.7648520469665527,2.0,0.4000000059604645,3.6656031608581543,3.8686427458320587,4,2015,priv
3609,Faculdade,Privada,20807,1,2919207,64,56,1.0895195007324219,25.0,0.4464285671710968,-1.3292627334594727,1.6871736932091026,2,2015,priv
3610,Faculdade,Privada,18261,1,5300108,14,10,2.1103110313415527,2.0,0.20000000298023224,-4.909832000732422,1.9590454068169132,3,2015,priv
3610,Faculdade,Privada,85804,1,5300108,28,20,2.5200743675231934,10.0,0.5,-0.37375885248184204,,Curso não reconhecido até 31/12/2015,2015,priv
3612,Faculdade,Privada,17618,1,3556206,126,84,1.5503695011138916,45.0,0.5357142686843872,-0.8472802042961121,2.124078002144036,3,2015,priv
3613,Faculdade,Privada,68161,1,5208004,41,36,1.8164985179901123,24.0,0.6666666865348816,0.3668081760406494,3.0002935539019386,4,2015,priv
3618,Faculdade,Privada,86632,1,3513009,44,26,1.7718409299850464,18.0,0.692307710647583,0.1361459195613861,2.289892078606314,3,2015,priv
3625,Faculdade,Privada,79906,1,2400208,18,17,1.5801219940185547,13.0,0.7647058963775635,-2.5319948196411133,1.8484712745116072,2,2015,priv
3631,Faculdade,Privada,1059807,1,2611606,14,12,2.7605011463165283,9.0,0.75,-0.6036245822906494,,Curso não reconhecido até 31/12/2015,2015,priv
3641,Centro Universitário,Privada,3529,1,3505500,26,23,2.8196468353271484,18.0,0.782608687877655,1.6108479499816895,3.223683839509283,4,2015,priv
3644,Faculdade,Privada,79896,1,2402006,44,40,1.4805288314819336,23.0,0.574999988079071,-0.7982727885246277,1.7098721007453817,2,2015,priv
3649,Faculdade,Privada,85144,1,4115200,79,65,1.7080919742584229,42.0,0.6461538672447205,-0.23803283274173737,2.5747153809758134,3,2015,priv
3663,Faculdade,Privada,86815,1,5300108,40,36,1.7919228076934814,16.0,0.4444444477558136,-0.7511776685714722,2.845727299790205,3,2015,priv
3669,Faculdade,Privada,80797,1,2926608,38,30,1.047211766242981,18.0,0.6000000238418579,-0.8083537817001343,2.206099391683387,3,2015,priv
3684,Faculdade,Privada,67625,1,4105706,23,22,2.063868284225464,14.0,0.6363636255264282,-0.3627058267593384,1.868658560604188,2,2015,priv
3688,Faculdade,Privada,16619,1,4111506,29,29,1.9637073278427124,21.0,0.7241379022598267,0.9036282300949097,2.822951352303006,3,2015,priv
3710,Faculdade,Privada,86358,1,3304557,22,15,4.418548583984375,1.0,0.06666667014360428,,3.7781169531008345,4,2015,priv
3724,Faculdade,Privada,85092,1,2112209,42,38,0.8389824628829956,25.0,0.6578947305679321,-1.1255041360855103,1.660632746689236,2,2015,priv
3743,Faculdade,Privada,101481,1,3524402,58,47,2.1139261722564697,33.0,0.7021276354789734,-0.21878057718276978,1.946737909347955,3,2015,priv
3746,Faculdade,Privada,90839,1,3550308,15,11,2.7554216384887695,1.0,0.09090909361839294,,2.9023372930003113,3,2015,priv
3753,Faculdade,Privada,5268,1,3549805,20,19,1.748182773590088,4.0,0.21052631735801697,-7.229094505310059,1.4016586511209705,2,2015,priv
3754,Faculdade,Privada,24935,1,3138203,33,21,2.3633615970611572,12.0,0.5714285969734192,0.5351109504699707,2.3727703695693965,3,2015,priv
3757,Faculdade,Privada,94501,1,5221601,18,16,0.7570967674255371,12.0,0.75,-2.4570579528808594,1.772282125776181,2,2015,priv
3758,Faculdade,Privada,17964,1,4205407,15,12,4.5489935874938965,5.0,0.4166666567325592,-1.1999965906143188,3.132859297040172,4,2015,priv
3760,Faculdade,Privada,90163,1,3301900,122,101,1.9550623893737793,54.0,0.5346534848213196,-1.3159019947052002,2.246195184134462,3,2015,priv
3768,Faculdade,Privada,79548,1,4314902,34,29,2.5211617946624756,15.0,0.517241358757019,-0.5407684445381165,2.4139966051318527,3,2015,priv
3769,Faculdade,Privada,88584,1,1600600,31,28,1.6763403415679932,19.0,0.6785714030265808,0.5374991297721863,3.2371400980098954,4,2015,priv
3776,Faculdade,Privada,100884,1,5103403,28,22,1.7177125215530396,15.0,0.6818181872367859,0.9121003150939941,2.188239125605079,3,2015,priv
3779,Faculdade,Privada,1042829,1,3547809,25,23,2.5372142791748047,12.0,0.52173912525177,1.6057602167129517,2.947141191696304,4,2015,priv
3783,Faculdade,Privada,107424,1,1501402,25,23,2.4747352600097656,18.0,0.782608687877655,-0.3554384112358093,2.391819392699261,3,2015,priv
3785,Faculdade,Privada,94493,1,2111300,103,93,1.4583804607391357,67.0,0.7204301357269287,-0.41196975111961365,1.8945152580133549,2,2015,priv
3786,Faculdade,Privada,92993,1,3106200,65,59,2.8463985919952393,39.0,0.6610169410705566,0.5449800491333008,2.30701823238085,3,2015,priv
3788,Faculdade,Privada,90843,1,3136702,21,20,3.916057586669922,12.0,0.6000000238418579,3.2209506034851074,3.0899622837506824,4,2015,priv
3789,Faculdade,Privada,82741,1,5208608,47,45,1.9804458618164062,27.0,0.6000000238418579,-0.43336552381515503,2.5387084468570773,3,2015,priv
3793,Faculdade,Privada,86823,1,3127107,44,41,1.4592616558074951,24.0,0.5853658318519592,-1.0260759592056274,1.7985399725734998,2,2015,priv
3803,Faculdade,Privada,108120,1,3525300,42,41,1.7219865322113037,9.0,0.2195121943950653,-0.021984755992889404,1.966530473334894,3,2015,priv
3804,Faculdade,Privada,82716,1,4314902,83,70,2.0363802909851074,21.0,0.30000001192092896,-0.9913842082023621,2.317524725617844,3,2015,priv
3817,Faculdade,Privada,100228,1,2507507,179,118,1.7495124340057373,86.0,0.7288135886192322,-0.05767492204904556,2.4799791686120756,3,2015,priv
3823,Faculdade,Privada,118661,1,3152501,33,32,1.7601861953735352,19.0,0.59375,-0.17717038094997406,2.577691679213107,3,2015,priv
3826,Faculdade,Privada,85304,1,2927408,19,17,2.1374967098236084,10.0,0.5882353186607361,0.5228152871131897,2.3331518150332573,3,2015,priv
3826,Faculdade,Privada,109498,1,2927408,22,20,2.2130355834960938,14.0,0.699999988079071,0.7627140283584595,2.4345219172911903,3,2015,priv
3840,Centro Universitário,Privada,103532,1,4209300,11,10,2.4930710792541504,7.0,0.699999988079071,-2.1652987003326416,3.1630800129065184,4,2015,priv
3849,Universidade,Federal,41244,1,1721000,95,77,3.1670076847076416,43.0,0.5584415793418884,0.0693935975432396,2.8617637330507613,3,2015,pub
3853,Faculdade,Privada,86379,1,2408102,54,48,1.6919424533843994,27.0,0.5625,0.27976351976394653,2.76054300674115,3,2015,priv
3854,Faculdade,Privada,92913,1,5300108,100,82,1.3114590644836426,42.0,0.5121951103210449,-0.6114504337310791,2.2239895859072636,3,2015,priv
3862,Faculdade,Privada,88942,1,2312908,53,51,2.198427200317383,30.0,0.5882353186607361,-0.16182152926921844,3.1294964196066672,4,2015,priv
