area,nomarea,ies,nomies,ca,curso,N,enade,ce,ano
22,CIÊNCIAS CONTÁBEIS,3,UNIVERSIDADE FEDERAL DE SERGIPE,Pessoa Jurídica de Direito Público - Federal,306,75,2.902744659,3,2018
2,DIREITO,3,UNIVERSIDADE FEDERAL DE SERGIPE,Pessoa Jurídica de Direito Público - Federal,308,117,4.693132473,5,2018
2,DIREITO,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,376,109,4.332487699,5,2018
38,SERVIÇO SOCIAL,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,377,62,3.196983175,4,2018
13,CIÊNCIAS ECONÔMICAS,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,378,54,1.823134591,2,2018
22,CIÊNCIAS CONTÁBEIS,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,388,52,2.46373303,3,2018
1,ADMINISTRAÇÃO,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,392,149,3.392416263,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pessoa Jurídica de Direito Público - Federal,395,27,3.914641015,4,2018
22,CIÊNCIAS CONTÁBEIS,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,490,59,4.408469663,5,2018
2,DIREITO,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,491,78,5.0,5,2018
13,CIÊNCIAS ECONÔMICAS,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,492,55,2.445024979,3,2018
38,SERVIÇO SOCIAL,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,497,30,4.664142139,5,2018
1,ADMINISTRAÇÃO,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,500,50,3.069575592,4,2018
22,CIÊNCIAS CONTÁBEIS,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,501,36,2.819521963,3,2018
13,CIÊNCIAS ECONÔMICAS,5,UNIVERSIDADE FEDERAL DO PIAUÍ,Pessoa Jurídica de Direito Público - Federal,502,31,1.303707821,2,2018
2,DIREITO,6,UNIVERSIDADE FEDERAL DE OURO PRETO,Pessoa Jurídica de Direito Público - Federal,596,98,4.139571046,5,2018
1,ADMINISTRAÇÃO,8,UNIVERSIDADE FEDERAL DE VIÇOSA,Pessoa Jurídica de Direito Público - Federal,683,66,4.956949352,5,2018
13,CIÊNCIAS ECONÔMICAS,8,UNIVERSIDADE FEDERAL DE VIÇOSA,Pessoa Jurídica de Direito Público - Federal,686,30,3.191476751,4,2018
2,DIREITO,8,UNIVERSIDADE FEDERAL DE VIÇOSA,Pessoa Jurídica de Direito Público - Federal,705,59,4.676415836,5,2018
38,SERVIÇO SOCIAL,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,762,44,3.231275296,4,2018
2,DIREITO,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,764,232,4.196620147,5,2018
13,CIÊNCIAS ECONÔMICAS,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,765,53,2.717271382,3,2018
1,ADMINISTRAÇÃO,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,766,136,3.809334328,4,2018
22,CIÊNCIAS CONTÁBEIS,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,767,89,3.873895359,4,2018
18,PSICOLOGIA,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,773,60,4.050936473,5,2018
67,SECRETARIADO EXECUTIVO,9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pessoa Jurídica de Direito Público - Estadual,781,30,2.693111706,3,2018
2,DIREITO,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,857,302,3.80584318,4,2018
38,SERVIÇO SOCIAL,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,859,37,3.949620225,5,2018
18,PSICOLOGIA,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,866,149,3.484687559,4,2018
18,PSICOLOGIA,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,952,36,2.51086386,3,2018
38,SERVIÇO SOCIAL,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,957,13,1.289714619,2,2018
13,CIÊNCIAS ECONÔMICAS,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,958,17,2.867531813,3,2018
22,CIÊNCIAS CONTÁBEIS,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,959,43,2.92138133,3,2018
1,ADMINISTRAÇÃO,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,960,135,2.3422455,3,2018
2,DIREITO,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,963,626,2.503025732,3,2018
13,CIÊNCIAS ECONÔMICAS,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,Pessoa Jurídica de Direito Público - Federal,1027,31,1.70539629,2,2018
1,ADMINISTRAÇÃO,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,Pessoa Jurídica de Direito Público - Federal,1028,35,3.68926794,4,2018
22,CIÊNCIAS CONTÁBEIS,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,Pessoa Jurídica de Direito Público - Federal,1041,37,2.434966239,3,2018
38,SERVIÇO SOCIAL,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1098,12,3.806326532,4,2018
2,DIREITO,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1101,288,1.885730123,2,2018
22,CIÊNCIAS CONTÁBEIS,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1103,134,2.508286177,3,2018
13,CIÊNCIAS ECONÔMICAS,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1104,50,1.55499115,2,2018
2,DIREITO,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1113,59,1.723125617,2,2018
22,CIÊNCIAS CONTÁBEIS,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1121,51,2.944917845,3,2018
2,DIREITO,13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,1124,112,2.207654048,3,2018
2,DIREITO,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,Privada sem fins lucrativos,1230,348,2.502769307,3,2018
13,CIÊNCIAS ECONÔMICAS,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,Privada sem fins lucrativos,1232,32,2.087718305,3,2018
22,CIÊNCIAS CONTÁBEIS,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,Privada sem fins lucrativos,1233,52,2.777415346,3,2018
38,SERVIÇO SOCIAL,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,Privada sem fins lucrativos,1242,30,4.124168237,5,2018
1,ADMINISTRAÇÃO,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1312,42,2.739469294,3,2018
22,CIÊNCIAS CONTÁBEIS,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1313,33,2.056845045,3,2018
13,CIÊNCIAS ECONÔMICAS,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1314,16,2.387347582,3,2018
2,DIREITO,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1315,115,2.436663906,3,2018
18,PSICOLOGIA,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1327,58,2.799070333,3,2018
13,CIÊNCIAS ECONÔMICAS,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Pessoa Jurídica de Direito Público - Federal,1431,69,3.147265358,4,2018
2,DIREITO,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Pessoa Jurídica de Direito Público - Federal,1436,212,3.992176366,5,2018
22,CIÊNCIAS CONTÁBEIS,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Pessoa Jurídica de Direito Público - Federal,1443,191,2.941595946,3,2018
18,PSICOLOGIA,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1516,52,1.719125286,2,2018
1,ADMINISTRAÇÃO,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1517,51,2.141105171,3,2018
22,CIÊNCIAS CONTÁBEIS,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1523,1,,SC,2018
38,SERVIÇO SOCIAL,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1526,26,2.971846547,4,2018
2,DIREITO,18,UNIVERSIDADE CATÓLICA DE PELOTAS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1531,155,2.160091368,3,2018
29,TURISMO,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,1626,32,3.385590724,4,2018
2,DIREITO,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,1642,471,3.455287574,4,2018
38,SERVIÇO SOCIAL,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,1650,24,3.080028556,4,2018
13,CIÊNCIAS ECONÔMICAS,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,1652,143,2.119364307,3,2018
22,CIÊNCIAS CONTÁBEIS,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,1653,62,3.156508072,4,2018
1,ADMINISTRAÇÃO,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,1654,425,2.435008353,3,2018
1,ADMINISTRAÇÃO,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1729,116,2.120323525,3,2018
22,CIÊNCIAS CONTÁBEIS,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1734,69,1.863364812,2,2018
13,CIÊNCIAS ECONÔMICAS,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1735,24,2.444614227,3,2018
2,DIREITO,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1736,164,2.30291146,3,2018
1,ADMINISTRAÇÃO,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1752,32,2.2785126,3,2018
22,CIÊNCIAS CONTÁBEIS,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1753,32,2.471508259,3,2018
22,CIÊNCIAS CONTÁBEIS,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1757,5,1.693101482,2,2018
22,CIÊNCIAS CONTÁBEIS,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1762,20,1.544091435,2,2018
1,ADMINISTRAÇÃO,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1770,44,1.822135835,2,2018
22,CIÊNCIAS CONTÁBEIS,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1772,46,2.001901374,3,2018
1,ADMINISTRAÇÃO,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1773,20,2.334773975,3,2018
1,ADMINISTRAÇÃO,20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,1774,27,2.213961459,3,2018
101,TEOLOGIA,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1880,14,5.0,5,2018
38,SERVIÇO SOCIAL,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1887,26,3.041711948,4,2018
2,DIREITO,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1888,609,2.516602245,3,2018
13,CIÊNCIAS ECONÔMICAS,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1890,61,2.489444566,3,2018
18,PSICOLOGIA,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1903,244,3.037026755,4,2018
13,CIÊNCIAS ECONÔMICAS,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2011,136,2.21205796,3,2018
22,CIÊNCIAS CONTÁBEIS,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2012,99,3.140519222,4,2018
2,DIREITO,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2015,791,3.224470153,4,2018
26,DESIGN,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2019,111,2.830754133,3,2018
804,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2030,476,2.654231716,3,2018
22,CIÊNCIAS CONTÁBEIS,23,UNIVERSIDADE FEEVALE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2082,121,2.415356826,3,2018
1,ADMINISTRAÇÃO,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,Pessoa Jurídica de Direito Público - Estadual,2104,42,3.123773011,4,2018
2,DIREITO,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,Pessoa Jurídica de Direito Público - Estadual,2106,75,4.110104017,5,2018
13,CIÊNCIAS ECONÔMICAS,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,Pessoa Jurídica de Direito Público - Estadual,2111,58,2.046813414,3,2018
1,ADMINISTRAÇÃO,27,UNIVERSIDADE VALE DO RIO VERDE,Privada sem fins lucrativos,2139,8,2.96144856,4,2018
22,CIÊNCIAS CONTÁBEIS,27,UNIVERSIDADE VALE DO RIO VERDE,Privada sem fins lucrativos,2140,41,2.85023485,3,2018
18,PSICOLOGIA,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pessoa Jurídica de Direito Público - Estadual,2174,92,1.988263866,3,2018
22,CIÊNCIAS CONTÁBEIS,29,UNIVERSIDADE ESTADUAL DO CEARÁ,Pessoa Jurídica de Direito Público - Estadual,2198,39,2.660462408,3,2018
38,SERVIÇO SOCIAL,29,UNIVERSIDADE ESTADUAL DO CEARÁ,Pessoa Jurídica de Direito Público - Estadual,2214,176,4.22519224,5,2018
18,PSICOLOGIA,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2290,33,2.089778716,3,2018
2,DIREITO,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2299,127,2.782053684,3,2018
1,ADMINISTRAÇÃO,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2305,37,2.473313497,3,2018
2,DIREITO,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,2312,73,2.654843854,3,2018
22,CIÊNCIAS CONTÁBEIS,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,2448,63,2.256806725,3,2018
26,DESIGN,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,2450,28,3.630585715,4,2018
22,CIÊNCIAS CONTÁBEIS,40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,2471,108,1.386316328,2,2018
1,ADMINISTRAÇÃO,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,Pessoa Jurídica de Direito Público - Estadual,2532,129,4.875332327,5,2018
13,CIÊNCIAS ECONÔMICAS,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,2618,27,1.277627758,2,2018
22,CIÊNCIAS CONTÁBEIS,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,2619,70,2.752292606,3,2018
1,ADMINISTRAÇÃO,47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pessoa Jurídica de Direito Público - Estadual,2620,9,3.613491033,4,2018
13,CIÊNCIAS ECONÔMICAS,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,Pessoa Jurídica de Direito Público - Estadual,2697,85,3.146522837,4,2018
13,CIÊNCIAS ECONÔMICAS,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,Pessoa Jurídica de Direito Público - Estadual,3129,181,2.661084406,3,2018
2,DIREITO,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,Pessoa Jurídica de Direito Público - Estadual,3136,122,4.210520627,5,2018
38,SERVIÇO SOCIAL,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,Pessoa Jurídica de Direito Público - Estadual,3137,88,3.719114405,4,2018
803,COMUNICAÇÃO SOCIAL - JORNALISMO,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,Pessoa Jurídica de Direito Público - Estadual,3203,87,4.443463756,5,2018
13,CIÊNCIAS ECONÔMICAS,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pessoa Jurídica de Direito Público - Estadual,3392,55,1.841439041,2,2018
1,ADMINISTRAÇÃO,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pessoa Jurídica de Direito Público - Estadual,3393,94,3.642926162,4,2018
22,CIÊNCIAS CONTÁBEIS,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pessoa Jurídica de Direito Público - Estadual,3394,89,3.017583815,4,2018
2,DIREITO,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pessoa Jurídica de Direito Público - Estadual,3395,175,4.397768259,5,2018
18,PSICOLOGIA,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pessoa Jurídica de Direito Público - Estadual,3401,71,4.186105793,5,2018
22,CIÊNCIAS CONTÁBEIS,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pessoa Jurídica de Direito Público - Estadual,3415,17,4.653856592,5,2018
2,DIREITO,58,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO,Pessoa Jurídica de Direito Público - Municipal,3482,567,2.747969397,3,2018
2,DIREITO,59,FACULDADE DE DIREITO DE FRANCA,Pessoa Jurídica de Direito Público - Municipal,3484,307,3.191419614,4,2018
22,CIÊNCIAS CONTÁBEIS,60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,Pessoa Jurídica de Direito Público - Municipal,3486,52,2.266307903,3,2018
13,CIÊNCIAS ECONÔMICAS,60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,Pessoa Jurídica de Direito Público - Municipal,3487,16,0.841147228,1,2018
1,ADMINISTRAÇÃO,60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,Pessoa Jurídica de Direito Público - Municipal,3488,80,2.382662763,3,2018
1,ADMINISTRAÇÃO,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,Privada sem fins lucrativos,3529,22,1.941164854,2,2018
1,ADMINISTRAÇÃO,68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,Fundação Pública de Direito Privado Municipal,3542,25,1.968304372,3,2018
1,ADMINISTRAÇÃO,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pessoa Jurídica de Direito Público - Estadual,3558,19,2.177953601,3,2018
13,CIÊNCIAS ECONÔMICAS,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pessoa Jurídica de Direito Público - Estadual,3559,45,0.770048901,1,2018
22,CIÊNCIAS CONTÁBEIS,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pessoa Jurídica de Direito Público - Estadual,3560,23,2.250859554,3,2018
38,SERVIÇO SOCIAL,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pessoa Jurídica de Direito Público - Estadual,3562,42,4.267834041,5,2018
2,DIREITO,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pessoa Jurídica de Direito Público - Estadual,3570,66,4.369444366,5,2018
1,ADMINISTRAÇÃO,18492,Universidade Estadual do Paraná,Pessoa Jurídica de Direito Público - Estadual,3638,70,2.105853784,3,2018
22,CIÊNCIAS CONTÁBEIS,18492,Universidade Estadual do Paraná,Pessoa Jurídica de Direito Público - Estadual,3639,64,3.121513083,4,2018
13,CIÊNCIAS ECONÔMICAS,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3658,18,2.402126675,3,2018
1,ADMINISTRAÇÃO,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3659,112,2.538298467,3,2018
22,CIÊNCIAS CONTÁBEIS,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3660,44,3.315989984,4,2018
2,DIREITO,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3663,225,2.499261702,3,2018
38,SERVIÇO SOCIAL,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3672,14,3.547121745,4,2018
67,SECRETARIADO EXECUTIVO,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3679,2,5.0,5,2018
18,PSICOLOGIA,76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pessoa Jurídica de Direito Público - Municipal,3685,59,2.106851897,3,2018
1,ADMINISTRAÇÃO,80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,Privada sem fins lucrativos,3776,67,2.16420781,3,2018
22,CIÊNCIAS CONTÁBEIS,80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,Privada sem fins lucrativos,3777,41,3.533857612,4,2018
1,ADMINISTRAÇÃO,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,3797,109,2.495985998,3,2018
22,CIÊNCIAS CONTÁBEIS,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,3798,52,2.154730618,3,2018
13,CIÊNCIAS ECONÔMICAS,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,3800,21,0.41237637,1,2018
1,ADMINISTRAÇÃO,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3825,44,2.707187118,3,2018
22,CIÊNCIAS CONTÁBEIS,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3826,34,3.765324505,4,2018
2,DIREITO,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3828,119,2.925470096,3,2018
22,CIÊNCIAS CONTÁBEIS,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3831,38,3.086438414,4,2018
1,ADMINISTRAÇÃO,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3833,53,1.924746372,2,2018
2,DIREITO,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3835,49,2.613588074,3,2018
1,ADMINISTRAÇÃO,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3836,32,2.538084347,3,2018
22,CIÊNCIAS CONTÁBEIS,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3837,50,1.670603668,2,2018
2,DIREITO,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3840,131,2.096511412,3,2018
1,ADMINISTRAÇÃO,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3841,49,3.145174913,4,2018
22,CIÊNCIAS CONTÁBEIS,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3842,26,2.384087357,3,2018
38,SERVIÇO SOCIAL,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3844,14,2.652345132,3,2018
13,CIÊNCIAS ECONÔMICAS,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,3856,7,1.174366884,2,2018
18,PSICOLOGIA,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3860,34,1.900503414,2,2018
22,CIÊNCIAS CONTÁBEIS,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,3861,61,2.396577567,3,2018
