area,ies,municipio,Ncursos,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
21,275,3549904,1,62,59,2.499776877379662,22,0.3728813559322034,0.9864650177718843,2.9445181553596917,3,2014
21,277,3304557,1,145,115,1.370748623038386,16,0.1391304347826087,,1.8835003664191081,2,2014
21,295,4316808,1,49,49,2.4052325487840585,5,0.10204081632653061,,2.410905957272544,3,2014
21,296,4301602,1,18,16,1.639464911816797,4,0.25,-1.0020003550779109,2.1292231446077037,3,2014
21,316,3550308,1,174,164,1.7128787042360258,52,0.3170731707317073,0.3398698511352762,3.154579455088439,4,2014
21,322,3504008,1,16,16,2.8012917063589566,7,0.4375,3.0534661150939755,,,2014
21,322,3506003,1,31,31,2.813227607351564,17,0.5483870967741935,1.3246118130529894,3.2248427958856376,4,2014
21,322,3509502,1,48,47,3.302087619664794,20,0.425531914893617,2.459477312864677,3.446799520755962,4,2014
21,322,3526902,1,22,22,1.6495860699802039,5,0.22727272727272727,4.190308058459711,,,2014
21,322,3543402,1,8,8,2.5056810480450884,2,0.25,4.016410954985037,3.91710849072562,4,2014
21,322,3547304,1,27,24,2.6702191018750483,9,0.375,1.9522064319606969,3.299632697985383,4,2014
21,322,3549805,1,25,25,2.572718892823681,17,0.68,1.9077655239551945,3.150668810158783,4,2014
21,322,3549904,1,15,15,3.2402025345351753,9,0.6,3.0543508713512537,3.860086618463582,4,2014
21,322,3550308,3,61,59,2.877524202567398,14,0.23728813559322035,3.8937597929671997,3.831624666743334,4,2014
21,322,3552205,1,32,31,3.288840453907646,15,0.4838709677419355,2.952665157671362,3.6448757883957854,4,2014
21,322,5208707,1,53,48,2.4959597507235913,24,0.5,1.967315973288766,3.065459593712765,4,2014
21,322,5300108,1,17,17,2.272964478910617,11,0.6470588235294118,1.0941797747095732,3.077523062706494,4,2014
21,337,3136702,1,62,60,2.4364898158523096,33,0.55,-0.24454555312684811,2.072567036502866,3,2014
21,338,3106200,1,114,105,2.040266140216211,37,0.3523809523809524,-1.2809888253274702,2.5308046745996173,3,2014
21,338,3151800,1,123,111,2.5118486753815557,74,0.6666666666666666,0.02605625647578403,2.7074831232011314,3,2014
21,343,3106200,1,15,14,3.045596515149733,7,0.5,0.8481441874122118,3.391508746479481,4,2014
21,344,3106200,1,52,45,2.972665027292712,17,0.37777777777777777,2.6132764793111325,3.4907492964091933,4,2014
21,349,3106200,1,41,38,2.8185651401776606,12,0.3157894736842105,1.284161504146746,3.231490432133465,4,2014
21,352,2507507,1,96,84,1.6673595718516263,30,0.35714285714285715,-0.8036651385834692,2.2606744321688437,3,2014
21,355,4106902,1,26,24,2.839464597253148,9,0.375,1.0427007020934813,3.4277534487242836,4,2014
21,383,1501402,1,94,87,1.9752707837437884,33,0.3793103448275862,-0.36295287636544965,2.325714720633949,3,2014
21,384,5201108,1,17,17,1.8589927338507952,9,0.5294117647058824,-2.0375130065510585,2.139665384735981,3,2014
21,385,2927408,1,235,219,2.0791436733900612,83,0.3789954337899543,-0.34435897506725144,2.365688274200876,3,2014
21,396,2927408,1,3,3,3.530292798462499,1,0.3333333333333333,,3.7111,4,2014
