area,ies,curso,municipio,Nci,Ncp,enade,N,fracN,idd,cpc,cpcf,ano
1502,1303,1127533,5210208,20,18,1.757377164729,17.0,0.944444444444,-0.627409473083,2.325260691,3,2017
1502,1303,1128095,5221809,17,12,2.346432438455,9.0,0.75,-0.015595560045,2.55176491,3,2017
1502,1422,47060,1302603,42,17,1.550039620257,13.0,0.764705882353,0.642823725573,2.591149632,3,2017
1502,1426,35633,5211503,1,1,,,,,,SC,2017
1502,1578,1126724,4314407,4,3,1.947362519026,2.0,0.666666666667,6.694837428706,3.441165765,4,2017
1502,1640,1203172,2923803,12,12,2.436037747312,11.0,0.916666666667,1.588497434128,3.562470247,4,2017
1502,1658,75596,2304400,12,6,3.748436669333,2.0,0.333333333333,10.016241595774,4.223571261,4,2017
1502,1807,120078,2311306,8,7,2.227135013456,7.0,1.0,2.005845095144,2.75605981,3,2017
1502,1807,120084,2307650,17,15,1.852976610385,11.0,0.733333333333,-4.557768589161,1.870978194,2,2017
1502,1807,5000146,2305506,22,19,2.12988107578,19.0,1.0,-0.018258757375,2.34611918,3,2017
1502,1808,88401,3205309,4,4,2.163776310365,1.0,0.25,,3.150463983,4,2017
1502,1808,1117076,3200607,13,11,2.144540396025,10.0,0.909090909091,-1.956845387543,2.559414221,3,2017
1502,1808,1127927,3205200,20,20,2.251692307579,19.0,0.95,-4.339390000865,2.415770071,3,2017
1502,1809,1126881,2616407,9,8,3.287851296812,7.0,0.875,0.70709603842,2.722730219,3,2017
1502,1809,1127374,2601409,56,42,1.64754259258,32.0,0.761904761905,-0.010687552834,2.03675859,3,2017
1502,1809,1128010,2607208,11,11,2.515405828295,10.0,0.909090909091,0.384217315279,2.527153142,3,2017
1502,1810,113202,3551702,4,4,4.182325382215,4.0,1.0,5.796143566387,4.051614105,5,2017
1502,1810,1103688,3550308,19,18,3.808871967674,16.0,0.888888888889,1.277298573959,3.483422132,4,2017
1502,1810,1168212,3511102,12,12,3.050185979218,11.0,0.916666666667,2.038430248701,3.490064137,4,2017
1502,1811,108434,5210000,27,24,1.681426294082,16.0,0.666666666667,-0.176079476073,2.678462127,3,2017
1502,1811,121135,5211503,41,40,2.007766450097,25.0,0.625,-0.768438324746,2.322146086,3,2017
1502,1811,121451,5221601,27,24,1.833580223349,17.0,0.708333333333,0.146503631233,2.222277747,3,2017
1502,1811,1128549,5201108,22,21,1.960865305323,10.0,0.47619047619,-0.855917570372,2.252867036,3,2017
1502,1811,1129597,5212501,28,27,2.546636071611,14.0,0.518518518519,2.02412554406,3.029558276,4,2017
1502,1812,71553,1302603,28,24,1.737937903455,18.0,0.75,-1.844181128419,2.30885268,3,2017
1502,1813,48285,1501402,49,44,2.053092985942,41.0,0.931818181818,-1.013224789438,2.544757203,3,2017
1502,1820,63059,2211001,25,23,3.044304855255,23.0,1.0,0.781453595872,2.816351623,3,2017
1502,1820,1103371,2207702,14,13,2.296944030308,12.0,0.923076923077,0.451648255336,2.706655656,3,2017
1502,1820,1103854,2208007,39,35,1.764332064494,35.0,1.0,0.227164292533,2.031105116,3,2017
1502,1836,88147,3549102,4,3,0.636750069118,1.0,0.333333333333,,1.797191271,2,2017
1502,1917,99656,1100049,8,6,0.151809015421,5.0,0.833333333333,-4.671303624965,1.571077543,2,2017
1502,2030,98043,3509601,4,3,2.551905616715,2.0,0.666666666667,-1.641439426305,2.127991193,3,2017
1502,2147,1043904,1302603,38,34,1.804316400023,23.0,0.676470588235,0.213111204711,2.837616952,3,2017
1502,2183,18964,3547809,116,98,1.802246495872,75.0,0.765306122449,-0.458662314449,2.156425153,3,2017
1502,2564,99808,2505105,25,25,2.085070196394,22.0,0.88,0.368530088164,2.915801973,3,2017
1502,2564,1152881,2503704,33,33,2.147113366071,33.0,1.0,-0.252418753655,2.714167881,3,2017
1502,3160,5000568,2704302,32,30,1.450085742462,27.0,0.9,-1.138907542229,2.222417008,3,2017
1502,3161,101996,2611101,43,41,2.31330117819,37.0,0.90243902439,-0.436562508638,2.042844159,3,2017
1502,3161,1104480,2605707,18,16,2.466434858817,14.0,0.875,1.865286107476,2.696180957,3,2017
1502,3161,1126912,2609907,16,16,1.575448080535,14.0,0.875,0.393924732765,1.938130161,2,2017
1502,3162,1102978,4216602,13,12,1.881643290334,4.0,0.333333333333,1.285599663131,2.795400341,3,2017
1502,3163,67249,3303203,36,31,3.230052578122,21.0,0.677419354839,0.472892803686,2.952412192,4,2017
1502,3163,121016,3301702,31,31,3.032355598651,26.0,0.838709677419,-0.271792079122,3.055155427,4,2017
1502,3164,100696,5103403,34,1,,,,,,SC,2017
1502,3164,1160759,5103353,13,12,1.51304823817,8.0,0.666666666667,1.347728871828,2.034229218,3,2017
1502,3165,118016,3170107,27,25,2.35754274349,23.0,0.92,-0.255407419346,2.354967257,3,2017
1502,3172,60756,1304203,22,19,0.506899073091,11.0,0.578947368421,-1.10115108851,1.889019876,2,2017
1502,3172,60768,1303403,24,23,1.166817498308,18.0,0.782608695652,-0.073858988878,2.165087549,3,2017
1502,3183,1102012,2800308,10,9,1.807252402406,7.0,0.777777777778,-1.106598369794,2.363321476,3,2017
1502,3188,1102644,3157005,16,10,1.15871216586,8.0,0.8,-2.384071600454,2.052009483,3,2017
1502,3279,1103487,3105608,30,27,2.703214926009,23.0,0.851851851852,-0.22500494237,2.867258238,3,2017
1502,3641,18069,3505500,28,7,1.823992450636,6.0,0.857142857143,0.084664303423,2.603447223,3,2017
1502,3849,1100880,1702109,24,22,0.871276795377,16.0,0.727272727273,-1.404914706304,2.28529339,3,2017
1502,3849,1135769,1721000,8,8,1.12118989804,1.0,0.125,,2.160414606,3,2017
1502,4098,1103163,4300406,10,10,1.647270678105,7.0,0.7,-4.3568054902,1.915142145,2,2017
1502,4098,1128937,4313904,18,18,2.187817733971,13.0,0.722222222222,0.005085102355,2.773847944,3,2017
1502,4098,1128939,4319802,3,3,3.240561958473,2.0,0.666666666667,4.324120037815,3.664864254,4,2017
1502,4503,122138,2901007,18,17,1.617455772404,16.0,0.941176470588,-1.830001170805,2.072513243,3,2017
1502,4504,1174684,5003702,33,31,2.51436526188,28.0,0.903225806452,0.060338092897,2.80059974,3,2017
1502,4613,104314,1100023,11,11,1.449019192234,11.0,1.0,-0.19896750944,2.384297735,3,2017
1502,4785,1137369,1100122,26,21,2.751936962883,17.0,0.809523809524,0.175553025572,2.516557164,3,2017
1502,4786,1190388,1716109,14,14,1.623567411502,9.0,0.642857142857,0.154555793402,2.364933577,3,2017
1502,4925,1102400,3547809,22,14,4.229366623521,10.0,0.714285714286,3.084741639663,4.019011509,5,2017
1502,5036,1125948,4201307,7,6,1.710729647234,4.0,0.666666666667,-1.21015806554,2.374721437,3,2017
1502,5077,98616,1400100,11,11,1.861645734622,3.0,0.272727272727,0.744800973755,2.44809709,3,2017
1502,5242,103385,2700300,67,45,1.072336747202,37.0,0.822222222222,-0.580664495509,2.38079611,3,2017
1502,5242,104812,2706307,97,52,0.82035867918,29.0,0.557692307692,-0.637882402936,2.678708336,3,2017
1502,5322,104280,4301602,19,15,1.759411699596,12.0,0.8,-1.487749376665,2.873083495,3,2017
1502,5701,1147025,1600303,23,20,1.940753701628,20.0,1.0,-0.96139327229,2.004885826,3,2017
1502,12189,1025849,3143302,16,13,2.128335554395,9.0,0.692307692308,3.382478928814,2.399919532,3,2017
1502,14408,1178556,5300108,10,7,3.223085482623,7.0,1.0,2.136913324782,3.345606553,4,2017
1502,14509,1103526,2911709,28,28,1.793946971519,28.0,1.0,-0.936254177383,2.31479882,3,2017
1502,14509,1103745,2907509,14,14,2.096904755111,14.0,1.0,-1.004011788344,2.18378231,3,2017
1502,14724,59461,4117602,16,16,1.815782074466,13.0,0.8125,0.641719186347,2.481917693,3,2017
1502,14724,1268177,4118402,17,17,2.582364514869,11.0,0.647058823529,-0.072929019427,2.923802126,3,2017
1502,15121,1152567,4305207,14,14,2.722821772826,14.0,1.0,0.516702504864,3.255409177,4,2017
1502,15121,1152574,4121406,14,14,2.859273147942,14.0,1.0,1.186593631496,3.235242219,4,2017
1502,15507,1168526,1200708,42,37,0.355959043209,37.0,1.0,-1.546396022954,1.487716346,2,2017
1502,15520,1153957,5003306,4,4,3.294375807402,4.0,1.0,5.399517979545,3.562591162,4,2017
1502,15522,1189755,1600303,21,19,1.396312165404,19.0,1.0,-0.849516996759,1.957759126,3,2017
1502,18440,115132,1504208,23,21,1.701479832638,19.0,0.904761904762,-1.750080730877,2.470240903,3,2017
1502,18492,70981,4128203,12,12,3.36739327533,9.0,0.75,4.400529159203,3.606683341,4,2017
1601,1,1188880,5107602,2,2,0.373928518253,2.0,1.0,-8.380160367856,1.743855397,2,2017
1601,2,44382,5300108,65,55,4.248605103115,46.0,0.836363636364,0.180437688428,3.420442192,4,2017
1601,3,20190,2806701,24,18,2.386090546303,16.0,0.888888888889,-0.78820453986,2.806822713,3,2017
1601,4,1110779,1302603,21,15,3.147251256402,14.0,0.933333333333,0.555233805256,3.317597935,4,2017
1601,5,525,2211001,50,47,2.989671149905,45.0,0.957446808511,-0.360784428138,2.742852199,3,2017
1601,6,318876,3146107,5,5,4.095239111056,5.0,1.0,2.678922323514,3.741695599,4,2017
1601,7,96401,3552205,37,34,3.793386652756,32.0,0.941176470588,-0.475834777743,3.300375086,4,2017
1601,7,300621,3548906,49,48,3.587388182126,47.0,0.979166666667,-1.540631105575,2.892220249,3,2017
1601,8,300684,3171303,26,23,3.205205911856,21.0,0.913043478261,-1.977720118625,2.993340828,4,2017
1601,8,1135277,3155504,24,23,3.421693382362,23.0,1.0,1.154174635796,3.639117803,4,2017
1601,9,300772,4113700,55,37,2.691030991008,34.0,0.918918918919,-0.826949975496,3.005760435,4,2017
1601,10,861,4106902,46,42,1.994376921367,39.0,0.928571428571,-0.104145077674,2.595883013,3,2017
1601,10,60128,4127700,29,27,1.688565194164,27.0,1.0,-0.368789711266,2.788670938,3,2017
1601,11,1174681,2611606,11,9,1.333658172764,8.0,0.888888888889,-6.285217253982,1.590842504,2,2017
1601,12,74364,4315602,32,26,2.330002113949,26.0,1.0,-0.611186224446,2.816994557,3,2017
1601,13,301109,4305108,46,33,1.964974507804,21.0,0.636363636364,-0.503913008609,2.824473132,3,2017
1601,13,1185669,4302105,2,1,,,,,,SC,2017
1601,14,40103,4318705,42,35,2.514685843203,25.0,0.714285714286,-0.198059887266,3.118176584,4,2017
1601,17,1430,3170206,161,75,2.414879157456,68.0,0.906666666667,-1.035223695873,2.957939179,4,2017
1601,17,411354,3134202,61,57,2.227394893281,55.0,0.964912280702,-0.075230431794,3.132553581,4,2017
1601,19,301624,3509502,47,45,2.147861434453,30.0,0.666666666667,-0.478338586004,2.592637356,3,2017
1601,20,66005,4314100,24,24,2.982575886177,20.0,0.833333333333,1.949149771796,3.200454269,4,2017
1601,21,301905,4314902,46,41,2.330455992038,38.0,0.926829268293,0.021790676,3.041238675,4,2017
1601,22,302009,3550308,79,51,2.907574074263,48.0,0.941176470588,-0.858681497792,3.037131473,4,2017
1601,23,58372,4313409,21,21,2.844369603244,10.0,0.47619047619,1.37644077556,3.218610281,4,2017
1601,24,45498,2913606,27,25,2.430116196676,24.0,0.96,-1.562269551987,2.778060253,3,2017
1601,54,123065,3509502,8,6,3.561882902235,2.0,0.333333333333,0.562445008454,3.475992986,4,2017
1601,56,66981,3551009,82,69,2.085792026654,65.0,0.942028985507,-1.644430451218,2.712578175,3,2017
1601,56,303142,3543907,67,51,3.632148714656,50.0,0.980392156863,-0.543363593517,3.064924602,4,2017
1601,56,303149,3507506,77,65,3.178046643193,61.0,0.938461538462,-0.691032730263,3.20489235,4,2017
1601,56,303154,3549805,56,54,4.31591263153,53.0,0.981481481481,0.397898980148,3.583826094,4,2017
1601,56,303222,3504008,49,26,2.345296084055,26.0,1.0,-2.354936932054,2.582509915,3,2017
1601,56,352256,3524303,45,38,2.585433246431,36.0,0.947368421053,-0.873567452914,3.068652043,4,2017
1601,56,1150787,3543907,37,26,2.673587599507,25.0,0.961538461538,-5.293948862149,2.265230283,3,2017
1601,56,1212121,3506003,36,31,3.461822878424,31.0,1.0,-0.585990639676,3.118573169,4,2017
1601,56,1300317,3520442,47,33,2.093524260583,31.0,0.939393939394,-1.197382538831,2.980312796,4,2017
1601,57,303408,4115200,20,15,2.960704821856,10.0,0.666666666667,-0.800080221125,3.109093666,4,2017
1601,71,303574,2408003,15,15,2.485905039875,14.0,0.933333333333,1.327034466315,2.815906642,3,2017
1601,76,303673,4202404,18,18,2.883472567402,12.0,0.666666666667,4.695199920718,3.347586829,4,2017
1601,81,57444,4209102,18,17,1.692133124151,14.0,0.823529411765,-1.596397875778,2.228766246,3,2017
1601,82,72882,4209003,19,18,2.968148127514,14.0,0.777777777778,2.831038753442,3.146704807,4,2017
1601,82,81372,4219507,14,13,1.199433111809,13.0,1.0,-1.190510156348,2.346358784,3,2017
1601,83,19431,4208203,44,38,2.638466706016,27.0,0.710526315789,0.014923323945,2.612504187,3,2017
1601,95,319491,2312908,37,33,1.779101974222,32.0,0.969696969697,-0.0991153888,2.777095456,3,2017
1601,107,348948,3162500,24,22,3.157051365111,21.0,0.954545454545,-0.544457464865,3.266417213,4,2017
1601,124,304318,3503208,31,19,1.232729144799,14.0,0.736842105263,-1.615815575462,2.675098407,3,2017
1601,137,354174,3506003,18,17,3.127928698371,14.0,0.823529411765,2.880263408317,3.762219922,4,2017
1601,138,417498,3543402,42,29,1.633401232981,23.0,0.793103448276,-0.20786247099,2.433077349,3,2017
1601,146,4677,3549805,25,25,2.007183197974,3.0,0.12,,2.327451864,3,2017
1601,150,1279265,3552205,13,11,2.099443318589,9.0,0.818181818182,-1.079072486044,2.490030226,3,2017
1601,160,304850,2611606,40,28,0.582111234925,23.0,0.821428571429,-0.710659883245,1.971383926,3,2017
1601,163,102400,3304557,61,56,0.873669826072,41.0,0.732142857143,-0.882377243371,2.434706977,3,2017
1601,163,102569,3304557,43,39,1.70168557728,19.0,0.487179487179,-0.423304713673,2.31403371,3,2017
1601,163,111150,3303906,32,27,2.185200617796,17.0,0.62962962963,0.993850056511,2.687414029,3,2017
1601,165,61361,3304557,77,67,2.363054681526,58.0,0.865671641791,-0.527852640023,3.038854482,4,2017
1601,176,305231,3304557,34,26,0.451127090724,21.0,0.807692307692,-2.463467117935,1.464350409,2,2017
1601,192,305353,3304557,9,9,0.45455010962,4.0,0.444444444444,-4.252275496882,1.514942413,2,2017
1601,203,305481,3550308,61,40,3.439063643869,32.0,0.8,1.971571925831,3.370555882,4,2017
1601,216,1190682,3106200,12,12,3.148051238092,10.0,0.833333333333,3.551793543578,3.185546643,4,2017
1601,221,319477,3550308,12,11,3.256808591422,7.0,0.636363636364,2.668231674871,3.58747844,4,2017
1601,227,305953,3548500,13,9,4.461833653052,6.0,0.666666666667,3.123521043905,3.952702335,5,2017
1601,240,306118,3304557,9,9,1.553877922641,6.0,0.666666666667,-2.312503794587,2.300846842,3,2017
1601,244,320542,3534401,11,9,1.410203370404,6.0,0.666666666667,-0.0937448924,2.18534025,3,2017
1601,266,415946,3538709,21,17,1.584653612983,13.0,0.764705882353,-1.772478718208,2.423016201,3,2017
1601,271,105194,3541406,38,22,2.857356442757,20.0,0.909090909091,2.201618782963,3.480944379,4,2017
1601,275,306578,3549904,15,14,2.060656524087,10.0,0.714285714286,-0.551555513345,2.573296333,3,2017
1601,277,1185667,3304557,31,28,1.524806049039,22.0,0.785714285714,0.512922572528,2.489086304,3,2017
1601,295,64458,4316808,22,21,2.077452234637,14.0,0.666666666667,-0.404734565063,2.722678265,3,2017
1601,316,72627,3550308,36,32,2.001721380886,22.0,0.6875,0.332785923065,3.278739738,4,2017
1601,316,113851,3550308,6,6,2.428484595223,2.0,0.333333333333,7.991006883414,4.302836791,5,2017
1601,316,113853,3550308,14,13,2.369932805458,8.0,0.615384615385,1.953646032268,3.573230932,4,2017
1601,316,113855,3550308,6,5,2.747645024696,2.0,0.4,2.957953126433,3.957251571,5,2017
1601,322,123617,3549904,28,24,2.158803503988,16.0,0.666666666667,0.914859068424,2.749070457,3,2017
1601,322,375228,3550308,20,18,3.905658634121,11.0,0.611111111111,5.688546511859,3.524953761,4,2017
1601,322,375233,3550308,31,24,2.620916564893,13.0,0.541666666667,2.316334633966,2.747897853,3,2017
1601,322,376377,3509502,46,30,2.282698042282,21.0,0.7,1.126527423987,2.743056522,3,2017
1601,322,376395,3550308,1,0,,,,,,SC,2017
1601,322,376421,3502804,7,5,3.137303182071,3.0,0.6,7.640103325947,3.967558273,5,2017
1601,322,376429,3504008,10,9,2.352375916523,5.0,0.555555555556,3.616482029411,3.095804667,4,2017
1601,322,376475,3506003,8,8,2.385768536294,7.0,0.875,0.673523551069,3.01533646,4,2017
1601,322,376483,3543402,13,12,2.666474839466,11.0,0.916666666667,1.721448178675,3.416369553,4,2017
1601,322,376528,5300108,17,11,2.400180773251,9.0,0.818181818182,3.220990261328,2.726758733,3,2017
1601,322,376554,3549805,1,0,,,,,,SC,2017
1601,322,376626,3552205,31,16,3.118144648138,14.0,0.875,3.477745930579,3.049148533,4,2017
1601,322,1155928,3550308,19,10,3.6111652868,6.0,0.6,5.30605768889,3.437793196,4,2017
1601,322,1155971,3550308,8,8,3.384972867979,7.0,0.875,4.508080168202,3.266788594,4,2017
1601,322,1180816,3547304,12,9,3.206383516887,2.0,0.222222222222,12.183989605243,3.937601788,4,2017
1601,322,1287855,3550308,7,6,3.047219312481,3.0,0.5,9.175317111367,3.540392275,4,2017
1601,322,1292752,3525904,12,12,2.619899335585,8.0,0.666666666667,2.464282800624,3.18911952,4,2017
1601,322,5000435,3548500,19,13,0.525139467727,7.0,0.538461538462,-4.828963415481,1.733897865,2,2017
1601,330,307409,3303500,10,10,0.747875634835,2.0,0.2,-1.285627929716,2.726463976,3,2017
1601,338,307490,3106200,55,53,2.692742289175,48.0,0.905660377358,-0.24577465903,2.992627506,4,2017
1601,338,341217,3106705,19,18,1.742599047863,14.0,0.777777777778,-0.584727352747,2.495223783,3,2017
1601,343,1112121,3106200,33,31,1.298746401259,22.0,0.709677419355,-0.532796042497,2.727736035,3,2017
1601,344,83208,3106200,70,56,2.10860583735,49.0,0.875,0.028354360598,2.9310397,3,2017
1601,349,88241,3106200,30,27,2.765937821872,23.0,0.851851851852,0.887282886972,3.472877304,4,2017
1601,367,69445,3143302,21,18,1.558482227789,16.0,0.888888888889,-2.105290822984,2.096578954,3,2017
1601,374,150152,3550308,96,85,1.64069138639,50.0,0.588235294118,-0.183670823578,2.585475504,3,2017
1601,384,1313306,5201108,20,17,0.521536161009,14.0,0.823529411765,-1.845659682008,2.697942292,3,2017
1601,386,82045,5208707,14,11,1.749117905758,5.0,0.454545454545,-2.810356896768,2.171399849,3,2017
1601,387,308164,5002704,23,22,2.095600134456,20.0,0.909090909091,0.830802861634,3.02098774,4,2017
1601,398,111492,2800308,9,8,1.004933952673,7.0,0.875,-2.785788721492,2.526845138,3,2017
1601,402,320068,5300108,11,11,1.590133741726,6.0,0.545454545455,-3.381048076421,2.010942242,3,2017
1601,403,319057,5300108,26,24,2.681210329354,20.0,0.833333333333,0.504750523047,3.414440757,4,2017
1601,409,45384,2611606,81,75,2.846913262302,73.0,0.973333333333,-0.440795229315,2.84914328,3,2017
1601,417,308589,3550308,18,18,1.284178433643,11.0,0.611111111111,-1.048868505847,2.992952451,4,2017
1601,423,73208,4307005,4,4,3.847704623879,4.0,1.0,6.433817493229,4.150296928,5,2017
1601,423,1170473,4308508,17,16,1.26182625004,15.0,0.9375,-0.199886678436,2.201537356,3,2017
1601,423,1170477,4317509,10,10,2.376116215145,10.0,1.0,1.965605068878,2.79245393,3,2017
1601,437,92124,4108403,18,18,2.191225282159,17.0,0.944444444444,1.399100242523,2.708871272,3,2017
1601,441,321040,4204301,11,11,2.140218578652,11.0,1.0,3.461136856281,2.946464082,4,2017
1601,449,366506,4304606,17,16,1.657630334043,8.0,0.5,-1.237347739009,2.252243136,3,2017
1601,450,1114511,1100122,26,24,1.344167822146,22.0,0.916666666667,0.346497703377,2.405600567,3,2017
1601,457,47280,3547809,21,19,2.218445290835,12.0,0.631578947368,-1.275053432151,2.343308639,3,2017
1601,466,106636,3550308,27,25,2.916356327996,22.0,0.88,1.509170009434,3.277937836,4,2017
1601,472,309726,3301702,19,18,1.160506941622,7.0,0.388888888889,-4.199677362491,1.834170452,2,2017
1601,474,1075352,3304201,22,21,1.70704972226,12.0,0.571428571429,-1.008417440204,1.966325894,3,2017
1601,480,422090,3305802,27,25,2.555702838481,16.0,0.64,0.927402013639,2.711002922,3,2017
1601,481,309837,3518800,33,33,2.039033105178,18.0,0.545454545455,0.947440147328,2.439019067,3,2017
1601,482,69428,4204608,33,28,1.568942615985,19.0,0.678571428571,-0.946516499409,2.405451761,3,2017
1601,489,105726,3306305,11,11,2.788669540499,11.0,1.0,0.870729470095,3.535867134,4,2017
1601,494,352046,4218707,4,4,3.126710042845,3.0,0.75,3.091407690556,2.884615257,3,2017
1601,496,310154,3516200,22,20,2.056477530761,17.0,0.85,0.430111083525,3.293237175,4,2017
1601,514,73014,3300407,18,17,2.257145678992,14.0,0.823529411765,1.742689025098,2.785575655,3,2017
1601,518,1118189,5300108,1,1,,,,,,SC,2017
1601,519,1205023,2927408,14,13,2.262261887084,11.0,0.846153846154,1.184573227291,2.287346178,3,2017
1601,521,310610,3530607,49,39,2.88487772917,24.0,0.615384615385,0.962893316576,3.205220713,4,2017
1601,522,1327243,3304557,19,17,1.819674940591,12.0,0.705882352941,-1.749703910059,2.309551038,3,2017
1601,527,107734,5208707,45,38,1.295172791631,32.0,0.842105263158,-1.14186843887,2.378735961,3,2017
1601,528,1151681,3304557,35,33,3.203487714309,30.0,0.909090909091,0.162130692317,3.291923071,4,2017
1601,532,364194,4310207,13,12,2.436218477147,10.0,0.833333333333,2.477921841368,3.155743829,4,2017
1601,547,311310,3304557,90,77,3.029449525295,70.0,0.909090909091,-0.185133784192,3.041737017,4,2017
1601,548,311426,2111300,56,50,2.735235820737,42.0,0.84,-0.170824640245,2.886753577,3,2017
1601,549,99841,1200203,23,18,0.56865460895,18.0,1.0,-0.605663881565,2.537784816,3,2017
1601,550,114055,2507507,14,12,2.580369669281,12.0,1.0,1.87636896814,3.182764891,4,2017
1601,550,311593,2504009,21,14,,,,,,SC,2017
1601,569,12027,1501402,23,13,2.549786457357,8.0,0.615384615385,-1.678311077456,2.991810194,4,2017
1601,570,12332,2408102,95,68,2.62129477638,46.0,0.676470588235,-0.934625887137,2.949016438,4,2017
1601,571,312588,4106902,48,39,4.347619104847,35.0,0.897435897436,0.727294570837,3.425641036,4,2017
1601,571,415238,4106902,50,46,3.375025631257,43.0,0.934782608696,-0.896926554801,2.996131699,4,2017
1601,571,1113241,4117909,23,23,2.335425709665,21.0,0.913043478261,1.311673968461,3.26752178,4,2017
1601,572,344367,3303302,54,51,3.210905478552,47.0,0.921568627451,-1.073941430689,2.98964682,4,2017
1601,573,99086,3204906,39,31,1.62249335519,30.0,0.967741935484,-1.756446725667,2.692139076,3,2017
1601,573,99278,3200201,16,16,3.38870561679,15.0,0.9375,1.733385288782,3.39001632,4,2017
1601,573,312812,3205309,116,77,2.875691692329,77.0,1.0,-1.006870216685,2.907689915,3,2017
1601,574,312916,3305554,100,39,2.329489651651,32.0,0.820512820513,-1.839634131247,2.57873308,3,2017
1601,575,312945,3106200,141,116,4.226586151218,112.0,0.965517241379,-0.852082353892,3.306514364,4,2017
1601,577,13225,2704302,70,64,2.511990311626,60.0,0.9375,-0.225867940895,2.829049492,3,2017
1601,578,118024,2933307,13,13,2.611954209746,13.0,1.0,1.177621749876,3.113748044,4,2017
1601,578,313283,2927408,65,43,3.898670774603,26.0,0.604651162791,0.501682830132,3.359984037,4,2017
1601,579,313399,2507507,39,38,3.033869440612,33.0,0.868421052632,-0.090620873702,3.109224428,4,2017
1601,579,397767,2501104,13,12,0.64571035229,8.0,0.666666666667,-4.733167830237,2.027902625,3,2017
1601,580,44992,2611606,135,122,2.853156684096,121.0,0.991803278689,-0.161127226898,2.948813487,4,2017
1601,580,58852,2611606,75,72,1.922969878108,71.0,0.986111111111,-0.575818348043,2.772524476,3,2017
1601,581,45003,4314902,92,78,3.104854326525,54.0,0.692307692308,-1.66478803527,2.896429458,3,2017
1601,581,100820,4310330,11,9,2.3317528919,6.0,0.666666666667,-1.23195210906,3.12837353,4,2017
1601,582,1113713,4316907,28,26,3.248804825312,17.0,0.653846153846,-1.21365955314,3.108699469,4,2017
1601,583,313974,2304400,59,39,3.87731460773,37.0,0.948717948718,0.869110541654,3.45960248,4,2017
1601,584,314089,5208707,42,41,2.793784565807,36.0,0.878048780488,-0.111240893751,3.031905341,4,2017
1601,584,314135,5211909,10,7,1.87701018773,4.0,0.571428571429,0.122142114937,2.39362114,3,2017
1601,584,421702,5205109,2,0,,,,,,SC,2017
1601,584,1113004,5205109,19,17,2.319408239294,16.0,0.941176470588,0.42131285651,2.964282879,4,2017
1601,585,314218,4205407,49,41,3.913331855959,37.0,0.90243902439,-0.17837895281,3.235624442,4,2017
1601,586,23976,3304557,17,12,3.461878896208,12.0,1.0,-3.827304593976,2.93607886,3,2017
1601,586,29106,3304557,8,8,4.15391953697,6.0,0.75,-1.736539755369,3.324002024,4,2017
1601,586,31957,3304557,37,34,4.612636850558,31.0,0.911764705882,-1.400420915886,3.219293338,4,2017
1601,586,31958,3304557,25,24,4.839802472134,17.0,0.708333333333,0.890334168104,3.711179162,4,2017
1601,586,31959,3304557,34,32,4.897786268359,31.0,0.96875,0.405720586186,3.611573103,4,2017
1601,586,112586,3304557,31,28,3.111399456046,27.0,0.964285714286,-1.251370701088,3.250050144,4,2017
1601,586,1114292,3301702,60,55,2.944199420674,55.0,1.0,-0.219998337746,3.162838481,4,2017
1601,586,1180207,3302403,7,6,3.827828162321,6.0,1.0,1.356805630496,3.533438204,4,2017
1601,587,14506,2611606,86,77,1.955776120405,75.0,0.974025974026,-0.62340187523,2.811634922,3,2017
1601,587,101834,2613909,25,23,1.639770588519,19.0,0.826086956522,0.830923607878,2.859419545,3,2017
1601,590,1272128,1502202,22,21,2.587096675675,21.0,1.0,0.356995951002,3.022755733,4,2017
1601,591,101219,3513801,52,51,4.114532528941,51.0,1.0,0.330306624915,3.445922016,4,2017
1601,592,63838,3138203,47,43,4.060131712471,42.0,0.976744186047,1.366863639236,3.606654562,4,2017
1601,595,1112281,3101607,40,35,3.519541668894,35.0,1.0,0.251825644813,3.369824592,4,2017
1601,609,69404,4104808,31,29,1.904324634547,27.0,0.931034482759,-2.651063988172,2.505539137,3,2017
1601,634,113737,4304663,27,26,3.114232473984,23.0,0.884615384615,0.463304002492,3.075520789,4,2017
1601,640,15081,3303302,45,36,1.254449052802,22.0,0.611111111111,-0.418735113959,2.389591039,3,2017
1601,641,116886,4304606,18,16,0.50349893295,8.0,0.5,-3.866078801608,2.360707932,3,2017
1601,663,1187576,3304904,27,27,0.988306057768,8.0,0.296296296296,-3.0842636054,2.137466821,3,2017
1601,663,1260279,3301009,13,11,0.4457913017,2.0,0.181818181818,,1.849321322,2,2017
1601,664,56141,3205200,16,15,4.486109147892,11.0,0.733333333333,5.943881865107,4.355178847,5,2017
1601,665,15333,3554102,19,15,2.496941446627,14.0,0.933333333333,1.009862091251,2.798318884,3,2017
1601,666,21114,2910800,46,43,2.802777444752,40.0,0.93023255814,0.251115729631,2.730681114,3,2017
1601,671,315544,5002704,11,10,2.720900475128,7.0,0.7,6.167016845668,3.468719367,4,2017
1601,688,38881,2918001,11,11,1.55681961098,10.0,0.909090909091,-3.226931090086,2.427569588,3,2017
1601,688,150052,2933307,12,10,2.648227122682,10.0,1.0,0.2556660868,2.980374583,4,2017
