area,curso,N,idd,ano
21,18460,36.0,-1.004732106272,2017
21,1175586,12.0,-2.05380063775,2017
21,63950,58.0,0.847084419384,2017
21,21581,106.0,0.005157452322,2017
21,1175585,10.0,0.968196584739,2017
21,1179176,10.0,1.572732342401,2017
21,117543,37.0,0.129273530958,2017
21,5000234,120.0,-0.381290986062,2017
21,73530,10.0,1.943207388665,2017
21,111258,43.0,-0.495924778435,2017
21,96861,51.0,0.165729719912,2017
21,20862,133.0,-1.571994327742,2017
21,1138990,15.0,0.328495194563,2017
21,20089,68.0,-0.010433717504,2017
21,118846,53.0,-0.061299467964,2017
21,20711,23.0,-1.870944465063,2017
21,57232,165.0,-0.163400924793,2017
21,20719,74.0,0.364358404968,2017
21,1192286,2.0,4.587562226948,2017
21,88448,38.0,-0.561294642814,2017
21,1174106,27.0,-0.786268720867,2017
21,65205,83.0,-0.072188668693,2017
21,50235,138.0,0.041524615524,2017
21,108426,58.0,0.76576877807,2017
21,74432,49.0,0.75819136425,2017
21,1258945,42.0,0.983053301737,2017
21,5000284,27.0,0.77223041396,2017
21,20742,63.0,-0.272158349076,2017
21,1147234,37.0,0.019638201219,2017
21,1187329,12.0,1.620532621703,2017
21,20679,93.0,-0.888814826962,2017
21,1157246,34.0,-0.487246310542,2017
21,5000224,10.0,1.807512125331,2017
21,20723,3.0,,2017
21,1104579,13.0,1.928661131347,2017
21,109294,22.0,-1.366543276141,2017
21,1102447,26.0,1.110503964657,2017
21,121413,24.0,-0.933146664852,2017
21,1182262,14.0,-0.227935704742,2017
21,1158692,26.0,2.831528700886,2017
21,1205519,15.0,2.933884644111,2017
21,52889,90.0,-0.318028024248,2017
21,22056,61.0,-0.722098932394,2017
21,1166032,10.0,2.824461764337,2017
21,37286,106.0,-0.571986471134,2017
21,1181217,28.0,1.398246700852,2017
21,1191051,87.0,0.000714238715,2017
21,1178659,1.0,,2017
21,67219,2.0,-11.61012014276,2017
21,88416,83.0,0.275657145343,2017
21,1104881,57.0,-0.521258059885,2017
21,95164,45.0,-1.648623356438,2017
21,1180644,7.0,1.428482593663,2017
21,94975,165.0,-0.284815170327,2017
21,1115425,35.0,0.485308186986,2017
21,1191950,5.0,3.67899882423,2017
21,1181819,46.0,-0.112885534416,2017
21,48451,39.0,-0.171707762012,2017
21,1258816,14.0,-0.798458052567,2017
21,1154789,33.0,1.012886348184,2017
21,73894,114.0,-0.572047948655,2017
21,90778,6.0,-1.992225374522,2017
21,1109881,41.0,-0.656441394654,2017
21,1139576,52.0,0.426969732737,2017
21,89778,43.0,-0.119097633309,2017
21,54932,22.0,-0.699382075786,2017
21,97245,80.0,-0.479856821226,2017
21,1045117,60.0,-0.239653692369,2017
21,99519,142.0,-0.364620073804,2017
21,1287486,24.0,-0.031175182758,2017
21,1183207,5.0,2.01690557546,2017
21,88559,30.0,-2.391605933467,2017
21,122796,99.0,-0.040476907881,2017
21,18327,235.0,0.068191228795,2017
21,114805,,,2017
21,1129147,47.0,0.690539267052,2017
21,117210,11.0,1.804128179375,2017
21,1104348,24.0,0.530575050178,2017
21,1139935,45.0,0.290778066247,2017
21,117226,25.0,0.270363173988,2017
21,80358,25.0,-0.63265112343,2017
21,94766,257.0,-0.169579899416,2017
21,1058384,20.0,-1.00086860548,2017
21,1108728,19.0,-0.417250594469,2017
21,41944,77.0,-0.137248208373,2017
21,1100599,31.0,-0.335920594117,2017
21,1184297,10.0,3.41930181403,2017
21,1155839,9.0,2.453482222508,2017
21,1192523,31.0,-0.476853727554,2017
21,83426,9.0,-1.167610198209,2017
21,5273,35.0,-1.135680504046,2017
21,1187867,4.0,8.710553203523,2017
21,17152,56.0,-0.202406034633,2017
21,118334,33.0,-0.183088134007,2017
21,1112150,70.0,0.249400396552,2017
21,91286,19.0,-0.54935384723,2017
21,78154,11.0,-1.427453522546,2017
21,1182873,14.0,0.39727169721,2017
21,1106422,48.0,0.371902879266,2017
21,1168589,20.0,-0.711928874182,2017
21,20152,11.0,-1.822241394389,2017
21,72771,39.0,-0.410074122184,2017
21,1059394,38.0,-0.78573223501,2017
21,1193183,6.0,-6.347389546578,2017
21,1191407,9.0,0.508621480096,2017
21,5000384,47.0,0.719786891358,2017
21,112426,38.0,-0.564789275605,2017
21,1200479,12.0,,2017
21,1150762,37.0,1.142199591025,2017
72,1190154,1.0,,2017
72,90237,26.0,1.57374355025,2017
72,1121217,4.0,-1.181126105038,2017
72,1265420,3.0,,2017
72,98361,24.0,0.07765856611,2017
72,98373,8.0,-3.757426278158,2017
72,1191569,47.0,-0.633211714568,2017
72,102312,25.0,-1.132556612684,2017
72,115664,62.0,0.531975851758,2017
72,121131,150.0,-0.038058552571,2017
72,1159447,48.0,0.310923739636,2017
72,5000884,56.0,-0.003283139013,2017
72,62742,9.0,-0.013387318254,2017
72,41278,21.0,-2.44404779256,2017
72,60556,5.0,0.392495705961,2017
72,19415,7.0,0.457665522481,2017
72,115904,13.0,-1.994924694878,2017
72,73596,14.0,-0.397059277618,2017
72,70274,10.0,-2.129006153834,2017
72,80437,12.0,0.420431842163,2017
72,84866,1.0,,2017
72,103209,16.0,0.744324883304,2017
72,1119473,131.0,-0.231299985092,2017
72,89002,20.0,-2.04169442795,2017
72,1187399,,,2017
72,1315664,7.0,-0.037675460708,2017
72,1161613,6.0,-6.005712122262,2017
72,1179083,4.0,4.859461374523,2017
72,52007,24.0,-1.062831567438,2017
72,65955,11.0,-0.369951832656,2017
72,123677,5.0,-1.8567240618,2017
72,1258538,29.0,-1.454466289157,2017
72,81328,18.0,-1.191089672654,2017
72,83252,1.0,,2017
72,19241,3.0,-1.100344741146,2017
72,6668,16.0,-1.031787452297,2017
72,1081609,7.0,2.037199988069,2017
72,102198,9.0,-3.437904697975,2017
72,103257,24.0,-2.058176044533,2017
72,103259,6.0,-0.605242984266,2017
72,112056,32.0,-0.872884289781,2017
72,116390,14.0,0.16149458282,2017
72,1279547,9.0,-2.510723361663,2017
72,97271,,,2017
72,114097,6.0,2.527706674825,2017
72,114178,7.0,1.103832530758,2017
72,123523,4.0,-0.751314450188,2017
72,123526,8.0,1.251256883296,2017
72,123530,5.0,-0.303503397637,2017
72,123537,9.0,-1.054147556199,2017
72,123539,5.0,-0.206809367575,2017
72,123541,9.0,-0.678364066462,2017
72,123549,11.0,1.059059010168,2017
72,1155933,8.0,-4.118475281667,2017
72,1156021,12.0,-0.800803905338,2017
72,1160946,12.0,-3.347284316971,2017
72,1180605,,,2017
72,1258844,4.0,-3.271710117443,2017
72,1258848,5.0,4.436670002554,2017
72,1286800,27.0,,2017
72,1298977,,,2017
72,5000456,6.0,-2.13068204202,2017
72,72981,16.0,-4.254353085395,2017
72,92834,7.0,-0.165555436315,2017
72,71891,18.0,0.945871952805,2017
72,80542,36.0,-0.073643861512,2017
72,115142,22.0,-0.08284686721,2017
72,1112467,11.0,1.788533761796,2017
72,113521,9.0,2.19912661065,2017
72,1118107,2.0,9.303981703564,2017
72,74500,1.0,,2017
72,1333909,14.0,0.96822011691,2017
72,105108,12.0,0.462261273343,2017
72,1191654,10.0,-0.25287151317,2017
72,118966,13.0,-3.092647091112,2017
72,1121456,3.0,-2.831116660465,2017
72,9586,,,2017
72,113829,24.0,-0.812957403055,2017
72,1214120,9.0,-3.546352801862,2017
72,1144777,7.0,2.129815758066,2017
72,83702,11.0,-1.758836817184,2017
72,113126,11.0,-0.9586911255,2017
72,102770,22.0,0.147191306296,2017
72,102889,27.0,0.818347956779,2017
72,103549,14.0,1.713782909489,2017
72,1204298,7.0,4.06491561971,2017
72,1315463,3.0,-8.718563364259,2017
72,68029,15.0,1.025712210368,2017
72,112322,13.0,3.641541270822,2017
72,1279855,3.0,1.803049236081,2017
72,9470,,,2017
72,1151692,11.0,-2.154421234237,2017
72,1269976,14.0,-1.595462512926,2017
72,18606,24.0,1.564052440738,2017
72,1132259,18.0,-2.621290185652,2017
72,97739,13.0,2.870451063694,2017
72,1205876,30.0,0.107972123097,2017
72,1166239,3.0,-6.26793283146,2017
72,86782,44.0,-0.606983054585,2017
72,102700,22.0,0.458303783603,2017
72,1156617,10.0,-1.54071479008,2017
72,116110,14.0,2.092478557077,2017
72,1172346,10.0,-0.195194481309,2017
72,1188193,17.0,0.726662699235,2017
72,42461,17.0,-0.71566786725,2017
72,62424,14.0,0.210312008425,2017
72,90651,36.0,0.519718914687,2017
72,60006,20.0,-0.869095008615,2017
72,85822,26.0,-0.68921461162,2017
72,110144,32.0,-0.406646423012,2017
72,1128647,5.0,3.694376518849,2017
72,1271987,3.0,7.813574021029,2017
72,116590,18.0,3.319783524342,2017
72,1122749,2.0,8.313307589807,2017
72,112630,15.0,0.665874000956,2017
72,1106554,24.0,-0.464143171816,2017
72,1166498,21.0,-0.113309393056,2017
72,1180600,19.0,4.493616904412,2017
72,1258759,10.0,1.823802120698,2017
72,1270730,4.0,9.402852052137,2017
72,1285254,8.0,2.266199067381,2017
72,111484,10.0,-0.689965181773,2017
72,1170396,5.0,-0.39588254355,2017
72,1142424,2.0,-5.525449377742,2017
72,1111971,19.0,1.970407567305,2017
72,19607,8.0,-3.825717225193,2017
72,1295073,1.0,,2017
72,1294739,2.0,-7.322503918254,2017
72,58408,14.0,-1.258934138651,2017
72,49979,1.0,,2017
72,64734,4.0,9.093124104349,2017
72,118168,21.0,1.064381331372,2017
72,118514,13.0,1.11507150727,2017
72,118516,15.0,-0.110386508107,2017
72,118520,17.0,1.711635956929,2017
72,17001,6.0,-1.171938668633,2017
72,68009,7.0,-2.483585796011,2017
72,17266,5.0,0.185294913932,2017
72,58360,67.0,0.496157480933,2017
72,1204643,19.0,2.474982749962,2017
72,1204842,7.0,5.813663541471,2017
72,17307,5.0,7.155823838394,2017
72,17530,21.0,2.220909160339,2017
72,18277,119.0,-0.244670538229,2017
72,1186931,12.0,-0.122436583301,2017
72,1153739,2.0,2.353201760901,2017
72,120479,13.0,-1.188105382451,2017
72,1144540,9.0,1.855291097351,2017
72,1205967,26.0,-1.162669030653,2017
72,1308132,16.0,-0.905809840203,2017
72,1185394,11.0,-0.379367231962,2017
72,1185395,4.0,-3.88787367594,2017
72,1303431,1.0,,2017
72,1259867,2.0,-1.112195090133,2017
72,100244,39.0,0.739543940617,2017
72,1183332,3.0,7.309075701693,2017
72,70051,37.0,-0.053906914116,2017
72,1206001,79.0,-0.078821072004,2017
72,121153,,,2017
72,105076,4.0,-1.210997968737,2017
72,95104,16.0,3.57408775005,2017
72,1166614,11.0,4.791851100054,2017
72,1300041,12.0,-2.496945752403,2017
72,1134850,14.0,-0.305455465664,2017
72,20525,11.0,2.574538568919,2017
72,1170053,81.0,-0.353001193981,2017
72,85973,,,2017
72,114568,7.0,0.071991324636,2017
72,1258651,,,2017
72,1299253,19.0,-0.61102533424,2017
72,150138,8.0,-4.865560597482,2017
72,1160973,8.0,0.207288527691,2017
72,70771,7.0,-0.067440106488,2017
72,1188129,23.0,0.317260770461,2017
72,119966,10.0,-3.544689684422,2017
72,113469,9.0,-0.999947939328,2017
72,1158385,18.0,0.666261351207,2017
72,87148,33.0,0.106637933081,2017
72,1300509,25.0,-0.69493889521,2017
72,58366,1.0,,2017
72,1181336,3.0,4.094392092313,2017
72,1205029,,,2017
72,1146536,7.0,1.553805679135,2017
72,115692,4.0,3.476941405602,2017
72,72879,2.0,1.879557476504,2017
72,101418,22.0,-1.218389115006,2017
72,1259052,2.0,2.876917955502,2017
72,55542,9.0,-2.226137194007,2017
72,5000024,1.0,,2017
72,1188850,,,2017
72,1266797,35.0,-0.690919048293,2017
72,109638,7.0,-1.031819077931,2017
72,1315315,83.0,-0.503092025588,2017
72,74340,2.0,2.63457847288,2017
72,1169549,10.0,-0.797948897739,2017
72,1313263,7.0,1.481470258269,2017
72,1364620,,,2017
72,112264,5.0,-3.101424854073,2017
72,1175920,1.0,,2017
72,120976,11.0,0.488979672905,2017
72,105644,21.0,-0.672877126708,2017
72,100266,32.0,-1.238223119462,2017
72,99954,10.0,-1.404047870914,2017
72,1313301,11.0,0.706186148747,2017
72,1189812,23.0,-0.072726402663,2017
72,1150279,23.0,0.699578386183,2017
72,1205024,1.0,,2017
72,1100858,9.0,-0.326712129177,2017
72,1168052,16.0,-2.206603569049,2017
72,120172,34.0,1.182780615574,2017
72,47972,4.0,2.471004807641,2017
72,47976,3.0,-7.721433390472,2017
72,120446,4.0,5.089133413422,2017
72,48050,1.0,,2017
72,1058492,1.0,,2017
72,73891,4.0,-3.061729134032,2017
72,1153833,4.0,,2017
72,100666,11.0,-1.62204537286,2017
72,150129,35.0,-0.22640541215,2017
72,1103832,4.0,-0.430081002918,2017
72,48231,30.0,-0.908241370679,2017
72,72017,61.0,0.257713202196,2017
72,121824,59.0,-0.162224088955,2017
72,121940,24.0,1.765492490872,2017
72,122124,34.0,-0.173563355787,2017
72,123850,12.0,-0.736034883851,2017
72,1128356,14.0,-1.416263205795,2017
72,1128377,50.0,-1.023816892444,2017
72,1166436,18.0,1.134569597614,2017
72,1168576,9.0,2.421145585468,2017
72,1168577,15.0,-1.478003921151,2017
72,1181037,16.0,1.341061411258,2017
72,1188348,42.0,-0.088320779071,2017
72,1188375,10.0,2.420006598965,2017
72,1188377,14.0,1.130540533561,2017
72,1214442,26.0,-0.316154133859,2017
72,1260286,15.0,1.3065191925,2017
72,1260313,18.0,-0.945850360804,2017
72,5001091,27.0,-0.109579367774,2017
72,48267,,,2017
72,83436,20.0,0.626280351023,2017
72,1129606,15.0,0.514200235857,2017
72,1270621,6.0,-1.330245054338,2017
72,1299197,10.0,-0.250714285603,2017
72,48271,20.0,0.922499891669,2017
72,87330,30.0,-0.745653922261,2017
72,1193457,9.0,-0.941950678241,2017
72,62638,31.0,-1.549585801448,2017
72,88728,20.0,-0.257778349138,2017
72,1186003,4.0,1.801277527761,2017
72,19849,9.0,1.615892080061,2017
72,96934,7.0,-3.802894862029,2017
72,1156711,17.0,1.007332411379,2017
72,85616,12.0,-0.625185386343,2017
72,1134422,9.0,-0.64684236775,2017
72,1308555,,,2017
72,51715,34.0,-1.246862135063,2017
72,1166126,9.0,-3.603565088872,2017
72,1186571,4.0,2.143557346344,2017
72,51864,12.0,-3.049193468436,2017
72,1151687,25.0,1.261253044663,2017
72,97239,11.0,-0.867718386376,2017
72,1180251,8.0,1.933842504695,2017
72,1076195,21.0,1.994593632879,2017
72,1164214,3.0,-1.321247637719,2017
72,109796,2.0,-1.254844668497,2017
72,99914,5.0,-3.543139294048,2017
72,1258369,10.0,-1.979143683482,2017
72,1055781,3.0,-2.950454859669,2017
72,96938,11.0,-1.538410655341,2017
72,96249,12.0,-1.831180510954,2017
72,1177484,3.0,-0.455425916932,2017
72,108232,4.0,-4.38386556652,2017
72,97206,4.0,-4.781207997151,2017
72,1180836,15.0,-1.248407892057,2017
72,1180846,6.0,-4.613256515132,2017
72,105914,4.0,-2.416152476988,2017
72,96936,11.0,-1.926647590256,2017
72,56158,15.0,-1.426124554751,2017
72,1313397,11.0,-0.280129164816,2017
72,1036337,22.0,1.310117172865,2017
72,112292,6.0,-0.857704499534,2017
72,110508,10.0,3.304875129422,2017
72,1330186,2.0,,2017
72,122150,7.0,-4.158452162447,2017
72,100716,13.0,-2.110479199879,2017
72,1127035,29.0,0.046334574982,2017
72,1128230,14.0,0.38021719686,2017
72,1168085,14.0,-9.189369976351,2017
72,69318,16.0,1.318691969979,2017
72,91909,21.0,-1.471603138867,2017
72,96981,51.0,-0.238843392315,2017
72,1261310,5.0,-0.849271663762,2017
72,71459,1.0,,2017
72,5001211,4.0,-4.75354404263,2017
72,68765,20.0,1.511876730696,2017
72,1204530,2.0,2.258423222357,2017
72,60168,10.0,1.026232605525,2017
72,112526,5.0,3.665992091864,2017
72,1071167,24.0,-0.711724833507,2017
72,107976,1.0,,2017
72,17452,9.0,7.537120476348,2017
72,1042841,1.0,,2017
72,5000008,12.0,-0.603110760955,2017
72,69212,45.0,-0.710657414133,2017
72,5001178,10.0,0.98193052547,2017
72,74416,4.0,-6.187487334551,2017
72,1143464,19.0,-0.294266498751,2017
72,110486,9.0,0.151609953011,2017
72,74677,17.0,2.703038811176,2017
72,88672,3.0,-7.179776505176,2017
72,1295581,14.0,0.022060363907,2017
72,75347,24.0,-0.430761978692,2017
72,79430,38.0,-0.312264212332,2017
72,1153085,33.0,-1.936623500473,2017
72,1210130,21.0,0.26261178358,2017
72,75359,66.0,-0.00712500413,2017
72,79537,13.0,1.040225058508,2017
72,83314,14.0,1.320485108517,2017
72,80892,15.0,3.481749515764,2017
72,99934,7.0,-1.802710233198,2017
72,101190,9.0,3.375267236587,2017
72,107398,16.0,1.26916311609,2017
72,1103759,11.0,0.59248359164,2017
72,117454,11.0,0.662617244853,2017
72,1190173,8.0,1.039737608458,2017
72,105942,8.0,-2.009230351143,2017
72,83186,4.0,2.59001817431,2017
72,58741,21.0,0.258365443038,2017
72,119924,19.0,1.710443058777,2017
72,79418,6.0,1.585399698018,2017
72,1131840,6.0,-2.288954960643,2017
72,1279732,1.0,,2017
72,5001153,11.0,-1.046649959794,2017
72,1315343,7.0,1.228741683254,2017
72,1314413,9.0,-2.539452991557,2017
72,1073316,5.0,0.042069296582,2017
72,1150328,32.0,-1.215529325537,2017
72,1106470,24.0,0.499138625541,2017
72,116900,22.0,0.181894894056,2017
72,96819,67.0,-0.369041459691,2017
72,96867,64.0,-0.659777130482,2017
72,1264046,3.0,-5.370722480933,2017
72,71514,18.0,1.189826839468,2017
72,48895,19.0,-3.747094391926,2017
72,107836,34.0,-0.544030401458,2017
72,1209155,16.0,-0.227748549398,2017
72,112984,20.0,0.178475686247,2017
72,102264,14.0,0.887644592065,2017
72,5001172,13.0,1.895907281471,2017
72,1001938,19.0,0.563737139686,2017
72,1138872,,,2017
72,1039284,,,2017
72,1101541,2.0,0.4550829941,2017
72,1053121,1.0,,2017
72,1055551,4.0,-6.648679495138,2017
72,1185136,3.0,-1.177721376574,2017
72,1073542,,,2017
72,102276,4.0,-2.640928988198,2017
72,1085586,2.0,-6.557562112329,2017
72,1103633,3.0,0.165309435715,2017
72,1163800,15.0,1.3195460349,2017
72,1127156,18.0,-0.408454350882,2017
72,1268162,7.0,0.766807493368,2017
72,1268163,10.0,1.608770909385,2017
72,1313181,13.0,0.90307074598,2017
72,1313182,3.0,4.468073553435,2017
72,1313188,2.0,12.729484088694,2017
72,1199657,2.0,-1.307758345372,2017
72,1153960,47.0,-0.352135821192,2017
72,1153961,10.0,1.362026167405,2017
72,1313944,7.0,-2.836498338416,2017
72,1150467,73.0,0.335845750066,2017
72,1160224,33.0,0.356321503142,2017
72,1268536,17.0,-0.195474904436,2017
72,1150438,27.0,0.763408547054,2017
72,1149897,23.0,0.097074277192,2017
72,1152201,27.0,0.746164807028,2017
72,1179304,2.0,-3.562035732326,2017
72,1151449,26.0,0.696724445365,2017
72,1150302,25.0,1.281391402709,2017
72,1215132,7.0,-1.912247021981,2017
72,1149689,73.0,-0.033778712211,2017
72,1150259,56.0,0.700961869245,2017
72,1183690,37.0,-0.282397634719,2017
72,1321335,5.0,-4.900865121792,2017
76,1189853,2.0,,2017
76,1149672,12.0,0.059618179518,2017
76,101211,,,2017
76,1192616,7.0,0.600395985471,2017
76,110552,11.0,0.156328115816,2017
76,1139645,5.0,5.097181325634,2017
76,1161841,,,2017
76,114174,,,2017
76,1203444,,,2017
76,97867,,,2017
76,1107985,,,2017
76,119908,8.0,1.662138356123,2017
76,1205436,15.0,-1.274379890647,2017
76,106593,8.0,-2.781267264641,2017
76,1184936,3.0,-8.664533422623,2017
76,88952,5.0,6.973522765981,2017
76,1160026,1.0,,2017
76,58070,,,2017
76,99902,5.0,-2.48206172685,2017
76,120500,2.0,7.366970489828,2017
76,1152261,31.0,-1.757555378495,2017
76,1284847,15.0,0.992900781555,2017
76,115334,,,2017
76,1304817,3.0,-2.873123849177,2017
76,1158910,4.0,-7.185683084724,2017
76,119372,2.0,6.070119298786,2017
76,109674,5.0,-3.082510237202,2017
76,107060,,,2017
