curso,rank,idd,N,std,enem.mean,ies,municipio,stderr,area,ano
1152571,1,10.11344523313162,14,6.881266751299627,523.8607142857143,15121,4121406,1.8390958978830123,1602,2014
1128930,2,7.572681161016845,10,8.946789720900295,558.7475,4098,4300406,2.829223326462709,1602,2014
118068,3,7.222219402445818,6,6.129907535695092,560.7208333333333,579,2507507,2.502524272149073,1602,2014
312332,4,6.611405247577579,12,7.120652900440578,543.4041666666667,570,2408102,2.0555554344376286,1602,2014
1152544,5,6.344231235153201,19,9.139665572601174,545.5434210526316,15121,4305207,2.096783084669806,1602,2014
2009,6,6.2533967792386465,20,10.474606309410083,616.9025,22,3550308,2.342193174538914,1602,2014
1152882,7,6.079050796182395,10,8.320484373249599,549.245,2564,2503704,2.6311681855307305,1602,2014
76429,8,5.980778948376886,5,5.868206489750468,542.075,322,3504008,2.6243417234174937,1602,2014
19339,9,5.937430418240367,9,8.469502393034876,491.9472222222222,423,4308508,2.8231674643449587,1602,2014
113735,10,5.779013548772451,11,14.866365028382123,602.0568181818182,634,4304663,4.482377708691337,1602,2014
1103692,11,5.613801304213721,22,11.225471462900352,558.3068181818181,1808,3204609,2.393278557319817,1602,2014
3574,12,5.54684960902125,7,9.178376829211134,530.9107142857143,71,2408003,3.469100361332888,1602,2014
1151549,13,5.545018033224578,13,7.5401656474814995,560.5923076923077,588,4107207,2.09126568211436,1602,2014
1128547,14,5.318469204827735,13,6.412804696407887,567.2192307692308,1811,5208004,1.778592011725763,1602,2014
1160888,15,5.202282995753477,6,7.702069760890738,520.7833333333333,322,3549904,3.1443568129170583,1602,2014
75330,16,5.10163914650344,5,6.07374200712055,459.82,449,4318408,2.716260001143512,1602,2014
23051,17,5.044823240770516,30,8.082516031635526,546.2608333333334,47,5201108,1.475658783974639,1602,2014
88208,18,4.914069670414586,7,10.604270508920468,554.8892857142857,14028,3106705,4.008037514551415,1602,2014
76554,19,4.901244908292141,8,8.049277379798507,545.071875,322,3549805,2.8458493094535044,1602,2014
1126887,20,4.672858643588721,8,5.999328599465586,605.925,3279,3105608,2.121082967624254,1602,2014
63045,21,4.670028994522564,17,9.224548431961955,581.5382352941175,1820,2211001,2.237281619623818,1602,2014
20270,22,4.6401781885956925,39,9.082449853522881,546.998076923077,688,2918001,1.454355927071903,1602,2014
115872,23,4.597690181117964,10,6.0314196841431285,639.0775,17,3170206,1.9073023726265637,1602,2014
48767,24,4.581648586936177,15,11.13667175610049,477.8166666666667,1078,4104303,2.8754762829037137,1602,2014
