curso,rank,idd,N,std,enem.mean,ies,municipio,stderr,area,ano
35334,1,13.850447284130965,2,14.21587125776316,553.525,434,3550308,10.052138966839264,2501,2014
23315,2,12.116870062876291,13,11.654890051677768,479.88846153846146,265,3534708,3.2324848993245645,2501,2014
84840,3,10.35192430240452,2,2.7554542254428,461.20000000000005,582,4316907,1.9484003680597295,2501,2014
118952,4,9.405019087257072,4,9.884539335117344,493.76250000000005,793,3550308,4.942269667558672,2501,2014
53491,5,8.646988770911928,7,11.969003360191406,491.6071428571428,15032,4203006,4.523858047480415,2501,2014
120080,6,6.937469720454274,6,7.228969524634223,574.2874999999999,1807,2304400,2.9512144502472863,2501,2014
23910,7,6.879001321806883,8,3.7560395344347666,596.7249999999999,580,2611606,1.327960512601793,2501,2014
119216,8,6.718045546623982,13,8.724408682698897,486.8865384615384,482,4204608,2.4197156041210857,2501,2014
5000539,9,5.629534985163176,13,7.177933455482298,556.8307692307692,57,4115200,1.990800548123834,2501,2014
23225,10,5.336488985994818,17,11.36266610585847,517.114705882353,1149,3523909,2.7558513260635396,2501,2014
58330,11,5.311755848700036,5,2.3481371467697447,580.785,23,4313409,1.0501188561339099,2501,2014
70536,12,5.229577599914045,6,7.08810620197731,611.3083333333333,18492,4106902,2.893707239583542,2501,2014
66503,13,5.178200077388956,5,9.515446322382681,523.0699999999999,449,4304606,4.25543696261961,2501,2014
1153951,14,4.834315265534926,3,6.559087509239796,574.6583333333333,576,3136702,3.7868909390979084,2501,2014
1103310,15,4.720177611157871,19,9.207492312446453,553.9421052631578,600,2111300,2.1123436059674585,2501,2014
1111550,16,4.53502646376665,5,6.731650923074134,576.1600000000001,150,3552205,3.010485812958594,2501,2014
1044,17,4.191693651818881,6,9.093593041174788,548.8541666666666,12,4315602,3.7124438132336888,2501,2014
73031,18,3.910509288573992,19,10.314883695619342,500.04868421052635,1196,4115200,2.366396612820003,2501,2014
88592,19,3.836321067476828,8,8.095091041928411,511.44375,940,5006606,2.862046885035027,2501,2014
97219,20,3.4225679828549147,26,9.99956619426941,496.28365384615375,319,3550308,1.9610762750785562,2501,2014
111006,21,3.246171435282376,8,5.63821737976762,568.53125,374,3550308,1.9934108715187657,2501,2014
116768,22,3.128653922617815,10,14.331079986784971,590.595,581,4314902,4.531885408829626,2501,2014
70395,23,2.7162475093147114,29,9.281061964154675,527.9396551724138,221,3550308,1.7234499400758758,2501,2014
111889,24,2.3991422098673434,14,10.897551688935621,611.219642857143,547,3304557,2.912493198189772,2501,2014
116962,25,2.211573013351467,18,8.794544200680612,587.8194444444443,3984,2918407,2.0728939472486956,2501,2014
99238,26,1.4339001478310964,19,8.140039845166802,517.0223684210526,1788,3526902,1.8674532148145557,2501,2014
96669,27,1.2315262329915293,17,9.20682833940591,506.0514705882353,1499,3552809,2.2329838659000356,2501,2014
6481,28,1.2138431652616473,7,9.370087538666217,500.61785714285713,271,3541406,3.5415601986023035,2501,2014
107438,29,1.048702565009581,6,7.421788166635481,557.3249999999999,579,2507507,3.0299323312138635,2501,2014
75809,30,0.9637304478863425,12,10.763624825013206,537.85,472,3301702,3.107190845088757,2501,2014
102702,31,0.8897092017177427,23,9.198105133673353,480.30217391304353,830,1600303,1.9179375023832708,2501,2014
38370,32,0.7267100199579655,10,11.439659575312447,498.8624999999999,496,3516200,3.617537991494184,2501,2014
114907,33,0.7000732260403123,22,10.019752207475074,568.4806818181819,569,1501402,2.1362183483393946,2501,2014
1120464,34,0.28771332261221694,14,10.33070300636443,523.2714285714286,5312,3504107,2.760996515309374,2501,2014
116664,35,0.244311126249956,6,7.793172173680106,499.075,2620,4101002,3.181549217195451,2501,2014
1146843,36,0.17293039879594624,19,10.478989058550233,574.3513157894737,9,4113700,2.4040449650888887,2501,2014
86685,37,0.0003682393428192654,2,7.900943658147654,463.0625,3336,4312401,5.586810838449053,2501,2014
1155133,38,-0.15586888304012725,9,12.465206159462072,622.1083333333333,18492,4106902,4.155068719820691,2501,2014
95667,39,-0.23651853390364774,8,3.9300842438192687,587.7437499999999,570,2408102,1.3894946097195047,2501,2014
12943,40,-0.2774001426320704,9,5.564227223350546,612.2055555555556,575,3106200,1.8547424077835153,2501,2014
104492,41,-0.975925847363093,23,10.078821859844043,463.6934782608696,1096,3541307,2.101579634491017,2501,2014
92597,42,-1.1449041102504136,8,5.107611954865673,525.471875,367,3143302,1.8058135244774978,2501,2014
111734,43,-1.1488701321020984,154,10.256930283449503,492.98961038961033,1472,4207502,0.8265269962810962,2501,2014
62512,44,-1.4643435692018005,12,11.202446863739153,579.2708333333334,4,1302603,3.23386785618114,2501,2014
1151733,45,-1.4955056582758144,62,11.680310327465616,551.697177419355,587,2611606,1.48340089498977,2501,2014
21865,46,-1.5707530429820826,36,9.817551888515451,566.6465277777776,19,3509502,1.6362586480859085,2501,2014
116522,47,-1.6374817029116713,8,8.4739038242842,617.546875,571,4106902,2.995977428636988,2501,2014
36348,48,-1.6761859252122702,14,10.101311988018786,561.3607142857143,694,5002704,2.699689186862761,2501,2014
