curso,rank,idd,N,std,enem.mean,ies,municipio,stderr,area,ano
1127191,1,12.408096362673374,19,7.240177972196637,579.957894736842,583,2311306,1.661010742844967,79,2014
1126033,2,8.068010089395603,3,13.237630032395616,581.3249999999999,5036,4216206,7.642749262636284,79,2014
1152839,3,7.817216662703278,7,12.02744292223982,529.4785714285714,1958,4202404,4.545946125752933,79,2014
105286,4,7.765339635585474,10,8.744683157059182,552.9275,3985,3550308,2.7653116192818943,79,2014
70036,5,7.321259086752147,42,9.900612647915032,565.797619047619,852,3550308,1.5276976982503467,79,2014
72057,6,7.110875627783821,9,8.836212677975306,543.8611111111111,1510,4216602,2.9454042259917688,79,2014
119970,7,6.55615885804881,11,8.824429015323636,531.2886363636364,2037,2919207,2.6606654575412603,79,2014
100246,8,6.074995342226674,25,8.685243050994659,591.933,1082,2408102,1.7370486101989318,79,2014
57066,9,5.6910051049198085,9,12.52629058613777,585.1916666666667,3169,3509502,4.175430195379257,79,2014
1058390,10,5.634976783167293,4,7.1331229948113055,572.0687499999999,2122,2800308,3.5665614974056528,79,2014
1179354,11,5.570459429267737,10,6.467330229504389,482.89750000000004,352,2507507,2.0451493905693368,79,2014
1177589,12,5.255602644712991,8,14.335706539635353,606.7531250000002,15709,3534401,5.068437653638247,79,2014
65740,13,5.042920856639674,5,6.899535968682385,564.3399999999999,322,3550308,3.0855662878357344,79,2014
79804,14,5.039709914785878,2,2.2782257180645735,589.675,3456,3509502,1.6109488543170514,79,2014
80956,15,4.942792132250396,8,8.856235859933781,546.440625,4094,2507507,3.1311522161733256,79,2014
72477,16,4.908598140447881,5,15.000672719842273,544.845,1986,3136702,6.708504781958796,79,2014
60314,17,4.67560482399056,2,14.488527794208684,509.4125,163,3304557,10.244936252694732,79,2014
75917,18,4.640367094720336,5,12.748444976212673,540.3399999999999,3333,4305108,5.701277914845445,79,2014
72070,19,4.490841083254128,22,10.271221041077236,553.2295454545455,1107,2304400,2.1898316838044853,79,2014
