curso,rank,idd,N,std,enem.mean,ies,municipio,stderr,area,ano
52865,1,11.76355173137349,2,5.17821341425435,497.92499999999995,449,4304705,3.661549819650396,3502,2014
117805,2,9.487244004587339,3,1.8998520472164855,546.525,1961,3301009,1.0968800908808995,3502,2014
74215,3,8.823374495175733,7,15.010968273300922,513.9892857142856,24,2913606,5.673612712776412,3502,2014
1122917,4,7.493530642610392,3,11.919186923625293,424.81666666666666,826,5212501,6.881545778876531,3502,2014
18336,5,7.411672450672332,3,10.44835042364576,516.1583333333334,3974,5218805,6.03235792967942,3502,2014
76379,6,7.266622028747411,5,10.249717527509866,522.36,322,3550308,4.583813028336626,3502,2014
1178485,7,6.663110828069609,2,7.694111512805062,436.8375,40,2900702,5.440558425909945,3502,2014
1112824,8,5.82426203020278,4,10.983973503141694,513.025,1295,3550308,5.491986751570847,3502,2014
42148,9,5.462178481582782,4,14.917186213065813,646.3187500000001,54,3509502,7.4585931065329065,3502,2014
37301,10,5.401351567636029,5,11.806994265216971,462.8300000000001,1550,4108304,5.280248357395066,3502,2014
76313,11,5.191111309393674,7,8.382146573086562,496.8178571428572,322,3547304,3.168153612182762,3502,2014
73368,12,5.05843634768781,11,12.83068100376524,512.8886363636364,322,3550308,3.8685958812936274,3502,2014
60584,13,4.66959688589689,11,9.214323005005577,515.815909090909,794,5108402,2.778222918613051,3502,2014
1087513,14,4.641526301233625,7,6.499885206271304,518.1892857142857,2148,1721000,2.4567256866088054,3502,2014
119930,15,4.462271740833077,3,3.298298342529217,447.3333333333333,1884,3542206,1.90427343592694,3502,2014
98786,16,4.316672588451315,4,2.849957203393634,555.0125,1772,2304400,1.424978601696817,3502,2014
76561,17,4.286070364582132,5,5.849899416055288,483.875,322,3549805,2.6161545511671895,3502,2014
68526,18,4.175259042662579,5,9.665533795510125,549.135,1490,3524709,4.322558121116439,3502,2014
1135237,19,4.126295563059397,2,4.607111709059869,544.925,454,4303509,3.2577199311601777,3502,2014
105178,20,4.073349827852258,9,3.402130627043219,495.16388888888895,2579,3147006,1.1340435423477395,3502,2014
60470,21,3.633708422247141,7,8.161236095475122,496.8392857142857,449,4321501,3.0846572999301376,3502,2014
112600,22,3.6269788139437953,11,8.179003917566169,548.6863636363637,6,3146107,2.4660624684921717,3502,2014
9225,23,3.5579978292009398,7,6.054141037509111,544.1785714285714,446,4306106,2.2882502267656673,3502,2014
5000546,24,3.417570188719068,6,10.428672973167776,523.425,57,4111506,4.257487913102437,3502,2014
72863,25,3.3488386411670894,9,8.644399817284311,534.9083333333333,449,4309308,2.881466605761437,3502,2014
72638,26,3.3207537367347704,6,5.881780129312407,490.52500000000003,494,4218707,2.4012266826761097,3502,2014
111542,27,3.3138984495868797,6,7.0013699676312,438.9791666666667,458,3550308,2.8582973201904696,3502,2014
112102,28,3.3125618679154143,15,8.220529511269968,457.455,4,1303403,2.1225315929436785,3502,2014
114922,29,3.272048072926891,4,7.036822699479772,510.79375000000005,4674,4213500,3.518411349739886,3502,2014
754,30,3.1132001319395295,8,10.077643612940305,546.428125,9,4113700,3.562985068545694,3502,2014
1051344,31,3.055383529807544,12,4.635726491406049,461.4416666666666,5670,5101803,1.338218968851381,3502,2014
98162,32,3.0319922283577156,3,9.743452927641743,441.6583333333333,3864,2900702,5.625385170610407,3502,2014
19264,33,2.9542917309957395,14,9.690495713918793,541.3517857142857,1126,4110706,2.5898939192489623,3502,2014
76373,34,2.844384654066841,13,12.965833375634181,518.4846153846154,322,3550308,3.596075158843953,3502,2014
47331,35,2.836053129451238,8,20.450670846368304,480.78125,47,5218508,7.230404017640529,3502,2014
111784,36,2.7806869871455717,3,2.0974865866784422,500.8833333333334,793,3550308,1.210984445440428,3502,2014
84679,37,2.717006169315693,3,13.043249949139636,465.52500000000003,2915,3148004,7.530523869243342,3502,2014
75934,38,2.7129525410457065,5,10.68373508531596,542.23,13,4322509,4.7779115808732,3502,2014
1128666,39,2.707789922498371,12,5.987514188652248,491.61041666666665,1936,5105259,1.7284464642975395,3502,2014
59632,40,2.6517855196510047,15,10.76951612183569,525.9766666666667,322,3509502,2.7806771057721273,3502,2014
107637,41,2.6505590469017983,15,6.92823856357219,525.655,2494,3538006,1.7888635050178059,3502,2014
1178501,42,2.619804759919455,6,13.348784638619172,499.4750000000001,40,2911709,5.4496185084865525,3502,2014
19541,43,2.51982831187099,27,12.78915862176987,492.9842592592592,322,3550308,2.4612747243292192,3502,2014
20424,44,2.4690855841831114,8,14.222224304302774,492.065625,222,3557105,5.02831562456431,3502,2014
66629,45,2.4510770315055233,2,1.239211297220683,519.0625,1509,3106200,0.8762547115877232,3502,2014
104512,46,2.4452371883113027,15,12.227419980796137,490.2333333333334,1694,4204608,3.1571062635138167,3502,2014
8483,47,2.379725484704378,12,7.140756200540843,479.7416666666666,449,4303004,2.061358757299873,3502,2014
71439,48,2.287829364276022,7,12.712483273530747,516.5714285714286,1454,2611606,4.804867041118665,3502,2014
51797,49,2.2739356149601972,8,11.182297203150585,506.24375,3840,4209300,3.953539090795571,3502,2014
114230,50,2.255280275237074,10,8.134836629606157,502.99750000000006,3339,4308904,2.5724612142922982,3502,2014
38260,51,2.225467870477844,15,9.004858723662961,497.4483333333334,1041,4311403,2.325044524779815,3502,2014
73398,52,2.1518040707630437,21,9.904537417093412,531.0821428571429,322,3549904,2.1613472589215696,3502,2014
112160,53,2.121784289273553,17,12.82202400506508,542.8838235294119,2,5300108,3.1097976062993244,3502,2014
91307,54,2.109288828759199,8,8.882996333318054,480.94374999999997,217,3549102,3.1406134722722165,3502,2014
59989,55,2.1074033657234432,10,8.15349892825247,528.5225,322,3503208,2.5783627513019605,3502,2014
21657,56,2.0174906737994394,24,8.283050309675613,534.9020833333333,1494,3205309,1.6907705643756201,3502,2014
72594,57,1.9847107504508572,31,9.951961783055651,497.2604838709678,71,2409407,1.7874251018046317,3502,2014
1122509,58,1.9528992414295363,39,12.1114763189131,496.7948717948717,1359,3203908,1.9393883428015875,3502,2014
117573,59,1.9340761960669222,11,9.290734199892912,495.8454545454546,3618,3513009,2.8012617607243246,3502,2014
64555,60,1.919520628889416,7,11.903411070632513,444.3392857142857,441,4204806,4.499066492323819,3502,2014
10218,61,1.8904375194849425,17,5.545335616503499,476.0602941176471,5215,3511102,1.3449414397849149,3502,2014
81220,62,1.8375650621462163,16,10.1601335107073,490.3046875,2124,3164704,2.540033377676825,3502,2014
5000139,63,1.8365846249330728,19,8.91617611089988,541.1881578947368,1807,2302800,2.045511085801267,3502,2014
51931,64,1.8220050544924444,6,6.952367506678691,473.1375,1873,3304557,2.8382921492780855,3502,2014
121192,65,1.8075852722401917,9,14.412363802313259,486.43888888888887,82,4204202,4.804121267437753,3502,2014
20699,66,1.8006486418243723,23,12.24958514248095,485.65652173913037,1196,4115200,2.554215068426664,3502,2014
43575,67,1.7814446568895486,9,8.908757308231703,509.1388888888889,453,1721000,2.9695857694105676,3502,2014
75332,68,1.7753012230079823,13,12.03037705654482,517.3826923076923,449,4316907,3.336626256964453,3502,2014
18429,69,1.7498108624200743,20,8.704824410592515,517.56875,417,3550308,1.9464579114284404,3502,2014
13423,70,1.6775657481513317,7,9.65376602809931,528.407142857143,579,2507507,3.6487805893649363,3502,2014
101598,71,1.6630146789633324,22,11.258406945259814,509.6954545454544,163,3303401,2.400300425752372,3502,2014
43086,72,1.6287663694885195,22,12.577034860838179,487.27613636363634,18492,4118402,2.6814328419601847,3502,2014
123124,73,1.623795101704984,7,12.128780583552814,569.2142857142857,43,4205407,4.5842481615070865,3502,2014
121419,74,1.6138012566911208,44,10.65679680701079,512.5920454545453,1446,5300108,1.6065725670869209,3502,2014
142,75,1.5565195802859038,10,6.456937505104131,604.3800000000001,2,5300108,2.0418629225494143,3502,2014
100212,76,1.5435017143289016,10,7.842657602313832,541.6125,4962,3167202,2.4800660932146736,3502,2014
76545,77,1.5434393173929635,5,8.955492934034613,538.62,322,3549706,4.005018194504086,3502,2014
10981,78,1.5393548416188885,19,10.583926491834113,531.6223684210528,532,4310207,2.428119263356203,3502,2014
38283,79,1.5286329561654846,6,7.388507848862341,485.3625,750,1709500,3.016345698376885,3502,2014
59991,80,1.5173616702429618,11,10.364751713251737,521.9818181818182,322,3552205,3.1250902252772104,3502,2014
20717,81,1.5035003057532634,22,7.934103626220964,525.3249999999999,1107,2304400,1.6915565767499559,3502,2014
1102959,82,1.4520984955192588,22,11.018156919069053,545.6852272727273,4503,2901007,2.3490789480640477,3502,2014
66513,83,1.443866610340716,19,9.703804336736034,511.19605263157905,322,3550308,2.226205393248637,3502,2014
14000,84,1.41984915834601,19,10.05144534667014,613.0026315789473,583,2304400,2.305959710666173,3502,2014
22031,85,1.3859195215940143,23,9.670312284789183,516.216304347826,626,4313508,2.0163994998117487,3502,2014
