curso,rank,idd,N,std,enem.mean,ies,municipio,stderr,area,ano
303567,1,12.548656585531534,7,6.1757470817804245,554.4999999999999,71,2408003,2.334212991203411,5401,2017
24868,2,11.07546702495427,6,9.031103791024675,562.0458333333332,578,2927408,3.6869326836875365,5401,2017
313436,3,6.035447659338403,7,13.747317541798537,555.05,2564,2504009,5.195997629976389,5401,2017
1272866,4,5.160550382418613,2,4.083964093221851,568.8,15497,2311603,2.8877987044395397,5401,2017
310859,5,5.072356362584723,7,10.481784799117719,620.425,528,3304557,3.961742267794657,5401,2017
312558,6,4.8894989800542605,35,11.14632714387897,626.2714285714286,571,4106902,1.8840731620490532,5401,2017
38231,7,4.620800954923905,15,9.01461285509086,563.445,1027,3301009,2.327563030684946,5401,2017
13459,8,4.498342406446121,11,11.669632049254655,499.36363636363643,579,2507507,3.5185264498985345,5401,2017
301638,9,4.383682205318248,2,2.3233990141231824,600.7875,19,3509502,1.6428911982886412,5401,2017
314348,10,4.254512171384733,48,10.549635872388212,635.4567708333333,586,3304557,1.5227087776939667,5401,2017
313982,11,4.203239027615808,17,8.238620723672692,624.6955882352942,583,2304400,1.9981590266532423,5401,2017
14513,12,3.9812219946722656,41,7.249827428741928,585.9524390243902,587,2611606,1.132232822589827,5401,2017
1295548,13,3.665373050550716,12,8.777527314606887,594.1999999999999,584,5208707,2.53385387895379,5401,2017
114989,14,3.4088922189542132,10,12.573180742922318,571.775,4503,2904902,3.975988858060251,5401,2017
1108032,15,3.3474761183329194,16,12.308516633164555,572.2343749999999,595,3101607,3.0771291582911386,5401,2017
29692,16,3.3012825769553666,35,8.588668379986538,629.6507142857143,2,5300108,1.4517499247595798,5401,2017
24668,17,3.29800551387604,12,11.196462378292358,563.4166666666666,578,2927408,3.232140284039305,5401,2017
113739,18,3.063746343569537,15,11.760896403600144,580.0300000000001,634,4314407,3.0366503938409375,5401,2017
105580,19,2.9195441660261086,13,9.452826478005896,550.4269230769231,568,2111300,2.621742351116456,5401,2017
1166897,20,2.7980072313703555,16,9.609945291410105,541.6328125,40,2927408,2.402486322852526,5401,2017
312949,21,2.6690968335759133,75,11.777950752641667,641.6366666666669,575,3106200,1.3600006075079643,5401,2017
416922,22,2.6518820510840744,16,8.960972127767247,575.925,3984,2918407,2.240243031941812,5401,2017
18881,23,2.5480187262429497,5,7.123341366750606,596.225,582,4316907,3.1856551045981227,5401,2017
63873,24,1.7792891295785125,10,11.54330484732673,563.4025,338,3106200,3.6503135043214683,5401,2017
385458,25,1.2290210580880996,11,8.984335611461132,535.2545454545453,699,1100205,2.70887911034953,5401,2017
